[1320, 1176]
[folio, [930.0, 54.0, 177.0, 18.0], shoonya_3sUHAZ2PAGWAQ8, 5694635]
[paragraph, [767.0, 497.0, 332.0, 18.0], shoonya_1s025FH0RQWM7Z, 5694635]
[paragraph, [767.0, 515.0, 332.0, 18.0], shoonya_1s025FH0RQWM7Z, 5694635]
[paragraph, [767.0, 533.0, 332.0, 18.0], shoonya_1s025FH0RQWM7Z, 5694635]
[paragraph, [767.0, 551.0, 332.0, 18.0], shoonya_1s025FH0RQWM7Z, 5694635]
[paragraph, [767.0, 569.0, 332.0, 18.0], shoonya_1s025FH0RQWM7Z, 5694635]
[paragraph, [767.0, 587.0, 332.0, 18.0], shoonya_1s025FH0RQWM7Z, 5694635]
[paragraph, [767.0, 605.0, 332.0, 18.0], shoonya_1s025FH0RQWM7Z, 5694635]
[paragraph, [767.0, 623.0, 332.0, 18.0], shoonya_1s025FH0RQWM7Z, 5694635]
[paragraph, [767.0, 641.0, 332.0, 18.0], shoonya_1s025FH0RQWM7Z, 5694635]
[paragraph, [767.0, 659.0, 332.0, 18.0], shoonya_1s025FH0RQWM7Z, 5694635]
[paragraph, [767.0, 677.0, 332.0, 18.0], shoonya_1s025FH0RQWM7Z, 5694635]
[paragraph, [767.0, 695.0, 332.0, 18.0], shoonya_1s025FH0RQWM7Z, 5694635]
[paragraph, [767.0, 713.0, 332.0, 18.0], shoonya_1s025FH0RQWM7Z, 5694635]
[paragraph, [767.0, 731.0, 332.0, 18.0], shoonya_1s025FH0RQWM7Z, 5694635]
[paragraph, [767.0, 749.0, 332.0, 18.0], shoonya_1s025FH0RQWM7Z, 5694635]
[paragraph, [767.0, 767.0, 332.0, 18.0], shoonya_1s025FH0RQWM7Z, 5694635]
[paragraph, [767.0, 785.0, 332.0, 18.0], shoonya_1s025FH0RQWM7Z, 5694635]
[paragraph, [767.0, 803.0, 332.0, 18.0], shoonya_1s025FH0RQWM7Z, 5694635]
[paragraph, [767.0, 821.0, 332.0, 18.0], shoonya_1s025FH0RQWM7Z, 5694635]
[paragraph, [767.0, 839.0, 332.0, 18.0], shoonya_1s025FH0RQWM7Z, 5694635]
[paragraph, [767.0, 857.0, 332.0, 18.0], shoonya_1s025FH0RQWM7Z, 5694635]
[paragraph, [412.0, 185.0, 341.0, 18.0], dtL3s6fu4V, 5694635]
[paragraph, [412.0, 203.0, 341.0, 18.0], dtL3s6fu4V, 5694635]
[paragraph, [412.0, 221.0, 341.0, 18.0], dtL3s6fu4V, 5694635]
[paragraph, [412.0, 239.0, 341.0, 18.0], dtL3s6fu4V, 5694635]
[paragraph, [412.0, 257.0, 341.0, 18.0], dtL3s6fu4V, 5694635]
[paragraph, [412.0, 275.0, 341.0, 18.0], dtL3s6fu4V, 5694635]
[paragraph, [412.0, 293.0, 341.0, 18.0], dtL3s6fu4V, 5694635]
[paragraph, [75.0, 187.0, 332.0, 18.0], shoonya_2sUS9TMBQDKE8Q, 5694635]
[paragraph, [75.0, 205.0, 332.0, 18.0], shoonya_2sUS9TMBQDKE8Q, 5694635]
[paragraph, [75.0, 223.0, 332.0, 18.0], shoonya_2sUS9TMBQDKE8Q, 5694635]
[paragraph, [75.0, 241.0, 332.0, 18.0], shoonya_2sUS9TMBQDKE8Q, 5694635]
[paragraph, [75.0, 259.0, 332.0, 18.0], shoonya_2sUS9TMBQDKE8Q, 5694635]
[paragraph, [75.0, 277.0, 332.0, 18.0], shoonya_2sUS9TMBQDKE8Q, 5694635]
[paragraph, [75.0, 295.0, 332.0, 18.0], shoonya_2sUS9TMBQDKE8Q, 5694635]
[paragraph, [75.0, 313.0, 332.0, 18.0], shoonya_2sUS9TMBQDKE8Q, 5694635]
[paragraph, [75.0, 331.0, 332.0, 18.0], shoonya_2sUS9TMBQDKE8Q, 5694635]
[paragraph, [75.0, 349.0, 332.0, 18.0], shoonya_2sUS9TMBQDKE8Q, 5694635]
[paragraph, [75.0, 367.0, 332.0, 18.0], shoonya_2sUS9TMBQDKE8Q, 5694635]
[paragraph, [75.0, 385.0, 332.0, 18.0], shoonya_2sUS9TMBQDKE8Q, 5694635]
[paragraph, [75.0, 403.0, 332.0, 18.0], shoonya_2sUS9TMBQDKE8Q, 5694635]
[paragraph, [75.0, 421.0, 332.0, 18.0], shoonya_2sUS9TMBQDKE8Q, 5694635]
[paragraph, [75.0, 439.0, 332.0, 18.0], shoonya_2sUS9TMBQDKE8Q, 5694635]
[paragraph, [75.0, 457.0, 332.0, 18.0], shoonya_2sUS9TMBQDKE8Q, 5694635]
[paragraph, [75.0, 475.0, 332.0, 18.0], shoonya_2sUS9TMBQDKE8Q, 5694635]
[paragraph, [75.0, 493.0, 332.0, 18.0], shoonya_2sUS9TMBQDKE8Q, 5694635]
[paragraph, [75.0, 511.0, 332.0, 18.0], shoonya_2sUS9TMBQDKE8Q, 5694635]
[paragraph, [75.0, 529.0, 332.0, 18.0], shoonya_2sUS9TMBQDKE8Q, 5694635]
[paragraph, [75.0, 547.0, 332.0, 18.0], shoonya_2sUS9TMBQDKE8Q, 5694635]
[paragraph, [75.0, 565.0, 332.0, 18.0], shoonya_2sUS9TMBQDKE8Q, 5694635]
[paragraph, [75.0, 583.0, 332.0, 18.0], shoonya_2sUS9TMBQDKE8Q, 5694635]
[paragraph, [75.0, 601.0, 332.0, 18.0], shoonya_2sUS9TMBQDKE8Q, 5694635]
[paragraph, [75.0, 619.0, 332.0, 18.0], shoonya_2sUS9TMBQDKE8Q, 5694635]
[paragraph, [75.0, 637.0, 332.0, 18.0], shoonya_2sUS9TMBQDKE8Q, 5694635]
[paragraph, [75.0, 655.0, 332.0, 18.0], shoonya_2sUS9TMBQDKE8Q, 5694635]
[paragraph, [75.0, 673.0, 332.0, 18.0], shoonya_2sUS9TMBQDKE8Q, 5694635]
[paragraph, [75.0, 691.0, 332.0, 18.0], shoonya_2sUS9TMBQDKE8Q, 5694635]
[paragraph, [75.0, 709.0, 332.0, 18.0], shoonya_2sUS9TMBQDKE8Q, 5694635]
[paragraph, [75.0, 727.0, 332.0, 18.0], shoonya_2sUS9TMBQDKE8Q, 5694635]
[paragraph, [75.0, 745.0, 332.0, 18.0], shoonya_2sUS9TMBQDKE8Q, 5694635]
[paragraph, [75.0, 763.0, 332.0, 18.0], shoonya_2sUS9TMBQDKE8Q, 5694635]
[paragraph, [75.0, 781.0, 332.0, 18.0], shoonya_2sUS9TMBQDKE8Q, 5694635]
[paragraph, [75.0, 799.0, 332.0, 18.0], shoonya_2sUS9TMBQDKE8Q, 5694635]
[paragraph, [75.0, 817.0, 332.0, 18.0], shoonya_2sUS9TMBQDKE8Q, 5694635]
[paragraph, [75.0, 835.0, 332.0, 18.0], shoonya_2sUS9TMBQDKE8Q, 5694635]
[paragraph, [75.0, 853.0, 332.0, 18.0], shoonya_2sUS9TMBQDKE8Q, 5694635]
[paragraph, [75.0, 871.0, 332.0, 18.0], shoonya_2sUS9TMBQDKE8Q, 5694635]
[paragraph, [75.0, 889.0, 332.0, 18.0], shoonya_2sUS9TMBQDKE8Q, 5694635]
[paragraph, [75.0, 907.0, 332.0, 18.0], shoonya_2sUS9TMBQDKE8Q, 5694635]
[paragraph, [75.0, 925.0, 332.0, 18.0], shoonya_2sUS9TMBQDKE8Q, 5694635]
[paragraph, [75.0, 943.0, 332.0, 18.0], shoonya_2sUS9TMBQDKE8Q, 5694635]
[paragraph, [75.0, 961.0, 332.0, 18.0], shoonya_2sUS9TMBQDKE8Q, 5694635]
[paragraph, [75.0, 979.0, 332.0, 18.0], shoonya_2sUS9TMBQDKE8Q, 5694635]
[paragraph, [419.0, 331.0, 339.0, 18.0], h_V1gAAr3t, 5694635]
[paragraph, [419.0, 349.0, 339.0, 18.0], h_V1gAAr3t, 5694635]
[paragraph, [419.0, 367.0, 339.0, 18.0], h_V1gAAr3t, 5694635]
[paragraph, [419.0, 385.0, 339.0, 18.0], h_V1gAAr3t, 5694635]
[paragraph, [419.0, 403.0, 339.0, 18.0], h_V1gAAr3t, 5694635]
[paragraph, [419.0, 421.0, 339.0, 18.0], h_V1gAAr3t, 5694635]
[paragraph, [419.0, 439.0, 339.0, 18.0], h_V1gAAr3t, 5694635]
[paragraph, [419.0, 457.0, 339.0, 18.0], h_V1gAAr3t, 5694635]
[paragraph, [419.0, 475.0, 339.0, 18.0], h_V1gAAr3t, 5694635]
[paragraph, [419.0, 493.0, 339.0, 18.0], h_V1gAAr3t, 5694635]
[paragraph, [419.0, 511.0, 339.0, 18.0], h_V1gAAr3t, 5694635]
[paragraph, [419.0, 529.0, 339.0, 18.0], h_V1gAAr3t, 5694635]
[paragraph, [419.0, 547.0, 339.0, 18.0], h_V1gAAr3t, 5694635]
[paragraph, [419.0, 565.0, 339.0, 18.0], h_V1gAAr3t, 5694635]
[paragraph, [419.0, 583.0, 339.0, 18.0], h_V1gAAr3t, 5694635]
[paragraph, [419.0, 601.0, 339.0, 18.0], h_V1gAAr3t, 5694635]
[paragraph, [419.0, 619.0, 339.0, 18.0], h_V1gAAr3t, 5694635]
[paragraph, [419.0, 637.0, 339.0, 18.0], h_V1gAAr3t, 5694635]
[paragraph, [419.0, 655.0, 339.0, 18.0], h_V1gAAr3t, 5694635]
[paragraph, [412.0, 689.0, 348.0, 18.0], 81c5v-iaPz, 5694635]
[paragraph, [412.0, 707.0, 348.0, 18.0], 81c5v-iaPz, 5694635]
[paragraph, [412.0, 725.0, 348.0, 18.0], 81c5v-iaPz, 5694635]
[paragraph, [412.0, 743.0, 348.0, 18.0], 81c5v-iaPz, 5694635]
[paragraph, [412.0, 761.0, 348.0, 18.0], 81c5v-iaPz, 5694635]
[paragraph, [422.0, 791.0, 337.0, 18.0], mIebDLp4Yz, 5694635]
[paragraph, [422.0, 809.0, 337.0, 18.0], mIebDLp4Yz, 5694635]
[paragraph, [422.0, 827.0, 337.0, 18.0], mIebDLp4Yz, 5694635]
[paragraph, [72.0, 1013.0, 338.0, 18.0], bDBCVyuAVH, 5694635]
[paragraph, [72.0, 1031.0, 338.0, 18.0], bDBCVyuAVH, 5694635]
[paragraph, [72.0, 1049.0, 338.0, 18.0], bDBCVyuAVH, 5694635]
[paragraph, [72.0, 1067.0, 338.0, 18.0], bDBCVyuAVH, 5694635]
[paragraph, [72.0, 1085.0, 338.0, 18.0], bDBCVyuAVH, 5694635]
[paragraph, [72.0, 1103.0, 338.0, 18.0], bDBCVyuAVH, 5694635]
[paragraph, [72.0, 1121.0, 338.0, 18.0], bDBCVyuAVH, 5694635]
[paragraph, [72.0, 1139.0, 338.0, 18.0], bDBCVyuAVH, 5694635]
[paragraph, [72.0, 1157.0, 338.0, 18.0], bDBCVyuAVH, 5694635]
[paragraph, [72.0, 1175.0, 338.0, 18.0], bDBCVyuAVH, 5694635]
[paragraph, [72.0, 1193.0, 338.0, 18.0], bDBCVyuAVH, 5694635]
[paragraph, [72.0, 1211.0, 338.0, 18.0], bDBCVyuAVH, 5694635]
[paragraph, [72.0, 1229.0, 338.0, 18.0], bDBCVyuAVH, 5694635]
