[1806, 1262]
[folio, [173.0, 105.0, 507.0, 36.0], shoonya_1sD59GX9YPGRNO, 5681037]
[paragraph, [643.0, 691.0, 509.0, 36.0], T_2McdfKJr, 5681037]
[paragraph, [643.0, 727.0, 509.0, 36.0], T_2McdfKJr, 5681037]
[paragraph, [643.0, 763.0, 509.0, 36.0], T_2McdfKJr, 5681037]
[paragraph, [643.0, 799.0, 509.0, 36.0], T_2McdfKJr, 5681037]
[paragraph, [643.0, 835.0, 509.0, 36.0], T_2McdfKJr, 5681037]
[paragraph, [643.0, 871.0, 509.0, 36.0], T_2McdfKJr, 5681037]
[paragraph, [643.0, 907.0, 509.0, 36.0], T_2McdfKJr, 5681037]
[paragraph, [643.0, 943.0, 509.0, 36.0], T_2McdfKJr, 5681037]
[paragraph, [643.0, 979.0, 509.0, 36.0], T_2McdfKJr, 5681037]
[paragraph, [643.0, 1015.0, 509.0, 36.0], T_2McdfKJr, 5681037]
[paragraph, [643.0, 1051.0, 509.0, 36.0], T_2McdfKJr, 5681037]
[paragraph, [643.0, 1087.0, 509.0, 36.0], T_2McdfKJr, 5681037]
[paragraph, [643.0, 1123.0, 509.0, 36.0], T_2McdfKJr, 5681037]
[paragraph, [643.0, 1159.0, 509.0, 36.0], T_2McdfKJr, 5681037]
[paragraph, [643.0, 1195.0, 509.0, 36.0], T_2McdfKJr, 5681037]
[paragraph, [643.0, 1231.0, 509.0, 36.0], T_2McdfKJr, 5681037]
[paragraph, [643.0, 1267.0, 509.0, 36.0], T_2McdfKJr, 5681037]
[paragraph, [643.0, 1303.0, 509.0, 36.0], T_2McdfKJr, 5681037]
[paragraph, [643.0, 1339.0, 509.0, 36.0], T_2McdfKJr, 5681037]
[paragraph, [643.0, 1375.0, 509.0, 36.0], T_2McdfKJr, 5681037]
[paragraph, [643.0, 1411.0, 509.0, 36.0], T_2McdfKJr, 5681037]
[paragraph, [643.0, 1447.0, 509.0, 36.0], T_2McdfKJr, 5681037]
[paragraph, [643.0, 1483.0, 509.0, 36.0], T_2McdfKJr, 5681037]
[paragraph, [643.0, 1519.0, 509.0, 36.0], T_2McdfKJr, 5681037]
[paragraph, [643.0, 1555.0, 509.0, 36.0], T_2McdfKJr, 5681037]
[paragraph, [643.0, 1591.0, 509.0, 36.0], T_2McdfKJr, 5681037]
[paragraph, [643.0, 1627.0, 509.0, 36.0], T_2McdfKJr, 5681037]
[paragraph, [643.0, 1663.0, 509.0, 36.0], T_2McdfKJr, 5681037]
[section-title, [110.0, 736.0, 492.0, 49.5], shoonya_4sCPSKG1R11N8E, 5681037]
[paragraph, [109.0, 811.0, 495.0, 36.0], shoonya_5sW972Y3I98F7J, 5681037]
[paragraph, [109.0, 847.0, 495.0, 36.0], shoonya_5sW972Y3I98F7J, 5681037]
[paragraph, [109.0, 883.0, 495.0, 36.0], shoonya_5sW972Y3I98F7J, 5681037]
[paragraph, [109.0, 919.0, 495.0, 36.0], shoonya_5sW972Y3I98F7J, 5681037]
[section-title, [141.0, 992.0, 464.0, 49.5], alVjZq8fId, 5681037]
[paragraph, [101.0, 1062.0, 503.0, 36.0], pibLRcGeeM, 5681037]
[paragraph, [101.0, 1098.0, 503.0, 36.0], pibLRcGeeM, 5681037]
[paragraph, [101.0, 1134.0, 503.0, 36.0], pibLRcGeeM, 5681037]
[paragraph, [101.0, 1170.0, 503.0, 36.0], pibLRcGeeM, 5681037]
[paragraph, [101.0, 1206.0, 503.0, 36.0], pibLRcGeeM, 5681037]
[paragraph, [101.0, 1242.0, 503.0, 36.0], pibLRcGeeM, 5681037]
[paragraph, [101.0, 1278.0, 503.0, 36.0], pibLRcGeeM, 5681037]
[paragraph, [101.0, 1314.0, 503.0, 36.0], pibLRcGeeM, 5681037]
[paragraph, [101.0, 1350.0, 503.0, 36.0], pibLRcGeeM, 5681037]
[paragraph, [101.0, 1386.0, 503.0, 36.0], pibLRcGeeM, 5681037]
[paragraph, [101.0, 1422.0, 503.0, 36.0], pibLRcGeeM, 5681037]
[paragraph, [101.0, 1458.0, 503.0, 36.0], pibLRcGeeM, 5681037]
[paragraph, [101.0, 1494.0, 503.0, 36.0], pibLRcGeeM, 5681037]
[paragraph, [101.0, 1530.0, 503.0, 36.0], pibLRcGeeM, 5681037]
[paragraph, [101.0, 1566.0, 503.0, 36.0], pibLRcGeeM, 5681037]
[paragraph, [101.0, 1602.0, 503.0, 36.0], pibLRcGeeM, 5681037]
[paragraph, [101.0, 1638.0, 503.0, 36.0], pibLRcGeeM, 5681037]
[paragraph, [101.0, 1674.0, 503.0, 36.0], pibLRcGeeM, 5681037]
