[1725, 1313]
[headline, [246.0, 174.0, 809.0, 37.5], shoonya_1s9PRD1HYG88JR, 5771953]
[paragraph, [654.0, 1027.0, 546.0, 36.0], shoonya_7sQ8JA6BEU8DR4, 5771953]
[paragraph, [654.0, 1063.0, 546.0, 36.0], shoonya_7sQ8JA6BEU8DR4, 5771953]
[paragraph, [654.0, 1099.0, 546.0, 36.0], shoonya_7sQ8JA6BEU8DR4, 5771953]
[paragraph, [654.0, 1135.0, 546.0, 36.0], shoonya_7sQ8JA6BEU8DR4, 5771953]
[paragraph, [649.0, 1201.0, 561.0, 36.0], 2DIAaZO8Ta, 5771953]
[paragraph, [649.0, 1237.0, 561.0, 36.0], 2DIAaZO8Ta, 5771953]
[sidebar, [108.0, 1282.0, 1085.0, 36.0], DqnbzOIQJV, 5771953]
[sidebar, [108.0, 1318.0, 1085.0, 36.0], DqnbzOIQJV, 5771953]
[sidebar, [108.0, 1354.0, 1085.0, 36.0], DqnbzOIQJV, 5771953]
[sidebar, [108.0, 1390.0, 1085.0, 36.0], DqnbzOIQJV, 5771953]
[sidebar, [108.0, 1426.0, 1085.0, 36.0], DqnbzOIQJV, 5771953]
[sidebar, [108.0, 1462.0, 1085.0, 36.0], DqnbzOIQJV, 5771953]
[sidebar, [108.0, 1498.0, 1085.0, 36.0], DqnbzOIQJV, 5771953]
[figure-caption, [240.0, 1293.0, 139.0, 36.0], CxXrdhHzT_, 5771953]
[figure-caption, [240.0, 1329.0, 139.0, 36.0], CxXrdhHzT_, 5771953]
[figure-caption, [240.0, 1365.0, 139.0, 36.0], CxXrdhHzT_, 5771953]
[paragraph, [380.0, 1298.0, 798.0, 36.0], gSQQfeaDE9, 5771953]
[paragraph, [380.0, 1334.0, 798.0, 36.0], gSQQfeaDE9, 5771953]
[paragraph, [380.0, 1370.0, 798.0, 36.0], gSQQfeaDE9, 5771953]
[figure-caption, [238.0, 1430.0, 144.0, 36.0], CxP4SFlYhi, 5771953]
[figure-caption, [238.0, 1466.0, 144.0, 36.0], CxP4SFlYhi, 5771953]
[figure-caption, [238.0, 1502.0, 144.0, 36.0], CxP4SFlYhi, 5771953]
[paragraph, [385.0, 1430.0, 802.0, 36.0], -rgxsV2igZ, 5771953]
[paragraph, [385.0, 1466.0, 802.0, 36.0], -rgxsV2igZ, 5771953]
[paragraph, [385.0, 1502.0, 802.0, 36.0], -rgxsV2igZ, 5771953]
[folio, [574.0, 1576.0, 161.0, 36.0], ryHDe0OTnf, 5771953]
[folio, [72.0, 1675.0, 312.0, 36.0], FX7dAPICGD, 5771953]
