[1545, 2000]
[section-title, [685.0, 82.0, 562.0, 49.5], LwsWaGGyoM, 6532444]
[paragraph, [142.0, 772.0, 475.0, 36.0], YVogIGfMKm, 6532444]
[paragraph, [142.0, 808.0, 475.0, 36.0], YVogIGfMKm, 6532444]
[paragraph, [1775.0, 777.0, 214.0, 36.0], AfQHjr3PMZ, 6532444]
[paragraph, [1775.0, 813.0, 214.0, 36.0], AfQHjr3PMZ, 6532444]
[paragraph, [1775.0, 849.0, 214.0, 36.0], AfQHjr3PMZ, 6532444]
[paragraph, [1775.0, 885.0, 214.0, 36.0], AfQHjr3PMZ, 6532444]
[paragraph, [1775.0, 921.0, 214.0, 36.0], AfQHjr3PMZ, 6532444]
[paragraph, [1775.0, 957.0, 214.0, 36.0], AfQHjr3PMZ, 6532444]
[paragraph, [1775.0, 993.0, 214.0, 36.0], AfQHjr3PMZ, 6532444]
[paragraph, [1775.0, 1029.0, 214.0, 36.0], AfQHjr3PMZ, 6532444]
[paragraph, [1775.0, 1065.0, 214.0, 36.0], AfQHjr3PMZ, 6532444]
[paragraph, [1775.0, 1101.0, 214.0, 36.0], AfQHjr3PMZ, 6532444]
[paragraph, [1775.0, 1137.0, 214.0, 36.0], AfQHjr3PMZ, 6532444]
[paragraph, [1775.0, 1173.0, 214.0, 36.0], AfQHjr3PMZ, 6532444]
[paragraph, [1775.0, 1209.0, 214.0, 36.0], AfQHjr3PMZ, 6532444]
[paragraph, [1775.0, 1245.0, 214.0, 36.0], AfQHjr3PMZ, 6532444]
[paragraph, [1775.0, 1281.0, 214.0, 36.0], AfQHjr3PMZ, 6532444]
[paragraph, [1775.0, 1317.0, 214.0, 36.0], AfQHjr3PMZ, 6532444]
[paragraph, [1775.0, 1353.0, 214.0, 36.0], AfQHjr3PMZ, 6532444]
[sub-section-title, [42.0, 882.0, 295.0, 36.0], C89Eo2jh1c, 6532444]
[paragraph, [42.0, 929.0, 460.0, 36.0], rjEXWNgYKb, 6532444]
[paragraph, [42.0, 965.0, 460.0, 36.0], rjEXWNgYKb, 6532444]
[paragraph, [42.0, 1001.0, 460.0, 36.0], rjEXWNgYKb, 6532444]
[paragraph, [42.0, 1037.0, 460.0, 36.0], rjEXWNgYKb, 6532444]
[paragraph, [42.0, 1073.0, 460.0, 36.0], rjEXWNgYKb, 6532444]
[section-title, [702.0, 1227.0, 397.0, 49.5], WI3zyn0ucL, 6532444]
[contact-info, [695.0, 1329.0, 252.0, 36.0], ntevJdE84I, 6532444]
[website-link, [687.0, 1367.0, 282.0, 18.0], xojzwJxab3, 6532444]
[website-link, [687.0, 1385.0, 282.0, 18.0], xojzwJxab3, 6532444]
[website-link, [687.0, 1403.0, 282.0, 18.0], xojzwJxab3, 6532444]
[website-link, [687.0, 1421.0, 282.0, 18.0], xojzwJxab3, 6532444]
[website-link, [687.0, 1439.0, 282.0, 18.0], xojzwJxab3, 6532444]
[paragraph, [1730.0, 1407.0, 237.0, 36.0], 57Qdbc04Nk, 6532444]
