[792, 612]
[section-title, [20.0, 55.0, 172.0, 30.0], shoonya_10s3Q1X8I0LNY1, 6515772]
[contact-info, [27.0, 585.0, 161.0, 18.0], o0rzUWVDdh, 6515772]
[sidebar, [29.0, 624.0, 157.0, 18.0], bJII2B9XBG, 6515772]
[sidebar, [29.0, 642.0, 157.0, 18.0], bJII2B9XBG, 6515772]
[sidebar, [29.0, 660.0, 157.0, 18.0], bJII2B9XBG, 6515772]
[sidebar, [29.0, 678.0, 157.0, 18.0], bJII2B9XBG, 6515772]
[sidebar, [29.0, 696.0, 157.0, 18.0], bJII2B9XBG, 6515772]
[sidebar, [29.0, 714.0, 157.0, 18.0], bJII2B9XBG, 6515772]
[paragraph, [225.0, 625.0, 158.0, 18.0], shoonya_5sGDP7QVQCKVXQ, 6515772]
[paragraph, [225.0, 643.0, 158.0, 18.0], shoonya_5sGDP7QVQCKVXQ, 6515772]
[paragraph, [225.0, 661.0, 158.0, 18.0], shoonya_5sGDP7QVQCKVXQ, 6515772]
[paragraph, [225.0, 679.0, 158.0, 18.0], shoonya_5sGDP7QVQCKVXQ, 6515772]
[paragraph, [225.0, 697.0, 158.0, 18.0], shoonya_5sGDP7QVQCKVXQ, 6515772]
[paragraph, [225.0, 715.0, 158.0, 18.0], shoonya_5sGDP7QVQCKVXQ, 6515772]
[paragraph, [393.0, 650.0, 161.0, 18.0], shoonya_2sX8OTGDNJIS9R, 6515772]
[paragraph, [393.0, 668.0, 161.0, 18.0], shoonya_2sX8OTGDNJIS9R, 6515772]
