[1298, 853]
[section-title, [180.0, 190.0, 497.0, 30.0], shoonya_1sJU0XMXWOZ9ST, 5710370]
[paragraph, [65.0, 911.0, 730.0, 18.0], shoonya_0s5CKXSZ7PS83J, 5710370]
[paragraph, [65.0, 929.0, 730.0, 18.0], shoonya_0s5CKXSZ7PS83J, 5710370]
[paragraph, [65.0, 947.0, 730.0, 18.0], shoonya_0s5CKXSZ7PS83J, 5710370]
[paragraph, [65.0, 965.0, 730.0, 18.0], shoonya_0s5CKXSZ7PS83J, 5710370]
[paragraph, [65.0, 983.0, 730.0, 18.0], shoonya_0s5CKXSZ7PS83J, 5710370]
[paragraph, [65.0, 1001.0, 730.0, 18.0], shoonya_0s5CKXSZ7PS83J, 5710370]
[paragraph, [65.0, 1019.0, 730.0, 18.0], shoonya_0s5CKXSZ7PS83J, 5710370]
[paragraph, [65.0, 1037.0, 730.0, 18.0], shoonya_0s5CKXSZ7PS83J, 5710370]
[paragraph, [65.0, 1055.0, 730.0, 18.0], shoonya_0s5CKXSZ7PS83J, 5710370]
[paragraph, [65.0, 1073.0, 730.0, 18.0], shoonya_0s5CKXSZ7PS83J, 5710370]
[paragraph, [65.0, 1091.0, 730.0, 18.0], shoonya_0s5CKXSZ7PS83J, 5710370]
[paragraph, [65.0, 1109.0, 730.0, 18.0], shoonya_0s5CKXSZ7PS83J, 5710370]
[paragraph, [68.0, 1142.0, 718.0, 18.0], shoonya_2sJV23ORZHU9CL, 5710370]
[paragraph, [68.0, 1160.0, 718.0, 18.0], shoonya_2sJV23ORZHU9CL, 5710370]
[paragraph, [68.0, 1178.0, 718.0, 18.0], shoonya_2sJV23ORZHU9CL, 5710370]
[paragraph, [68.0, 1196.0, 718.0, 18.0], shoonya_2sJV23ORZHU9CL, 5710370]
