[1337, 839]
[headline, [351.0, 76.0, 137.0, 25.5], shoonya_0s994U0MLWQA0M, 5769873]
[paragraph, [76.0, 856.0, 341.0, 18.0], HejR5OICrz, 5769873]
[paragraph, [76.0, 874.0, 341.0, 18.0], HejR5OICrz, 5769873]
[paragraph, [422.0, 789.0, 340.0, 18.0], 8Lapk7TGc3, 5769873]
[paragraph, [422.0, 807.0, 340.0, 18.0], 8Lapk7TGc3, 5769873]
[paragraph, [422.0, 825.0, 340.0, 18.0], 8Lapk7TGc3, 5769873]
[paragraph, [422.0, 843.0, 340.0, 18.0], 8Lapk7TGc3, 5769873]
[paragraph, [422.0, 861.0, 340.0, 18.0], 8Lapk7TGc3, 5769873]
[paragraph, [422.0, 879.0, 340.0, 18.0], 8Lapk7TGc3, 5769873]
[paragraph, [422.0, 897.0, 340.0, 18.0], 8Lapk7TGc3, 5769873]
[paragraph, [422.0, 915.0, 340.0, 18.0], 8Lapk7TGc3, 5769873]
[paragraph, [422.0, 933.0, 340.0, 18.0], 8Lapk7TGc3, 5769873]
[paragraph, [422.0, 951.0, 340.0, 18.0], 8Lapk7TGc3, 5769873]
[paragraph, [104.0, 893.0, 269.0, 18.0], LidrMRHIa2, 5769873]
[paragraph, [104.0, 911.0, 269.0, 18.0], LidrMRHIa2, 5769873]
[paragraph, [104.0, 929.0, 269.0, 18.0], LidrMRHIa2, 5769873]
[paragraph, [104.0, 947.0, 269.0, 18.0], LidrMRHIa2, 5769873]
[paragraph, [104.0, 965.0, 269.0, 18.0], LidrMRHIa2, 5769873]
[paragraph, [104.0, 983.0, 269.0, 18.0], LidrMRHIa2, 5769873]
[paragraph, [104.0, 1001.0, 269.0, 18.0], LidrMRHIa2, 5769873]
[paragraph, [104.0, 1019.0, 269.0, 18.0], LidrMRHIa2, 5769873]
[paragraph, [104.0, 1037.0, 269.0, 18.0], LidrMRHIa2, 5769873]
[paragraph, [104.0, 1055.0, 269.0, 18.0], LidrMRHIa2, 5769873]
[paragraph, [452.0, 971.0, 223.0, 18.0], AlRYgwefXA, 5769873]
[paragraph, [453.0, 1000.0, 242.0, 18.0], O_UfQ6KhtO, 5769873]
[paragraph, [453.0, 1018.0, 242.0, 18.0], O_UfQ6KhtO, 5769873]
[paragraph, [453.0, 1036.0, 242.0, 18.0], O_UfQ6KhtO, 5769873]
[paragraph, [449.0, 1049.0, 298.0, 18.0], 73gjx1QqlJ, 5769873]
[paragraph, [449.0, 1067.0, 298.0, 18.0], 73gjx1QqlJ, 5769873]
[paragraph, [449.0, 1085.0, 298.0, 18.0], 73gjx1QqlJ, 5769873]
[paragraph, [449.0, 1103.0, 298.0, 18.0], 73gjx1QqlJ, 5769873]
[paragraph, [449.0, 1121.0, 298.0, 18.0], 73gjx1QqlJ, 5769873]
[paragraph, [449.0, 1139.0, 298.0, 18.0], 73gjx1QqlJ, 5769873]
[paragraph, [449.0, 1157.0, 298.0, 18.0], 73gjx1QqlJ, 5769873]
[paragraph, [449.0, 1175.0, 298.0, 18.0], 73gjx1QqlJ, 5769873]
[paragraph, [75.0, 1074.0, 341.0, 18.0], rl4_nL6O6Q, 5769873]
[paragraph, [75.0, 1092.0, 341.0, 18.0], rl4_nL6O6Q, 5769873]
[paragraph, [75.0, 1110.0, 341.0, 18.0], rl4_nL6O6Q, 5769873]
[paragraph, [75.0, 1128.0, 341.0, 18.0], rl4_nL6O6Q, 5769873]
[paragraph, [75.0, 1146.0, 341.0, 18.0], rl4_nL6O6Q, 5769873]
[paragraph, [75.0, 1164.0, 341.0, 18.0], rl4_nL6O6Q, 5769873]
[paragraph, [75.0, 1182.0, 341.0, 18.0], rl4_nL6O6Q, 5769873]
[paragraph, [75.0, 1200.0, 341.0, 18.0], rl4_nL6O6Q, 5769873]
[paragraph, [75.0, 1218.0, 341.0, 18.0], rl4_nL6O6Q, 5769873]
[paragraph, [75.0, 1236.0, 341.0, 18.0], rl4_nL6O6Q, 5769873]
[paragraph, [421.0, 1203.0, 342.0, 18.0], yI_bxii3RU, 5769873]
[paragraph, [421.0, 1221.0, 342.0, 18.0], yI_bxii3RU, 5769873]
[paragraph, [421.0, 1239.0, 342.0, 18.0], yI_bxii3RU, 5769873]
