[1468, 909]
[headline, [274.0, 72.0, 353.0, 25.5], o2X5-ZKrIu, 5770039]
[paragraph, [452.0, 407.0, 371.0, 18.0], jPrTX0nCvr, 5770039]
[paragraph, [452.0, 425.0, 371.0, 18.0], jPrTX0nCvr, 5770039]
[paragraph, [452.0, 443.0, 371.0, 18.0], jPrTX0nCvr, 5770039]
[paragraph, [452.0, 461.0, 371.0, 18.0], jPrTX0nCvr, 5770039]
[paragraph, [452.0, 479.0, 371.0, 18.0], jPrTX0nCvr, 5770039]
[paragraph, [452.0, 497.0, 371.0, 18.0], jPrTX0nCvr, 5770039]
[paragraph, [452.0, 515.0, 371.0, 18.0], jPrTX0nCvr, 5770039]
[paragraph, [452.0, 533.0, 371.0, 18.0], jPrTX0nCvr, 5770039]
[paragraph, [452.0, 551.0, 371.0, 18.0], jPrTX0nCvr, 5770039]
[paragraph, [452.0, 569.0, 371.0, 18.0], jPrTX0nCvr, 5770039]
[paragraph, [452.0, 587.0, 371.0, 18.0], jPrTX0nCvr, 5770039]
[paragraph, [452.0, 605.0, 371.0, 18.0], jPrTX0nCvr, 5770039]
[paragraph, [452.0, 623.0, 371.0, 18.0], jPrTX0nCvr, 5770039]
[paragraph, [452.0, 641.0, 371.0, 18.0], jPrTX0nCvr, 5770039]
[paragraph, [452.0, 659.0, 371.0, 18.0], jPrTX0nCvr, 5770039]
[paragraph, [452.0, 677.0, 371.0, 18.0], jPrTX0nCvr, 5770039]
[paragraph, [452.0, 695.0, 371.0, 18.0], jPrTX0nCvr, 5770039]
[paragraph, [452.0, 713.0, 371.0, 18.0], jPrTX0nCvr, 5770039]
[paragraph, [452.0, 731.0, 371.0, 18.0], jPrTX0nCvr, 5770039]
[paragraph, [452.0, 749.0, 371.0, 18.0], jPrTX0nCvr, 5770039]
[paragraph, [452.0, 767.0, 371.0, 18.0], jPrTX0nCvr, 5770039]
[paragraph, [452.0, 785.0, 371.0, 18.0], jPrTX0nCvr, 5770039]
[paragraph, [79.0, 409.0, 371.0, 18.0], YxtG6rkDYk, 5770039]
[paragraph, [79.0, 427.0, 371.0, 18.0], YxtG6rkDYk, 5770039]
[paragraph, [79.0, 445.0, 371.0, 18.0], YxtG6rkDYk, 5770039]
[paragraph, [79.0, 463.0, 371.0, 18.0], YxtG6rkDYk, 5770039]
[paragraph, [79.0, 481.0, 371.0, 18.0], YxtG6rkDYk, 5770039]
[paragraph, [79.0, 499.0, 371.0, 18.0], YxtG6rkDYk, 5770039]
[paragraph, [79.0, 517.0, 371.0, 18.0], YxtG6rkDYk, 5770039]
[paragraph, [79.0, 535.0, 371.0, 18.0], YxtG6rkDYk, 5770039]
[paragraph, [79.0, 553.0, 371.0, 18.0], YxtG6rkDYk, 5770039]
[paragraph, [79.0, 571.0, 371.0, 18.0], YxtG6rkDYk, 5770039]
[paragraph, [79.0, 589.0, 371.0, 18.0], YxtG6rkDYk, 5770039]
[paragraph, [79.0, 607.0, 371.0, 18.0], YxtG6rkDYk, 5770039]
[paragraph, [79.0, 625.0, 371.0, 18.0], YxtG6rkDYk, 5770039]
[paragraph, [79.0, 643.0, 371.0, 18.0], YxtG6rkDYk, 5770039]
[paragraph, [79.0, 661.0, 371.0, 18.0], YxtG6rkDYk, 5770039]
[paragraph, [79.0, 679.0, 371.0, 18.0], YxtG6rkDYk, 5770039]
[paragraph, [79.0, 697.0, 371.0, 18.0], YxtG6rkDYk, 5770039]
[paragraph, [79.0, 715.0, 371.0, 18.0], YxtG6rkDYk, 5770039]
[paragraph, [79.0, 733.0, 371.0, 18.0], YxtG6rkDYk, 5770039]
[paragraph, [79.0, 751.0, 371.0, 18.0], YxtG6rkDYk, 5770039]
[paragraph, [79.0, 769.0, 371.0, 18.0], YxtG6rkDYk, 5770039]
[paragraph, [79.0, 787.0, 371.0, 18.0], YxtG6rkDYk, 5770039]
[paragraph, [79.0, 805.0, 371.0, 18.0], YxtG6rkDYk, 5770039]
[paragraph, [79.0, 823.0, 371.0, 18.0], YxtG6rkDYk, 5770039]
[paragraph, [79.0, 841.0, 371.0, 18.0], YxtG6rkDYk, 5770039]
[paragraph, [79.0, 859.0, 371.0, 18.0], YxtG6rkDYk, 5770039]
[paragraph, [79.0, 877.0, 371.0, 18.0], YxtG6rkDYk, 5770039]
[paragraph, [79.0, 895.0, 371.0, 18.0], YxtG6rkDYk, 5770039]
[paragraph, [79.0, 913.0, 371.0, 18.0], YxtG6rkDYk, 5770039]
[paragraph, [79.0, 931.0, 371.0, 18.0], YxtG6rkDYk, 5770039]
[paragraph, [79.0, 949.0, 371.0, 18.0], YxtG6rkDYk, 5770039]
[paragraph, [79.0, 967.0, 371.0, 18.0], YxtG6rkDYk, 5770039]
[paragraph, [79.0, 985.0, 371.0, 18.0], YxtG6rkDYk, 5770039]
[paragraph, [79.0, 1003.0, 371.0, 18.0], YxtG6rkDYk, 5770039]
[paragraph, [79.0, 1021.0, 371.0, 18.0], YxtG6rkDYk, 5770039]
[paragraph, [79.0, 1039.0, 371.0, 18.0], YxtG6rkDYk, 5770039]
[paragraph, [79.0, 1057.0, 371.0, 18.0], YxtG6rkDYk, 5770039]
[paragraph, [79.0, 1075.0, 371.0, 18.0], YxtG6rkDYk, 5770039]
[paragraph, [79.0, 1093.0, 371.0, 18.0], YxtG6rkDYk, 5770039]
[paragraph, [459.0, 815.0, 371.0, 18.0], jpemczkvoW, 5770039]
[paragraph, [459.0, 833.0, 371.0, 18.0], jpemczkvoW, 5770039]
[paragraph, [459.0, 851.0, 371.0, 18.0], jpemczkvoW, 5770039]
[paragraph, [459.0, 869.0, 371.0, 18.0], jpemczkvoW, 5770039]
[paragraph, [459.0, 887.0, 371.0, 18.0], jpemczkvoW, 5770039]
[paragraph, [459.0, 905.0, 371.0, 18.0], jpemczkvoW, 5770039]
[paragraph, [459.0, 923.0, 371.0, 18.0], jpemczkvoW, 5770039]
[paragraph, [459.0, 941.0, 371.0, 18.0], jpemczkvoW, 5770039]
[paragraph, [459.0, 959.0, 371.0, 18.0], jpemczkvoW, 5770039]
[paragraph, [459.0, 977.0, 371.0, 18.0], jpemczkvoW, 5770039]
[paragraph, [459.0, 995.0, 371.0, 18.0], jpemczkvoW, 5770039]
[paragraph, [459.0, 1013.0, 371.0, 18.0], jpemczkvoW, 5770039]
[paragraph, [459.0, 1031.0, 371.0, 18.0], jpemczkvoW, 5770039]
[paragraph, [459.0, 1049.0, 371.0, 18.0], jpemczkvoW, 5770039]
[paragraph, [459.0, 1067.0, 371.0, 18.0], jpemczkvoW, 5770039]
[paragraph, [459.0, 1085.0, 371.0, 18.0], jpemczkvoW, 5770039]
[paragraph, [459.0, 1103.0, 371.0, 18.0], jpemczkvoW, 5770039]
[paragraph, [459.0, 1121.0, 371.0, 18.0], jpemczkvoW, 5770039]
[paragraph, [459.0, 1139.0, 371.0, 18.0], jpemczkvoW, 5770039]
[paragraph, [459.0, 1157.0, 371.0, 18.0], jpemczkvoW, 5770039]
[paragraph, [459.0, 1175.0, 371.0, 18.0], jpemczkvoW, 5770039]
[paragraph, [459.0, 1193.0, 371.0, 18.0], jpemczkvoW, 5770039]
[paragraph, [459.0, 1211.0, 371.0, 18.0], jpemczkvoW, 5770039]
[paragraph, [459.0, 1229.0, 371.0, 18.0], jpemczkvoW, 5770039]
[paragraph, [459.0, 1247.0, 371.0, 18.0], jpemczkvoW, 5770039]
[paragraph, [80.0, 1150.0, 372.0, 18.0], z4sCSwy5aM, 5770039]
[paragraph, [80.0, 1168.0, 372.0, 18.0], z4sCSwy5aM, 5770039]
[paragraph, [80.0, 1186.0, 372.0, 18.0], z4sCSwy5aM, 5770039]
[paragraph, [80.0, 1204.0, 372.0, 18.0], z4sCSwy5aM, 5770039]
[paragraph, [80.0, 1222.0, 372.0, 18.0], z4sCSwy5aM, 5770039]
[paragraph, [79.0, 1266.0, 373.0, 18.0], Td9dPyRK8N, 5770039]
[paragraph, [79.0, 1284.0, 373.0, 18.0], Td9dPyRK8N, 5770039]
[paragraph, [79.0, 1302.0, 373.0, 18.0], Td9dPyRK8N, 5770039]
[paragraph, [79.0, 1320.0, 373.0, 18.0], Td9dPyRK8N, 5770039]
[paragraph, [79.0, 1338.0, 373.0, 18.0], Td9dPyRK8N, 5770039]
[paragraph, [79.0, 1356.0, 373.0, 18.0], Td9dPyRK8N, 5770039]
[paragraph, [79.0, 1374.0, 373.0, 18.0], Td9dPyRK8N, 5770039]
[paragraph, [460.0, 1273.0, 375.0, 18.0], wsUDjxIbxr, 5770039]
[paragraph, [460.0, 1291.0, 375.0, 18.0], wsUDjxIbxr, 5770039]
[paragraph, [460.0, 1309.0, 375.0, 18.0], wsUDjxIbxr, 5770039]
[paragraph, [460.0, 1327.0, 375.0, 18.0], wsUDjxIbxr, 5770039]
[paragraph, [460.0, 1345.0, 375.0, 18.0], wsUDjxIbxr, 5770039]
[paragraph, [460.0, 1363.0, 375.0, 18.0], wsUDjxIbxr, 5770039]
