[1601, 1158]
[ordered-list, [562.0, 80.0, 462.0, 36.0], shoonya_7sKWXK0JFHS3J2, 5695603]
[ordered-list, [562.0, 980.0, 462.0, 36.0], shoonya_7sKWXK0JFHS3J2, 5695603]
[ordered-list, [562.0, 1016.0, 462.0, 36.0], shoonya_7sKWXK0JFHS3J2, 5695603]
[ordered-list, [562.0, 1052.0, 462.0, 36.0], shoonya_7sKWXK0JFHS3J2, 5695603]
[ordered-list, [562.0, 1088.0, 462.0, 36.0], shoonya_7sKWXK0JFHS3J2, 5695603]
[ordered-list, [562.0, 1124.0, 462.0, 36.0], shoonya_7sKWXK0JFHS3J2, 5695603]
[ordered-list, [562.0, 1160.0, 462.0, 36.0], shoonya_7sKWXK0JFHS3J2, 5695603]
[ordered-list, [562.0, 1196.0, 462.0, 36.0], shoonya_7sKWXK0JFHS3J2, 5695603]
[ordered-list, [562.0, 1232.0, 462.0, 36.0], shoonya_7sKWXK0JFHS3J2, 5695603]
[ordered-list, [562.0, 1268.0, 462.0, 36.0], shoonya_7sKWXK0JFHS3J2, 5695603]
[ordered-list, [562.0, 1304.0, 462.0, 36.0], shoonya_7sKWXK0JFHS3J2, 5695603]
[ordered-list, [562.0, 1340.0, 462.0, 36.0], shoonya_7sKWXK0JFHS3J2, 5695603]
[ordered-list, [562.0, 1376.0, 462.0, 36.0], shoonya_7sKWXK0JFHS3J2, 5695603]
[ordered-list, [562.0, 1412.0, 462.0, 36.0], shoonya_7sKWXK0JFHS3J2, 5695603]
[ordered-list, [562.0, 1448.0, 462.0, 36.0], shoonya_7sKWXK0JFHS3J2, 5695603]
[paragraph, [100.0, 82.0, 458.0, 36.0], shoonya_5sT44X8J0CVM2I, 5695603]
[paragraph, [100.0, 118.0, 458.0, 36.0], shoonya_5sT44X8J0CVM2I, 5695603]
[paragraph, [100.0, 154.0, 458.0, 36.0], shoonya_5sT44X8J0CVM2I, 5695603]
[ordered-list, [101.0, 220.0, 458.0, 36.0], shoonya_2s0ZNSEMBEJPSU, 5695603]
[ordered-list, [101.0, 256.0, 458.0, 36.0], shoonya_2s0ZNSEMBEJPSU, 5695603]
[ordered-list, [101.0, 292.0, 458.0, 36.0], shoonya_2s0ZNSEMBEJPSU, 5695603]
[ordered-list, [101.0, 328.0, 458.0, 36.0], shoonya_2s0ZNSEMBEJPSU, 5695603]
[ordered-list, [101.0, 364.0, 458.0, 36.0], shoonya_2s0ZNSEMBEJPSU, 5695603]
[ordered-list, [101.0, 400.0, 458.0, 36.0], shoonya_2s0ZNSEMBEJPSU, 5695603]
[ordered-list, [101.0, 436.0, 458.0, 36.0], shoonya_2s0ZNSEMBEJPSU, 5695603]
[ordered-list, [101.0, 472.0, 458.0, 36.0], shoonya_2s0ZNSEMBEJPSU, 5695603]
[ordered-list, [101.0, 508.0, 458.0, 36.0], shoonya_2s0ZNSEMBEJPSU, 5695603]
[ordered-list, [101.0, 544.0, 458.0, 36.0], shoonya_2s0ZNSEMBEJPSU, 5695603]
[ordered-list, [101.0, 580.0, 458.0, 36.0], shoonya_2s0ZNSEMBEJPSU, 5695603]
[ordered-list, [101.0, 616.0, 458.0, 36.0], shoonya_2s0ZNSEMBEJPSU, 5695603]
[ordered-list, [101.0, 652.0, 458.0, 36.0], shoonya_2s0ZNSEMBEJPSU, 5695603]
[ordered-list, [101.0, 688.0, 458.0, 36.0], shoonya_2s0ZNSEMBEJPSU, 5695603]
[ordered-list, [101.0, 724.0, 458.0, 36.0], shoonya_2s0ZNSEMBEJPSU, 5695603]
[ordered-list, [101.0, 760.0, 458.0, 36.0], shoonya_2s0ZNSEMBEJPSU, 5695603]
[ordered-list, [101.0, 796.0, 458.0, 36.0], shoonya_2s0ZNSEMBEJPSU, 5695603]
[ordered-list, [101.0, 832.0, 458.0, 36.0], shoonya_2s0ZNSEMBEJPSU, 5695603]
[ordered-list, [101.0, 868.0, 458.0, 36.0], shoonya_2s0ZNSEMBEJPSU, 5695603]
[ordered-list, [101.0, 904.0, 458.0, 36.0], shoonya_2s0ZNSEMBEJPSU, 5695603]
[ordered-list, [101.0, 940.0, 458.0, 36.0], shoonya_2s0ZNSEMBEJPSU, 5695603]
[ordered-list, [101.0, 976.0, 458.0, 36.0], shoonya_2s0ZNSEMBEJPSU, 5695603]
[ordered-list, [101.0, 1012.0, 458.0, 36.0], shoonya_2s0ZNSEMBEJPSU, 5695603]
[ordered-list, [101.0, 1048.0, 458.0, 36.0], shoonya_2s0ZNSEMBEJPSU, 5695603]
[ordered-list, [101.0, 1084.0, 458.0, 36.0], shoonya_2s0ZNSEMBEJPSU, 5695603]
[ordered-list, [101.0, 1120.0, 458.0, 36.0], shoonya_2s0ZNSEMBEJPSU, 5695603]
[ordered-list, [101.0, 1156.0, 458.0, 36.0], shoonya_2s0ZNSEMBEJPSU, 5695603]
[ordered-list, [101.0, 1192.0, 458.0, 36.0], shoonya_2s0ZNSEMBEJPSU, 5695603]
[ordered-list, [101.0, 1228.0, 458.0, 36.0], shoonya_2s0ZNSEMBEJPSU, 5695603]
[ordered-list, [101.0, 1264.0, 458.0, 36.0], shoonya_2s0ZNSEMBEJPSU, 5695603]
[ordered-list, [101.0, 1300.0, 458.0, 36.0], shoonya_2s0ZNSEMBEJPSU, 5695603]
[ordered-list, [101.0, 1336.0, 458.0, 36.0], shoonya_2s0ZNSEMBEJPSU, 5695603]
[ordered-list, [101.0, 1372.0, 458.0, 36.0], shoonya_2s0ZNSEMBEJPSU, 5695603]
[ordered-list, [101.0, 1408.0, 458.0, 36.0], shoonya_2s0ZNSEMBEJPSU, 5695603]
[ordered-list, [101.0, 1444.0, 458.0, 36.0], shoonya_2s0ZNSEMBEJPSU, 5695603]
[ordered-list, [101.0, 1480.0, 458.0, 36.0], shoonya_2s0ZNSEMBEJPSU, 5695603]
[folio, [1034.0, 552.0, 73.0, 36.0], yMwS9Kzprs, 5695603]
