[1468, 909]
[folio, [368.0, 78.0, 162.0, 18.0], 8GiY-q_cFQ, 5770359]
[paragraph, [460.0, 531.0, 370.0, 18.0], nzxhs5kZTL, 5770359]
[paragraph, [460.0, 549.0, 370.0, 18.0], nzxhs5kZTL, 5770359]
[paragraph, [460.0, 567.0, 370.0, 18.0], nzxhs5kZTL, 5770359]
[paragraph, [460.0, 585.0, 370.0, 18.0], nzxhs5kZTL, 5770359]
[paragraph, [460.0, 603.0, 370.0, 18.0], nzxhs5kZTL, 5770359]
[paragraph, [460.0, 621.0, 370.0, 18.0], nzxhs5kZTL, 5770359]
[reference, [560.0, 647.0, 267.0, 18.0], OxzwRpf4xo, 5770359]
[reference, [560.0, 665.0, 267.0, 18.0], OxzwRpf4xo, 5770359]
[paragraph, [457.0, 679.0, 376.0, 18.0], VRYetaurY2, 5770359]
[paragraph, [457.0, 697.0, 376.0, 18.0], VRYetaurY2, 5770359]
[paragraph, [457.0, 715.0, 376.0, 18.0], VRYetaurY2, 5770359]
[paragraph, [457.0, 733.0, 376.0, 18.0], VRYetaurY2, 5770359]
[paragraph, [457.0, 751.0, 376.0, 18.0], VRYetaurY2, 5770359]
[paragraph, [457.0, 769.0, 376.0, 18.0], VRYetaurY2, 5770359]
[reference, [247.0, 736.0, 199.0, 18.0], f-qkaRtQUl, 5770359]
[reference, [247.0, 754.0, 199.0, 18.0], f-qkaRtQUl, 5770359]
[paragraph, [74.0, 764.0, 339.0, 18.0], Rq-yHMKg6f, 5770359]
[paragraph, [74.0, 782.0, 339.0, 18.0], Rq-yHMKg6f, 5770359]
[paragraph, [74.0, 800.0, 339.0, 18.0], Rq-yHMKg6f, 5770359]
[paragraph, [74.0, 818.0, 339.0, 18.0], Rq-yHMKg6f, 5770359]
[paragraph, [74.0, 836.0, 339.0, 18.0], Rq-yHMKg6f, 5770359]
[paragraph, [74.0, 854.0, 339.0, 18.0], Rq-yHMKg6f, 5770359]
[paragraph, [74.0, 872.0, 339.0, 18.0], Rq-yHMKg6f, 5770359]
[paragraph, [74.0, 890.0, 339.0, 18.0], Rq-yHMKg6f, 5770359]
[paragraph, [74.0, 908.0, 339.0, 18.0], Rq-yHMKg6f, 5770359]
[paragraph, [74.0, 926.0, 339.0, 18.0], Rq-yHMKg6f, 5770359]
[paragraph, [74.0, 944.0, 339.0, 18.0], Rq-yHMKg6f, 5770359]
[paragraph, [74.0, 962.0, 339.0, 18.0], Rq-yHMKg6f, 5770359]
[paragraph, [74.0, 980.0, 339.0, 18.0], Rq-yHMKg6f, 5770359]
[paragraph, [455.0, 798.0, 378.0, 18.0], 28o4-aaF5G, 5770359]
[paragraph, [455.0, 816.0, 378.0, 18.0], 28o4-aaF5G, 5770359]
[paragraph, [455.0, 834.0, 378.0, 18.0], 28o4-aaF5G, 5770359]
[paragraph, [455.0, 852.0, 378.0, 18.0], 28o4-aaF5G, 5770359]
[paragraph, [455.0, 870.0, 378.0, 18.0], 28o4-aaF5G, 5770359]
[paragraph, [455.0, 888.0, 378.0, 18.0], 28o4-aaF5G, 5770359]
[paragraph, [455.0, 906.0, 378.0, 18.0], 28o4-aaF5G, 5770359]
[paragraph, [455.0, 924.0, 378.0, 18.0], 28o4-aaF5G, 5770359]
[paragraph, [455.0, 942.0, 378.0, 18.0], 28o4-aaF5G, 5770359]
[paragraph, [455.0, 960.0, 378.0, 18.0], 28o4-aaF5G, 5770359]
[paragraph, [454.0, 976.0, 380.0, 18.0], DEvGcsUCfH, 5770359]
[paragraph, [454.0, 994.0, 380.0, 18.0], DEvGcsUCfH, 5770359]
[paragraph, [454.0, 1012.0, 380.0, 18.0], DEvGcsUCfH, 5770359]
[paragraph, [454.0, 1030.0, 380.0, 18.0], DEvGcsUCfH, 5770359]
[paragraph, [454.0, 1048.0, 380.0, 18.0], DEvGcsUCfH, 5770359]
[paragraph, [454.0, 1066.0, 380.0, 18.0], DEvGcsUCfH, 5770359]
[paragraph, [454.0, 1084.0, 380.0, 18.0], DEvGcsUCfH, 5770359]
[paragraph, [454.0, 1102.0, 380.0, 18.0], DEvGcsUCfH, 5770359]
[paragraph, [454.0, 1120.0, 380.0, 18.0], DEvGcsUCfH, 5770359]
[paragraph, [454.0, 1138.0, 380.0, 18.0], DEvGcsUCfH, 5770359]
[paragraph, [454.0, 1156.0, 380.0, 18.0], DEvGcsUCfH, 5770359]
[paragraph, [454.0, 1174.0, 380.0, 18.0], DEvGcsUCfH, 5770359]
[paragraph, [454.0, 1192.0, 380.0, 18.0], DEvGcsUCfH, 5770359]
[paragraph, [76.0, 1005.0, 351.0, 18.0], TWrglvbi8v, 5770359]
[paragraph, [76.0, 1023.0, 351.0, 18.0], TWrglvbi8v, 5770359]
[paragraph, [76.0, 1041.0, 351.0, 18.0], TWrglvbi8v, 5770359]
[paragraph, [76.0, 1059.0, 351.0, 18.0], TWrglvbi8v, 5770359]
[paragraph, [76.0, 1077.0, 351.0, 18.0], TWrglvbi8v, 5770359]
[paragraph, [76.0, 1095.0, 351.0, 18.0], TWrglvbi8v, 5770359]
[reference, [177.0, 1119.0, 271.0, 18.0], RYeABpBdB1, 5770359]
[reference, [177.0, 1137.0, 271.0, 18.0], RYeABpBdB1, 5770359]
[paragraph, [78.0, 1147.0, 348.0, 18.0], av52cZwemT, 5770359]
[paragraph, [78.0, 1165.0, 348.0, 18.0], av52cZwemT, 5770359]
[paragraph, [78.0, 1183.0, 348.0, 18.0], av52cZwemT, 5770359]
[paragraph, [78.0, 1201.0, 348.0, 18.0], av52cZwemT, 5770359]
[paragraph, [78.0, 1219.0, 348.0, 18.0], av52cZwemT, 5770359]
[paragraph, [78.0, 1237.0, 348.0, 18.0], av52cZwemT, 5770359]
[paragraph, [78.0, 1255.0, 348.0, 18.0], av52cZwemT, 5770359]
[paragraph, [78.0, 1273.0, 348.0, 18.0], av52cZwemT, 5770359]
[paragraph, [78.0, 1291.0, 348.0, 18.0], av52cZwemT, 5770359]
[paragraph, [78.0, 1309.0, 348.0, 18.0], av52cZwemT, 5770359]
[paragraph, [78.0, 1327.0, 348.0, 18.0], av52cZwemT, 5770359]
[paragraph, [78.0, 1345.0, 348.0, 18.0], av52cZwemT, 5770359]
[paragraph, [78.0, 1363.0, 348.0, 18.0], av52cZwemT, 5770359]
[paragraph, [459.0, 1210.0, 378.0, 18.0], WEYT5h9fd6, 5770359]
[paragraph, [459.0, 1228.0, 378.0, 18.0], WEYT5h9fd6, 5770359]
[paragraph, [459.0, 1246.0, 378.0, 18.0], WEYT5h9fd6, 5770359]
[paragraph, [459.0, 1264.0, 378.0, 18.0], WEYT5h9fd6, 5770359]
[paragraph, [459.0, 1282.0, 378.0, 18.0], WEYT5h9fd6, 5770359]
[paragraph, [459.0, 1300.0, 378.0, 18.0], WEYT5h9fd6, 5770359]
[paragraph, [459.0, 1318.0, 378.0, 18.0], WEYT5h9fd6, 5770359]
[paragraph, [459.0, 1336.0, 378.0, 18.0], WEYT5h9fd6, 5770359]
[paragraph, [459.0, 1354.0, 378.0, 18.0], WEYT5h9fd6, 5770359]
[paragraph, [459.0, 1372.0, 378.0, 18.0], WEYT5h9fd6, 5770359]
