[1388, 886]
[folio, [645.0, 64.0, 200.0, 18.0], shoonya_5s6TGHTPGFJFVC, 5742570]
[paragraph, [43.0, 977.0, 400.0, 18.0], shoonya_2sOZO7MUX8VHRV, 5742570]
[paragraph, [43.0, 995.0, 400.0, 18.0], shoonya_2sOZO7MUX8VHRV, 5742570]
[paragraph, [454.0, 767.0, 399.0, 18.0], vkqnH4GtLB, 5742570]
[paragraph, [454.0, 785.0, 399.0, 18.0], vkqnH4GtLB, 5742570]
[paragraph, [454.0, 803.0, 399.0, 18.0], vkqnH4GtLB, 5742570]
[paragraph, [454.0, 821.0, 399.0, 18.0], vkqnH4GtLB, 5742570]
[paragraph, [454.0, 839.0, 399.0, 18.0], vkqnH4GtLB, 5742570]
[paragraph, [454.0, 857.0, 399.0, 18.0], vkqnH4GtLB, 5742570]
[paragraph, [454.0, 875.0, 399.0, 18.0], vkqnH4GtLB, 5742570]
[paragraph, [454.0, 893.0, 399.0, 18.0], vkqnH4GtLB, 5742570]
[paragraph, [454.0, 911.0, 399.0, 18.0], vkqnH4GtLB, 5742570]
[paragraph, [454.0, 929.0, 399.0, 18.0], vkqnH4GtLB, 5742570]
[paragraph, [454.0, 947.0, 399.0, 18.0], vkqnH4GtLB, 5742570]
[paragraph, [454.0, 965.0, 399.0, 18.0], vkqnH4GtLB, 5742570]
[paragraph, [454.0, 983.0, 399.0, 18.0], vkqnH4GtLB, 5742570]
[paragraph, [454.0, 1001.0, 399.0, 18.0], vkqnH4GtLB, 5742570]
[paragraph, [454.0, 1019.0, 399.0, 18.0], vkqnH4GtLB, 5742570]
[paragraph, [44.0, 1030.0, 398.0, 18.0], shoonya_3sZWG90SBC28ET, 5742570]
[paragraph, [44.0, 1048.0, 398.0, 18.0], shoonya_3sZWG90SBC28ET, 5742570]
[paragraph, [44.0, 1066.0, 398.0, 18.0], shoonya_3sZWG90SBC28ET, 5742570]
[paragraph, [44.0, 1084.0, 398.0, 18.0], shoonya_3sZWG90SBC28ET, 5742570]
[paragraph, [44.0, 1102.0, 398.0, 18.0], shoonya_3sZWG90SBC28ET, 5742570]
[paragraph, [44.0, 1120.0, 398.0, 18.0], shoonya_3sZWG90SBC28ET, 5742570]
[paragraph, [44.0, 1138.0, 398.0, 18.0], shoonya_3sZWG90SBC28ET, 5742570]
[paragraph, [44.0, 1156.0, 398.0, 18.0], shoonya_3sZWG90SBC28ET, 5742570]
[paragraph, [44.0, 1174.0, 398.0, 18.0], shoonya_3sZWG90SBC28ET, 5742570]
[paragraph, [44.0, 1192.0, 398.0, 18.0], shoonya_3sZWG90SBC28ET, 5742570]
[paragraph, [44.0, 1210.0, 398.0, 18.0], shoonya_3sZWG90SBC28ET, 5742570]
[paragraph, [44.0, 1228.0, 398.0, 18.0], shoonya_3sZWG90SBC28ET, 5742570]
[paragraph, [44.0, 1246.0, 398.0, 18.0], shoonya_3sZWG90SBC28ET, 5742570]
[paragraph, [44.0, 1264.0, 398.0, 18.0], shoonya_3sZWG90SBC28ET, 5742570]
[paragraph, [44.0, 1282.0, 398.0, 18.0], shoonya_3sZWG90SBC28ET, 5742570]
[paragraph, [44.0, 1300.0, 398.0, 18.0], shoonya_3sZWG90SBC28ET, 5742570]
[paragraph, [458.0, 1061.0, 401.0, 18.0], shoonya_4s19K1PDFAMTV9, 5742570]
[paragraph, [458.0, 1079.0, 401.0, 18.0], shoonya_4s19K1PDFAMTV9, 5742570]
[paragraph, [458.0, 1097.0, 401.0, 18.0], shoonya_4s19K1PDFAMTV9, 5742570]
[paragraph, [458.0, 1115.0, 401.0, 18.0], shoonya_4s19K1PDFAMTV9, 5742570]
[paragraph, [458.0, 1133.0, 401.0, 18.0], shoonya_4s19K1PDFAMTV9, 5742570]
[paragraph, [458.0, 1151.0, 401.0, 18.0], shoonya_4s19K1PDFAMTV9, 5742570]
[paragraph, [458.0, 1169.0, 401.0, 18.0], shoonya_4s19K1PDFAMTV9, 5742570]
[paragraph, [458.0, 1187.0, 401.0, 18.0], shoonya_4s19K1PDFAMTV9, 5742570]
[paragraph, [458.0, 1205.0, 401.0, 18.0], shoonya_4s19K1PDFAMTV9, 5742570]
[paragraph, [458.0, 1223.0, 401.0, 18.0], shoonya_4s19K1PDFAMTV9, 5742570]
[paragraph, [458.0, 1241.0, 401.0, 18.0], shoonya_4s19K1PDFAMTV9, 5742570]
[paragraph, [458.0, 1259.0, 401.0, 18.0], shoonya_4s19K1PDFAMTV9, 5742570]
[paragraph, [458.0, 1277.0, 401.0, 18.0], shoonya_4s19K1PDFAMTV9, 5742570]
[paragraph, [458.0, 1295.0, 401.0, 18.0], shoonya_4s19K1PDFAMTV9, 5742570]
[footnote, [558.0, 1350.0, 279.0, 18.0], sRdNHJcu--, 5742570]
