[681, 511]
[folio, [318.0, 23.0, 130.0, 18.0], YU-rkbqZ98, 5761491]
[paragraph, [253.0, 287.0, 223.0, 18.0], shoonya_1s9T1QNE92XGV7, 5761491]
[paragraph, [253.0, 305.0, 223.0, 18.0], shoonya_1s9T1QNE92XGV7, 5761491]
[paragraph, [253.0, 323.0, 223.0, 18.0], shoonya_1s9T1QNE92XGV7, 5761491]
[paragraph, [253.0, 341.0, 223.0, 18.0], shoonya_1s9T1QNE92XGV7, 5761491]
[paragraph, [253.0, 359.0, 223.0, 18.0], shoonya_1s9T1QNE92XGV7, 5761491]
[paragraph, [254.0, 391.0, 222.0, 18.0], shoonya_3s4B1G6KO3I3ZP, 5761491]
[paragraph, [254.0, 409.0, 222.0, 18.0], shoonya_3s4B1G6KO3I3ZP, 5761491]
[paragraph, [254.0, 427.0, 222.0, 18.0], shoonya_3s4B1G6KO3I3ZP, 5761491]
[paragraph, [254.0, 445.0, 222.0, 18.0], shoonya_3s4B1G6KO3I3ZP, 5761491]
[paragraph, [254.0, 463.0, 222.0, 18.0], shoonya_3s4B1G6KO3I3ZP, 5761491]
[paragraph, [254.0, 481.0, 222.0, 18.0], shoonya_3s4B1G6KO3I3ZP, 5761491]
[paragraph, [254.0, 499.0, 222.0, 18.0], shoonya_3s4B1G6KO3I3ZP, 5761491]
[paragraph, [26.0, 498.0, 224.0, 18.0], eSnRZhrblr, 5761491]
[paragraph, [26.0, 516.0, 224.0, 18.0], eSnRZhrblr, 5761491]
[paragraph, [26.0, 534.0, 224.0, 18.0], eSnRZhrblr, 5761491]
[paragraph, [26.0, 552.0, 224.0, 18.0], eSnRZhrblr, 5761491]
[paragraph, [26.0, 570.0, 224.0, 18.0], eSnRZhrblr, 5761491]
[paragraph, [26.0, 588.0, 224.0, 18.0], eSnRZhrblr, 5761491]
[paragraph, [26.0, 606.0, 224.0, 18.0], eSnRZhrblr, 5761491]
[paragraph, [26.0, 624.0, 224.0, 18.0], eSnRZhrblr, 5761491]
[paragraph, [253.0, 521.0, 223.0, 18.0], P520GFfLjg, 5761491]
[paragraph, [253.0, 539.0, 223.0, 18.0], P520GFfLjg, 5761491]
[paragraph, [253.0, 557.0, 223.0, 18.0], P520GFfLjg, 5761491]
[paragraph, [253.0, 575.0, 223.0, 18.0], P520GFfLjg, 5761491]
[paragraph, [253.0, 593.0, 223.0, 18.0], P520GFfLjg, 5761491]
[paragraph, [253.0, 611.0, 223.0, 18.0], P520GFfLjg, 5761491]
