[2067, 1567]
[folio, [187.0, 197.0, 254.0, 36.0], v5Lu6wh2Vw, 5735628]
[paragraph, [193.0, 1467.0, 580.0, 36.0], shoonya_1s8C3YTRNJ1KHT, 5735628]
[author, [1110.0, 1183.0, 260.0, 36.0], shoonya_7s0Z1Y4F6DK4SY, 5735628]
[paragraph, [794.0, 1323.0, 367.0, 36.0], r_C3CkWlXU, 5735628]
[paragraph, [1050.0, 1410.0, 325.0, 36.0], shoonya_8sHWBG7P0I5OGZ, 5735628]
[paragraph, [1050.0, 1446.0, 325.0, 36.0], shoonya_8sHWBG7P0I5OGZ, 5735628]
[paragraph, [1050.0, 1482.0, 325.0, 36.0], shoonya_8sHWBG7P0I5OGZ, 5735628]
[paragraph, [1050.0, 1518.0, 325.0, 36.0], shoonya_8sHWBG7P0I5OGZ, 5735628]
[paragraph, [1050.0, 1554.0, 325.0, 36.0], shoonya_8sHWBG7P0I5OGZ, 5735628]
[paragraph, [1050.0, 1590.0, 325.0, 36.0], shoonya_8sHWBG7P0I5OGZ, 5735628]
[paragraph, [1050.0, 1626.0, 325.0, 36.0], shoonya_8sHWBG7P0I5OGZ, 5735628]
[paragraph, [1050.0, 1662.0, 325.0, 36.0], shoonya_8sHWBG7P0I5OGZ, 5735628]
[paragraph, [1050.0, 1698.0, 325.0, 36.0], shoonya_8sHWBG7P0I5OGZ, 5735628]
[paragraph, [192.0, 1542.0, 580.0, 36.0], shoonya_4sLXVEJD9R0SJV, 5735628]
[paragraph, [192.0, 1578.0, 580.0, 36.0], shoonya_4sLXVEJD9R0SJV, 5735628]
[paragraph, [192.0, 1614.0, 580.0, 36.0], shoonya_4sLXVEJD9R0SJV, 5735628]
[paragraph, [192.0, 1650.0, 580.0, 36.0], shoonya_4sLXVEJD9R0SJV, 5735628]
[paragraph, [192.0, 1686.0, 580.0, 36.0], shoonya_4sLXVEJD9R0SJV, 5735628]
[paragraph, [192.0, 1722.0, 580.0, 36.0], shoonya_4sLXVEJD9R0SJV, 5735628]
[paragraph, [192.0, 1758.0, 580.0, 36.0], shoonya_4sLXVEJD9R0SJV, 5735628]
[paragraph, [789.0, 1766.0, 586.0, 36.0], shoonya_9s11CDW8EU9H3B, 5735628]
[folio, [1142.0, 1824.0, 226.0, 36.0], EBiqxHRnrr, 5735628]
