[1736, 1323]
[section-title, [663.0, 139.0, 550.0, 49.5], v8b6NvABWn, 5771951]
[unordered-list, [116.0, 720.0, 552.0, 36.0], tmmPNlSzJ0, 5771951]
[unordered-list, [116.0, 756.0, 552.0, 36.0], tmmPNlSzJ0, 5771951]
[unordered-list, [116.0, 792.0, 552.0, 36.0], tmmPNlSzJ0, 5771951]
[unordered-list, [116.0, 828.0, 552.0, 36.0], tmmPNlSzJ0, 5771951]
[unordered-list, [116.0, 864.0, 552.0, 36.0], tmmPNlSzJ0, 5771951]
[unordered-list, [116.0, 900.0, 552.0, 36.0], tmmPNlSzJ0, 5771951]
[unordered-list, [116.0, 936.0, 552.0, 36.0], tmmPNlSzJ0, 5771951]
[paragraph, [127.0, 977.0, 524.0, 36.0], shoonya_2sEQKN1GG4ALUD, 5771951]
[paragraph, [127.0, 1013.0, 524.0, 36.0], shoonya_2sEQKN1GG4ALUD, 5771951]
[paragraph, [127.0, 1049.0, 524.0, 36.0], shoonya_2sEQKN1GG4ALUD, 5771951]
[paragraph, [127.0, 1085.0, 524.0, 36.0], shoonya_2sEQKN1GG4ALUD, 5771951]
[paragraph, [127.0, 1121.0, 524.0, 36.0], shoonya_2sEQKN1GG4ALUD, 5771951]
[paragraph, [127.0, 1157.0, 524.0, 36.0], shoonya_2sEQKN1GG4ALUD, 5771951]
[paragraph, [127.0, 1193.0, 524.0, 36.0], shoonya_2sEQKN1GG4ALUD, 5771951]
[paragraph, [127.0, 1229.0, 524.0, 36.0], shoonya_2sEQKN1GG4ALUD, 5771951]
[paragraph, [126.0, 1293.0, 528.0, 36.0], shoonya_0s9PZ52JTQZO0R, 5771951]
[paragraph, [126.0, 1329.0, 528.0, 36.0], shoonya_0s9PZ52JTQZO0R, 5771951]
[paragraph, [126.0, 1365.0, 528.0, 36.0], shoonya_0s9PZ52JTQZO0R, 5771951]
[paragraph, [126.0, 1401.0, 528.0, 36.0], shoonya_0s9PZ52JTQZO0R, 5771951]
[paragraph, [126.0, 1437.0, 528.0, 36.0], shoonya_0s9PZ52JTQZO0R, 5771951]
[paragraph, [126.0, 1473.0, 528.0, 36.0], shoonya_0s9PZ52JTQZO0R, 5771951]
[paragraph, [126.0, 1509.0, 528.0, 36.0], shoonya_0s9PZ52JTQZO0R, 5771951]
[folio, [581.0, 1578.0, 159.0, 36.0], KmoxvUqk07, 5771951]
[folio, [63.0, 1684.0, 192.0, 36.0], dl-2Xkwsko, 5771951]
