[2339, 1653]
[folio, [243.0, 322.0, 311.0, 36.0], 0i6_LjsT1N, 5735420]
[paragraph, [235.0, 1783.0, 581.0, 36.0], shoonya_1sNNB0FMNSV7YI, 5735420]
[paragraph, [235.0, 1819.0, 581.0, 36.0], shoonya_1sNNB0FMNSV7YI, 5735420]
[paragraph, [235.0, 1855.0, 581.0, 36.0], shoonya_1sNNB0FMNSV7YI, 5735420]
[paragraph, [235.0, 1891.0, 581.0, 36.0], shoonya_1sNNB0FMNSV7YI, 5735420]
[author, [837.0, 1323.0, 288.0, 36.0], shoonya_9sVS106FBTUYP2, 5735420]
[paragraph, [830.0, 1369.0, 377.0, 36.0], shoonya_13s83PMJESLFRG, 5735420]
[paragraph, [836.0, 1457.0, 579.0, 36.0], shoonya_2sVFGMD4QV7PCR, 5735420]
[paragraph, [836.0, 1493.0, 579.0, 36.0], shoonya_2sVFGMD4QV7PCR, 5735420]
[paragraph, [836.0, 1529.0, 579.0, 36.0], shoonya_2sVFGMD4QV7PCR, 5735420]
[paragraph, [836.0, 1565.0, 579.0, 36.0], shoonya_2sVFGMD4QV7PCR, 5735420]
[paragraph, [836.0, 1601.0, 579.0, 36.0], shoonya_2sVFGMD4QV7PCR, 5735420]
[paragraph, [836.0, 1637.0, 579.0, 36.0], shoonya_2sVFGMD4QV7PCR, 5735420]
[paragraph, [836.0, 1673.0, 579.0, 36.0], shoonya_2sVFGMD4QV7PCR, 5735420]
[paragraph, [836.0, 1709.0, 579.0, 36.0], shoonya_2sVFGMD4QV7PCR, 5735420]
[paragraph, [836.0, 1745.0, 579.0, 36.0], shoonya_2sVFGMD4QV7PCR, 5735420]
[paragraph, [836.0, 1781.0, 579.0, 36.0], shoonya_2sVFGMD4QV7PCR, 5735420]
[paragraph, [836.0, 1817.0, 579.0, 36.0], shoonya_2sVFGMD4QV7PCR, 5735420]
[paragraph, [837.0, 1858.0, 581.0, 36.0], shoonya_7sDR4IG91DAFR8, 5735420]
[paragraph, [837.0, 1894.0, 581.0, 36.0], shoonya_7sDR4IG91DAFR8, 5735420]
[folio, [1185.0, 1966.0, 228.0, 36.0], shoonya_14sKW5G0TRCFZZ, 5735420]
