[1468, 909]
[folio, [349.0, 72.0, 187.0, 18.0], c-hnfRv_N8, 5770485]
[paragraph, [461.0, 818.0, 373.0, 18.0], hHJwAqmjKn, 5770485]
[paragraph, [461.0, 836.0, 373.0, 18.0], hHJwAqmjKn, 5770485]
[paragraph, [461.0, 854.0, 373.0, 18.0], hHJwAqmjKn, 5770485]
[paragraph, [461.0, 872.0, 373.0, 18.0], hHJwAqmjKn, 5770485]
[paragraph, [461.0, 890.0, 373.0, 18.0], hHJwAqmjKn, 5770485]
[paragraph, [461.0, 908.0, 373.0, 18.0], hHJwAqmjKn, 5770485]
[paragraph, [461.0, 926.0, 373.0, 18.0], hHJwAqmjKn, 5770485]
[paragraph, [461.0, 944.0, 373.0, 18.0], hHJwAqmjKn, 5770485]
[paragraph, [461.0, 962.0, 373.0, 18.0], hHJwAqmjKn, 5770485]
[paragraph, [93.0, 703.0, 357.0, 18.0], 8eqHIArF3Q, 5770485]
[paragraph, [93.0, 721.0, 357.0, 18.0], 8eqHIArF3Q, 5770485]
[paragraph, [93.0, 739.0, 357.0, 18.0], 8eqHIArF3Q, 5770485]
[paragraph, [93.0, 757.0, 357.0, 18.0], 8eqHIArF3Q, 5770485]
[paragraph, [93.0, 775.0, 357.0, 18.0], 8eqHIArF3Q, 5770485]
[paragraph, [93.0, 793.0, 357.0, 18.0], 8eqHIArF3Q, 5770485]
[paragraph, [93.0, 811.0, 357.0, 18.0], 8eqHIArF3Q, 5770485]
[paragraph, [93.0, 829.0, 357.0, 18.0], 8eqHIArF3Q, 5770485]
[paragraph, [93.0, 847.0, 357.0, 18.0], 8eqHIArF3Q, 5770485]
[paragraph, [93.0, 865.0, 357.0, 18.0], 8eqHIArF3Q, 5770485]
[paragraph, [93.0, 883.0, 357.0, 18.0], 8eqHIArF3Q, 5770485]
[paragraph, [93.0, 903.0, 355.0, 18.0], AI1qODEzeR, 5770485]
[paragraph, [93.0, 921.0, 355.0, 18.0], AI1qODEzeR, 5770485]
[paragraph, [93.0, 939.0, 355.0, 18.0], AI1qODEzeR, 5770485]
[paragraph, [93.0, 957.0, 355.0, 18.0], AI1qODEzeR, 5770485]
[paragraph, [93.0, 975.0, 355.0, 18.0], AI1qODEzeR, 5770485]
[paragraph, [93.0, 993.0, 355.0, 18.0], AI1qODEzeR, 5770485]
[paragraph, [93.0, 1011.0, 355.0, 18.0], AI1qODEzeR, 5770485]
[paragraph, [93.0, 1029.0, 355.0, 18.0], AI1qODEzeR, 5770485]
[paragraph, [93.0, 1047.0, 355.0, 18.0], AI1qODEzeR, 5770485]
[paragraph, [93.0, 1065.0, 355.0, 18.0], AI1qODEzeR, 5770485]
[paragraph, [93.0, 1083.0, 355.0, 18.0], AI1qODEzeR, 5770485]
[paragraph, [93.0, 1101.0, 355.0, 18.0], AI1qODEzeR, 5770485]
[paragraph, [490.0, 994.0, 300.0, 18.0], XKrNDxnQ37, 5770485]
[paragraph, [490.0, 1012.0, 300.0, 18.0], XKrNDxnQ37, 5770485]
[paragraph, [490.0, 1030.0, 300.0, 18.0], XKrNDxnQ37, 5770485]
[paragraph, [490.0, 1048.0, 300.0, 18.0], XKrNDxnQ37, 5770485]
[paragraph, [490.0, 1066.0, 300.0, 18.0], XKrNDxnQ37, 5770485]
[paragraph, [490.0, 1084.0, 300.0, 18.0], XKrNDxnQ37, 5770485]
[paragraph, [465.0, 1105.0, 364.0, 18.0], XWINW0dZmJ, 5770485]
[paragraph, [465.0, 1123.0, 364.0, 18.0], XWINW0dZmJ, 5770485]
[paragraph, [465.0, 1141.0, 364.0, 18.0], XWINW0dZmJ, 5770485]
[paragraph, [465.0, 1159.0, 364.0, 18.0], XWINW0dZmJ, 5770485]
[paragraph, [465.0, 1177.0, 364.0, 18.0], XWINW0dZmJ, 5770485]
[paragraph, [465.0, 1195.0, 364.0, 18.0], XWINW0dZmJ, 5770485]
[paragraph, [465.0, 1213.0, 364.0, 18.0], XWINW0dZmJ, 5770485]
[paragraph, [465.0, 1231.0, 364.0, 18.0], XWINW0dZmJ, 5770485]
[paragraph, [465.0, 1249.0, 364.0, 18.0], XWINW0dZmJ, 5770485]
[paragraph, [84.0, 1132.0, 185.0, 18.0], 6jkO2rkqIT, 5770485]
[paragraph, [79.0, 1157.0, 314.0, 18.0], TSrk_XsYPz, 5770485]
[paragraph, [79.0, 1175.0, 314.0, 18.0], TSrk_XsYPz, 5770485]
[paragraph, [79.0, 1193.0, 314.0, 18.0], TSrk_XsYPz, 5770485]
[paragraph, [93.0, 1217.0, 351.0, 18.0], x7V4ZfLa3q, 5770485]
[paragraph, [93.0, 1235.0, 351.0, 18.0], x7V4ZfLa3q, 5770485]
[paragraph, [93.0, 1253.0, 351.0, 18.0], x7V4ZfLa3q, 5770485]
[paragraph, [86.0, 1273.0, 367.0, 18.0], 0flBf2sMnh, 5770485]
[paragraph, [86.0, 1291.0, 367.0, 18.0], 0flBf2sMnh, 5770485]
[paragraph, [86.0, 1309.0, 367.0, 18.0], 0flBf2sMnh, 5770485]
[paragraph, [86.0, 1327.0, 367.0, 18.0], 0flBf2sMnh, 5770485]
[paragraph, [470.0, 1275.0, 361.0, 18.0], qqWC-WMiNd, 5770485]
[paragraph, [470.0, 1293.0, 361.0, 18.0], qqWC-WMiNd, 5770485]
[paragraph, [470.0, 1311.0, 361.0, 18.0], qqWC-WMiNd, 5770485]
[paragraph, [470.0, 1329.0, 361.0, 18.0], qqWC-WMiNd, 5770485]
[paragraph, [470.0, 1347.0, 361.0, 18.0], qqWC-WMiNd, 5770485]
[paragraph, [470.0, 1365.0, 361.0, 18.0], qqWC-WMiNd, 5770485]
[paragraph, [115.0, 1357.0, 288.0, 18.0], MD7rh5AsFQ, 5770485]
[paragraph, [115.0, 1375.0, 288.0, 18.0], MD7rh5AsFQ, 5770485]
