[3968, 2806]
[headline, [1551.0, 259.0, 1012.0, 52.5], lZsuUK_tB8, 5683682]
[paragraph, [1371.0, 1932.5, 1232.0, 52.5], shoonya_0sDW3KZWI7PIUV, 5683682]
[paragraph, [1371.0, 1985.0, 1232.0, 52.5], shoonya_0sDW3KZWI7PIUV, 5683682]
[paragraph, [1371.0, 2037.5, 1232.0, 52.5], shoonya_0sDW3KZWI7PIUV, 5683682]
[paragraph, [1371.0, 2090.0, 1232.0, 52.5], shoonya_0sDW3KZWI7PIUV, 5683682]
[paragraph, [1371.0, 2142.5, 1232.0, 52.5], shoonya_0sDW3KZWI7PIUV, 5683682]
[paragraph, [1371.0, 2195.0, 1232.0, 52.5], shoonya_0sDW3KZWI7PIUV, 5683682]
[paragraph, [1371.0, 2247.5, 1232.0, 52.5], shoonya_0sDW3KZWI7PIUV, 5683682]
[paragraph, [1371.0, 2300.0, 1232.0, 52.5], shoonya_0sDW3KZWI7PIUV, 5683682]
[paragraph, [1371.0, 2352.5, 1232.0, 52.5], shoonya_0sDW3KZWI7PIUV, 5683682]
[paragraph, [1371.0, 2405.0, 1232.0, 52.5], shoonya_0sDW3KZWI7PIUV, 5683682]
[paragraph, [1371.0, 2457.5, 1232.0, 52.5], shoonya_0sDW3KZWI7PIUV, 5683682]
[paragraph, [1371.0, 2510.0, 1232.0, 52.5], shoonya_0sDW3KZWI7PIUV, 5683682]
[paragraph, [1371.0, 2562.5, 1232.0, 52.5], shoonya_0sDW3KZWI7PIUV, 5683682]
[paragraph, [1371.0, 2615.0, 1232.0, 52.5], shoonya_0sDW3KZWI7PIUV, 5683682]
[paragraph, [1371.0, 2667.5, 1232.0, 52.5], shoonya_0sDW3KZWI7PIUV, 5683682]
[paragraph, [1371.0, 2720.0, 1232.0, 52.5], shoonya_0sDW3KZWI7PIUV, 5683682]
[paragraph, [1371.0, 2772.5, 1232.0, 52.5], shoonya_0sDW3KZWI7PIUV, 5683682]
[paragraph, [1371.0, 2825.0, 1232.0, 52.5], shoonya_0sDW3KZWI7PIUV, 5683682]
[paragraph, [1371.0, 2877.5, 1232.0, 52.5], shoonya_0sDW3KZWI7PIUV, 5683682]
[paragraph, [1371.0, 2930.0, 1232.0, 52.5], shoonya_0sDW3KZWI7PIUV, 5683682]
[paragraph, [1371.0, 2982.5, 1232.0, 52.5], shoonya_0sDW3KZWI7PIUV, 5683682]
[paragraph, [1371.0, 3035.0, 1232.0, 52.5], shoonya_0sDW3KZWI7PIUV, 5683682]
[paragraph, [1371.0, 3087.5, 1232.0, 52.5], shoonya_0sDW3KZWI7PIUV, 5683682]
[paragraph, [1371.0, 3140.0, 1232.0, 52.5], shoonya_0sDW3KZWI7PIUV, 5683682]
[paragraph, [1371.0, 3192.5, 1232.0, 52.5], shoonya_0sDW3KZWI7PIUV, 5683682]
[paragraph, [1371.0, 3245.0, 1232.0, 52.5], shoonya_0sDW3KZWI7PIUV, 5683682]
[paragraph, [197.0, 2848.0, 1149.0, 52.5], shoonya_2sBHCVMI6J3J21, 5683682]
[paragraph, [197.0, 2900.5, 1149.0, 52.5], shoonya_2sBHCVMI6J3J21, 5683682]
[paragraph, [197.0, 2953.0, 1149.0, 52.5], shoonya_2sBHCVMI6J3J21, 5683682]
[paragraph, [197.0, 3005.5, 1149.0, 52.5], shoonya_2sBHCVMI6J3J21, 5683682]
[paragraph, [197.0, 3058.0, 1149.0, 52.5], shoonya_2sBHCVMI6J3J21, 5683682]
[paragraph, [197.0, 3110.5, 1149.0, 52.5], shoonya_2sBHCVMI6J3J21, 5683682]
[paragraph, [197.0, 3163.0, 1149.0, 52.5], shoonya_2sBHCVMI6J3J21, 5683682]
[paragraph, [197.0, 3215.5, 1149.0, 52.5], shoonya_2sBHCVMI6J3J21, 5683682]
[paragraph, [197.0, 3268.0, 1149.0, 52.5], shoonya_2sBHCVMI6J3J21, 5683682]
[paragraph, [197.0, 3320.5, 1149.0, 52.5], shoonya_2sBHCVMI6J3J21, 5683682]
[paragraph, [197.0, 3373.0, 1149.0, 52.5], shoonya_2sBHCVMI6J3J21, 5683682]
[paragraph, [197.0, 3425.5, 1149.0, 52.5], shoonya_2sBHCVMI6J3J21, 5683682]
[paragraph, [197.0, 3478.0, 1149.0, 52.5], shoonya_2sBHCVMI6J3J21, 5683682]
[paragraph, [197.0, 3530.5, 1149.0, 52.5], shoonya_2sBHCVMI6J3J21, 5683682]
[paragraph, [197.0, 3583.0, 1149.0, 52.5], shoonya_2sBHCVMI6J3J21, 5683682]
[paragraph, [197.0, 3635.5, 1149.0, 52.5], shoonya_2sBHCVMI6J3J21, 5683682]
[paragraph, [197.0, 3688.0, 1149.0, 52.5], shoonya_2sBHCVMI6J3J21, 5683682]
[paragraph, [1379.0, 3341.0, 1224.0, 52.5], shoonya_3sEKWB20SS11U0, 5683682]
[paragraph, [1379.0, 3393.5, 1224.0, 52.5], shoonya_3sEKWB20SS11U0, 5683682]
[paragraph, [1379.0, 3446.0, 1224.0, 52.5], shoonya_3sEKWB20SS11U0, 5683682]
[paragraph, [1379.0, 3498.5, 1224.0, 52.5], shoonya_3sEKWB20SS11U0, 5683682]
[paragraph, [1379.0, 3551.0, 1224.0, 52.5], shoonya_3sEKWB20SS11U0, 5683682]
[paragraph, [1379.0, 3603.5, 1224.0, 52.5], shoonya_3sEKWB20SS11U0, 5683682]
[paragraph, [1379.0, 3656.0, 1224.0, 52.5], shoonya_3sEKWB20SS11U0, 5683682]
[paragraph, [1379.0, 3708.5, 1224.0, 52.5], shoonya_3sEKWB20SS11U0, 5683682]
[folio, [248.0, 3803.0, 739.0, 52.5], DqF_G_psS_, 5683682]
