[6000, 4167]
[folio, [1203.0, 609.0, 1744.0, 52.5], bZ8V4QrY02, 5721397]
[paragraph, [453.0, 3251.5, 3260.0, 52.5], IxYLihjdIP, 5721397]
[paragraph, [453.0, 3304.0, 3260.0, 52.5], IxYLihjdIP, 5721397]
[paragraph, [453.0, 3356.5, 3260.0, 52.5], IxYLihjdIP, 5721397]
[paragraph, [453.0, 3409.0, 3260.0, 52.5], IxYLihjdIP, 5721397]
[paragraph, [453.0, 3461.5, 3260.0, 52.5], IxYLihjdIP, 5721397]
[paragraph, [453.0, 3514.0, 3260.0, 52.5], IxYLihjdIP, 5721397]
[paragraph, [453.0, 3566.5, 3260.0, 52.5], IxYLihjdIP, 5721397]
[paragraph, [453.0, 3619.0, 3260.0, 52.5], IxYLihjdIP, 5721397]
[paragraph, [453.0, 3671.5, 3260.0, 52.5], IxYLihjdIP, 5721397]
[paragraph, [453.0, 3724.0, 3260.0, 52.5], IxYLihjdIP, 5721397]
[paragraph, [458.0, 3857.0, 3255.0, 52.5], 9ZRlzxI4kH, 5721397]
[paragraph, [458.0, 3909.5, 3255.0, 52.5], 9ZRlzxI4kH, 5721397]
[paragraph, [458.0, 3962.0, 3255.0, 52.5], 9ZRlzxI4kH, 5721397]
[paragraph, [458.0, 4014.5, 3255.0, 52.5], 9ZRlzxI4kH, 5721397]
[paragraph, [458.0, 4067.0, 3255.0, 52.5], 9ZRlzxI4kH, 5721397]
[paragraph, [458.0, 4119.5, 3255.0, 52.5], 9ZRlzxI4kH, 5721397]
[paragraph, [458.0, 4172.0, 3255.0, 52.5], 9ZRlzxI4kH, 5721397]
[paragraph, [458.0, 4224.5, 3255.0, 52.5], 9ZRlzxI4kH, 5721397]
[paragraph, [458.0, 4277.0, 3255.0, 52.5], 9ZRlzxI4kH, 5721397]
[paragraph, [458.0, 4329.5, 3255.0, 52.5], 9ZRlzxI4kH, 5721397]
[paragraph, [458.0, 4382.0, 3255.0, 52.5], 9ZRlzxI4kH, 5721397]
[paragraph, [458.0, 4434.5, 3255.0, 52.5], 9ZRlzxI4kH, 5721397]
[paragraph, [458.0, 4487.0, 3255.0, 52.5], 9ZRlzxI4kH, 5721397]
[paragraph, [458.0, 4539.5, 3255.0, 52.5], 9ZRlzxI4kH, 5721397]
[paragraph, [458.0, 4592.0, 3255.0, 52.5], 9ZRlzxI4kH, 5721397]
[paragraph, [458.0, 4644.5, 3255.0, 52.5], 9ZRlzxI4kH, 5721397]
[paragraph, [458.0, 4697.0, 3255.0, 52.5], 9ZRlzxI4kH, 5721397]
[paragraph, [458.0, 4749.5, 3255.0, 52.5], 9ZRlzxI4kH, 5721397]
[paragraph, [458.0, 4802.0, 3255.0, 52.5], 9ZRlzxI4kH, 5721397]
[paragraph, [458.0, 4854.5, 3255.0, 52.5], 9ZRlzxI4kH, 5721397]
[paragraph, [458.0, 4907.0, 3255.0, 52.5], 9ZRlzxI4kH, 5721397]
[paragraph, [458.0, 4959.5, 3255.0, 52.5], 9ZRlzxI4kH, 5721397]
[paragraph, [458.0, 5012.0, 3255.0, 52.5], 9ZRlzxI4kH, 5721397]
[paragraph, [458.0, 5064.5, 3255.0, 52.5], 9ZRlzxI4kH, 5721397]
[paragraph, [458.0, 5117.0, 3255.0, 52.5], 9ZRlzxI4kH, 5721397]
[paragraph, [458.0, 5169.5, 3255.0, 52.5], 9ZRlzxI4kH, 5721397]
[paragraph, [458.0, 5222.0, 3255.0, 52.5], 9ZRlzxI4kH, 5721397]
[paragraph, [458.0, 5274.5, 3255.0, 52.5], 9ZRlzxI4kH, 5721397]
[paragraph, [458.0, 5327.0, 3255.0, 52.5], 9ZRlzxI4kH, 5721397]
