[1275, 1650]
[folio, [32.0, 20.0, 742.0, 18.0], 4crHln6XcM, 5764588]
[second-level-question, [26.0, 774.0, 740.0, 18.0], 5XgPbuRFfX, 5764588]
[second-level-question, [26.0, 792.0, 740.0, 18.0], 5XgPbuRFfX, 5764588]
[second-level-question, [26.0, 810.0, 740.0, 18.0], 5XgPbuRFfX, 5764588]
[second-level-question, [26.0, 828.0, 740.0, 18.0], 5XgPbuRFfX, 5764588]
[second-level-question, [26.0, 846.0, 740.0, 18.0], 5XgPbuRFfX, 5764588]
[second-level-question, [26.0, 864.0, 740.0, 18.0], 5XgPbuRFfX, 5764588]
[second-level-question, [26.0, 882.0, 740.0, 18.0], 5XgPbuRFfX, 5764588]
[second-level-question, [26.0, 900.0, 740.0, 18.0], 5XgPbuRFfX, 5764588]
[second-level-question, [26.0, 918.0, 740.0, 18.0], 5XgPbuRFfX, 5764588]
[second-level-question, [26.0, 936.0, 740.0, 18.0], 5XgPbuRFfX, 5764588]
[sidebar, [1464.0, 587.0, 162.0, 18.0], jUocRp0303, 5764588]
[sidebar, [1464.0, 605.0, 162.0, 18.0], jUocRp0303, 5764588]
[sidebar, [1464.0, 623.0, 162.0, 18.0], jUocRp0303, 5764588]
[second-level-question, [882.0, 646.0, 767.0, 18.0], Qne4Z7Sj2C, 5764588]
[second-level-question, [882.0, 664.0, 767.0, 18.0], Qne4Z7Sj2C, 5764588]
[second-level-question, [882.0, 682.0, 767.0, 18.0], Qne4Z7Sj2C, 5764588]
[second-level-question, [882.0, 700.0, 767.0, 18.0], Qne4Z7Sj2C, 5764588]
[second-level-question, [882.0, 718.0, 767.0, 18.0], Qne4Z7Sj2C, 5764588]
[second-level-question, [882.0, 736.0, 767.0, 18.0], Qne4Z7Sj2C, 5764588]
[second-level-question, [882.0, 754.0, 767.0, 18.0], Qne4Z7Sj2C, 5764588]
[second-level-question, [882.0, 772.0, 767.0, 18.0], Qne4Z7Sj2C, 5764588]
[second-level-question, [882.0, 790.0, 767.0, 18.0], Qne4Z7Sj2C, 5764588]
[second-level-question, [882.0, 808.0, 767.0, 18.0], Qne4Z7Sj2C, 5764588]
[second-level-question, [882.0, 826.0, 767.0, 18.0], Qne4Z7Sj2C, 5764588]
[second-level-question, [882.0, 844.0, 767.0, 18.0], Qne4Z7Sj2C, 5764588]
[second-level-question, [882.0, 862.0, 767.0, 18.0], Qne4Z7Sj2C, 5764588]
[second-level-question, [882.0, 880.0, 767.0, 18.0], Qne4Z7Sj2C, 5764588]
[second-level-question, [882.0, 898.0, 767.0, 18.0], Qne4Z7Sj2C, 5764588]
[second-level-question, [882.0, 916.0, 767.0, 18.0], Qne4Z7Sj2C, 5764588]
[second-level-question, [882.0, 934.0, 767.0, 18.0], Qne4Z7Sj2C, 5764588]
[second-level-question, [882.0, 952.0, 767.0, 18.0], Qne4Z7Sj2C, 5764588]
[second-level-question, [882.0, 970.0, 767.0, 18.0], Qne4Z7Sj2C, 5764588]
[second-level-question, [882.0, 988.0, 767.0, 18.0], Qne4Z7Sj2C, 5764588]
[second-level-question, [882.0, 1006.0, 767.0, 18.0], Qne4Z7Sj2C, 5764588]
[second-level-question, [882.0, 1024.0, 767.0, 18.0], Qne4Z7Sj2C, 5764588]
[second-level-question, [882.0, 1042.0, 767.0, 18.0], Qne4Z7Sj2C, 5764588]
[second-level-question, [882.0, 1060.0, 767.0, 18.0], Qne4Z7Sj2C, 5764588]
[second-level-question, [882.0, 1078.0, 767.0, 18.0], Qne4Z7Sj2C, 5764588]
[second-level-question, [882.0, 1096.0, 767.0, 18.0], Qne4Z7Sj2C, 5764588]
[second-level-question, [882.0, 1114.0, 767.0, 18.0], Qne4Z7Sj2C, 5764588]
[second-level-question, [882.0, 1132.0, 767.0, 18.0], Qne4Z7Sj2C, 5764588]
[second-level-question, [882.0, 1150.0, 767.0, 18.0], Qne4Z7Sj2C, 5764588]
[section-title, [325.0, 967.0, 150.0, 30.0], Um9Wwp_gTG, 5764588]
[sidebar, [610.0, 1021.0, 138.0, 18.0], Yxr2FUhXRU, 5764588]
[sidebar, [610.0, 1039.0, 138.0, 18.0], Yxr2FUhXRU, 5764588]
[second-level-question, [18.0, 1091.0, 490.0, 18.0], ErWgBV0gZz, 5764588]
[second-level-question, [18.0, 1109.0, 490.0, 18.0], ErWgBV0gZz, 5764588]
[second-level-question, [18.0, 1127.0, 490.0, 18.0], ErWgBV0gZz, 5764588]
[second-level-question, [18.0, 1145.0, 490.0, 18.0], ErWgBV0gZz, 5764588]
[second-level-question, [18.0, 1163.0, 490.0, 18.0], ErWgBV0gZz, 5764588]
[second-level-question, [18.0, 1181.0, 490.0, 18.0], ErWgBV0gZz, 5764588]
[folio, [1249.0, 1169.0, 255.0, 18.0], LKCDS5wbOn, 5764588]
[folio, [1249.0, 1187.0, 255.0, 18.0], LKCDS5wbOn, 5764588]
