[1387, 987]
[paragraph, [87.0, 99.0, 797.0, 18.0], xUmS5srGrc, 5652259]
[paragraph, [86.0, 527.0, 817.0, 18.0], shoonya_0sR6SC310T04E0, 5652259]
[paragraph, [86.0, 545.0, 817.0, 18.0], shoonya_0sR6SC310T04E0, 5652259]
[paragraph, [86.0, 563.0, 817.0, 18.0], shoonya_0sR6SC310T04E0, 5652259]
[paragraph, [86.0, 581.0, 817.0, 18.0], shoonya_0sR6SC310T04E0, 5652259]
[paragraph, [86.0, 599.0, 817.0, 18.0], shoonya_0sR6SC310T04E0, 5652259]
[paragraph, [86.0, 617.0, 817.0, 18.0], shoonya_0sR6SC310T04E0, 5652259]
[paragraph, [86.0, 635.0, 817.0, 18.0], shoonya_0sR6SC310T04E0, 5652259]
[paragraph, [86.0, 653.0, 817.0, 18.0], shoonya_0sR6SC310T04E0, 5652259]
[paragraph, [86.0, 671.0, 817.0, 18.0], shoonya_0sR6SC310T04E0, 5652259]
[paragraph, [86.0, 689.0, 817.0, 18.0], shoonya_0sR6SC310T04E0, 5652259]
[paragraph, [86.0, 707.0, 817.0, 18.0], shoonya_0sR6SC310T04E0, 5652259]
[paragraph, [86.0, 725.0, 817.0, 18.0], shoonya_0sR6SC310T04E0, 5652259]
[paragraph, [86.0, 743.0, 817.0, 18.0], shoonya_0sR6SC310T04E0, 5652259]
[paragraph, [86.0, 761.0, 817.0, 18.0], shoonya_0sR6SC310T04E0, 5652259]
[paragraph, [86.0, 779.0, 817.0, 18.0], shoonya_0sR6SC310T04E0, 5652259]
[paragraph, [86.0, 797.0, 817.0, 18.0], shoonya_0sR6SC310T04E0, 5652259]
[paragraph, [86.0, 815.0, 817.0, 18.0], shoonya_0sR6SC310T04E0, 5652259]
[paragraph, [86.0, 833.0, 817.0, 18.0], shoonya_0sR6SC310T04E0, 5652259]
[paragraph, [86.0, 851.0, 817.0, 18.0], shoonya_0sR6SC310T04E0, 5652259]
[paragraph, [86.0, 869.0, 817.0, 18.0], shoonya_0sR6SC310T04E0, 5652259]
[paragraph, [86.0, 887.0, 817.0, 18.0], shoonya_0sR6SC310T04E0, 5652259]
[paragraph, [86.0, 905.0, 817.0, 18.0], shoonya_0sR6SC310T04E0, 5652259]
[paragraph, [86.0, 923.0, 817.0, 18.0], shoonya_0sR6SC310T04E0, 5652259]
[paragraph, [86.0, 941.0, 817.0, 18.0], shoonya_0sR6SC310T04E0, 5652259]
[paragraph, [86.0, 959.0, 817.0, 18.0], shoonya_0sR6SC310T04E0, 5652259]
[paragraph, [86.0, 977.0, 817.0, 18.0], shoonya_0sR6SC310T04E0, 5652259]
[paragraph, [86.0, 995.0, 817.0, 18.0], shoonya_0sR6SC310T04E0, 5652259]
[paragraph, [86.0, 1013.0, 817.0, 18.0], shoonya_0sR6SC310T04E0, 5652259]
[paragraph, [86.0, 1031.0, 817.0, 18.0], shoonya_0sR6SC310T04E0, 5652259]
[paragraph, [86.0, 1049.0, 817.0, 18.0], shoonya_0sR6SC310T04E0, 5652259]
[paragraph, [86.0, 1067.0, 817.0, 18.0], shoonya_0sR6SC310T04E0, 5652259]
[paragraph, [86.0, 1085.0, 817.0, 18.0], shoonya_0sR6SC310T04E0, 5652259]
[paragraph, [86.0, 1103.0, 817.0, 18.0], shoonya_0sR6SC310T04E0, 5652259]
[paragraph, [86.0, 1121.0, 817.0, 18.0], shoonya_0sR6SC310T04E0, 5652259]
[paragraph, [86.0, 1139.0, 817.0, 18.0], shoonya_0sR6SC310T04E0, 5652259]
[paragraph, [86.0, 1157.0, 817.0, 18.0], shoonya_0sR6SC310T04E0, 5652259]
[paragraph, [86.0, 1175.0, 817.0, 18.0], shoonya_0sR6SC310T04E0, 5652259]
[paragraph, [86.0, 1193.0, 817.0, 18.0], shoonya_0sR6SC310T04E0, 5652259]
[paragraph, [86.0, 1211.0, 817.0, 18.0], shoonya_0sR6SC310T04E0, 5652259]
