[1261, 723]
[folio, [545.0, 26.0, 123.0, 18.0], shoonya_0sIJN86I42KUVQ, 5782188]
[ordered-list, [6.0, 608.0, 670.0, 18.0], Z7tGCg0fVZ, 5782188]
[ordered-list, [6.0, 626.0, 670.0, 18.0], Z7tGCg0fVZ, 5782188]
[ordered-list, [6.0, 644.0, 670.0, 18.0], Z7tGCg0fVZ, 5782188]
[ordered-list, [6.0, 662.0, 670.0, 18.0], Z7tGCg0fVZ, 5782188]
[ordered-list, [6.0, 680.0, 670.0, 18.0], Z7tGCg0fVZ, 5782188]
[ordered-list, [6.0, 698.0, 670.0, 18.0], Z7tGCg0fVZ, 5782188]
[ordered-list, [6.0, 716.0, 670.0, 18.0], Z7tGCg0fVZ, 5782188]
[ordered-list, [6.0, 734.0, 670.0, 18.0], Z7tGCg0fVZ, 5782188]
[ordered-list, [6.0, 752.0, 670.0, 18.0], Z7tGCg0fVZ, 5782188]
[ordered-list, [6.0, 770.0, 670.0, 18.0], Z7tGCg0fVZ, 5782188]
[ordered-list, [6.0, 788.0, 670.0, 18.0], Z7tGCg0fVZ, 5782188]
[ordered-list, [6.0, 806.0, 670.0, 18.0], Z7tGCg0fVZ, 5782188]
[ordered-list, [6.0, 824.0, 670.0, 18.0], Z7tGCg0fVZ, 5782188]
[ordered-list, [6.0, 842.0, 670.0, 18.0], Z7tGCg0fVZ, 5782188]
[ordered-list, [6.0, 860.0, 670.0, 18.0], Z7tGCg0fVZ, 5782188]
[ordered-list, [6.0, 878.0, 670.0, 18.0], Z7tGCg0fVZ, 5782188]
[ordered-list, [6.0, 896.0, 670.0, 18.0], Z7tGCg0fVZ, 5782188]
[ordered-list, [6.0, 914.0, 670.0, 18.0], Z7tGCg0fVZ, 5782188]
[ordered-list, [6.0, 932.0, 670.0, 18.0], Z7tGCg0fVZ, 5782188]
[ordered-list, [6.0, 950.0, 670.0, 18.0], Z7tGCg0fVZ, 5782188]
[ordered-list, [6.0, 968.0, 670.0, 18.0], Z7tGCg0fVZ, 5782188]
[ordered-list, [6.0, 986.0, 670.0, 18.0], Z7tGCg0fVZ, 5782188]
[ordered-list, [6.0, 1004.0, 670.0, 18.0], Z7tGCg0fVZ, 5782188]
[ordered-list, [6.0, 1022.0, 670.0, 18.0], Z7tGCg0fVZ, 5782188]
[ordered-list, [6.0, 1040.0, 670.0, 18.0], Z7tGCg0fVZ, 5782188]
[ordered-list, [6.0, 1058.0, 670.0, 18.0], Z7tGCg0fVZ, 5782188]
[ordered-list, [6.0, 1076.0, 670.0, 18.0], Z7tGCg0fVZ, 5782188]
[ordered-list, [6.0, 1094.0, 670.0, 18.0], Z7tGCg0fVZ, 5782188]
[ordered-list, [6.0, 1112.0, 670.0, 18.0], Z7tGCg0fVZ, 5782188]
[ordered-list, [6.0, 1130.0, 670.0, 18.0], Z7tGCg0fVZ, 5782188]
[ordered-list, [6.0, 1148.0, 670.0, 18.0], Z7tGCg0fVZ, 5782188]
[ordered-list, [6.0, 1166.0, 670.0, 18.0], Z7tGCg0fVZ, 5782188]
[ordered-list, [6.0, 1184.0, 670.0, 18.0], Z7tGCg0fVZ, 5782188]
[sub-ordered-list, [10.0, 480.0, 654.0, 18.0], cLIOtJdxOw, 5782188]
[sub-ordered-list, [10.0, 498.0, 654.0, 18.0], cLIOtJdxOw, 5782188]
[sub-ordered-list, [10.0, 516.0, 654.0, 18.0], cLIOtJdxOw, 5782188]
[sub-ordered-list, [10.0, 534.0, 654.0, 18.0], cLIOtJdxOw, 5782188]
[sub-ordered-list, [10.0, 552.0, 654.0, 18.0], cLIOtJdxOw, 5782188]
[sub-ordered-list, [10.0, 570.0, 654.0, 18.0], cLIOtJdxOw, 5782188]
[sub-ordered-list, [10.0, 588.0, 654.0, 18.0], cLIOtJdxOw, 5782188]
[sub-ordered-list, [10.0, 606.0, 654.0, 18.0], cLIOtJdxOw, 5782188]
[sub-ordered-list, [9.0, 680.0, 651.0, 18.0], 1M0qrpdFzG, 5782188]
[sub-ordered-list, [9.0, 698.0, 651.0, 18.0], 1M0qrpdFzG, 5782188]
[sub-ordered-list, [9.0, 716.0, 651.0, 18.0], 1M0qrpdFzG, 5782188]
[sub-ordered-list, [9.0, 734.0, 651.0, 18.0], 1M0qrpdFzG, 5782188]
[sub-ordered-list, [9.0, 752.0, 651.0, 18.0], 1M0qrpdFzG, 5782188]
[sub-ordered-list, [9.0, 770.0, 651.0, 18.0], 1M0qrpdFzG, 5782188]
[sub-ordered-list, [9.0, 788.0, 651.0, 18.0], 1M0qrpdFzG, 5782188]
[sub-ordered-list, [9.0, 806.0, 651.0, 18.0], 1M0qrpdFzG, 5782188]
[sub-ordered-list, [9.0, 824.0, 651.0, 18.0], 1M0qrpdFzG, 5782188]
[sub-ordered-list, [9.0, 842.0, 651.0, 18.0], 1M0qrpdFzG, 5782188]
[sub-ordered-list, [9.0, 860.0, 651.0, 18.0], 1M0qrpdFzG, 5782188]
[sub-ordered-list, [4.0, 994.0, 652.0, 18.0], 9_T6ge7HRj, 5782188]
[sub-ordered-list, [4.0, 1012.0, 652.0, 18.0], 9_T6ge7HRj, 5782188]
[sub-ordered-list, [4.0, 1030.0, 652.0, 18.0], 9_T6ge7HRj, 5782188]
[sub-ordered-list, [4.0, 1048.0, 652.0, 18.0], 9_T6ge7HRj, 5782188]
[sub-ordered-list, [4.0, 1066.0, 652.0, 18.0], 9_T6ge7HRj, 5782188]
[sub-ordered-list, [4.0, 1084.0, 652.0, 18.0], 9_T6ge7HRj, 5782188]
[sub-ordered-list, [4.0, 1102.0, 652.0, 18.0], 9_T6ge7HRj, 5782188]
[sub-ordered-list, [4.0, 1120.0, 652.0, 18.0], 9_T6ge7HRj, 5782188]
[sub-ordered-list, [4.0, 1138.0, 652.0, 18.0], 9_T6ge7HRj, 5782188]
[sub-ordered-list, [4.0, 1156.0, 652.0, 18.0], 9_T6ge7HRj, 5782188]
[sub-ordered-list, [4.0, 1174.0, 652.0, 18.0], 9_T6ge7HRj, 5782188]
