[6000, 4167]
[folio, [1140.0, 609.0, 1734.0, 52.5], -h1UzmkksU, 5721558]
[paragraph, [531.0, 2466.5, 3104.0, 52.5], _8nMv_O0b8, 5721558]
[paragraph, [531.0, 2519.0, 3104.0, 52.5], _8nMv_O0b8, 5721558]
[paragraph, [531.0, 2571.5, 3104.0, 52.5], _8nMv_O0b8, 5721558]
[paragraph, [531.0, 2624.0, 3104.0, 52.5], _8nMv_O0b8, 5721558]
[paragraph, [531.0, 2676.5, 3104.0, 52.5], _8nMv_O0b8, 5721558]
[paragraph, [531.0, 2729.0, 3104.0, 52.5], _8nMv_O0b8, 5721558]
[paragraph, [531.0, 2781.5, 3104.0, 52.5], _8nMv_O0b8, 5721558]
[paragraph, [531.0, 2834.0, 3104.0, 52.5], _8nMv_O0b8, 5721558]
[paragraph, [531.0, 2886.5, 3104.0, 52.5], _8nMv_O0b8, 5721558]
[paragraph, [531.0, 2939.0, 3104.0, 52.5], _8nMv_O0b8, 5721558]
[paragraph, [531.0, 2991.5, 3104.0, 52.5], _8nMv_O0b8, 5721558]
[paragraph, [531.0, 3044.0, 3104.0, 52.5], _8nMv_O0b8, 5721558]
[paragraph, [531.0, 3096.5, 3104.0, 52.5], _8nMv_O0b8, 5721558]
[paragraph, [531.0, 3149.0, 3104.0, 52.5], _8nMv_O0b8, 5721558]
[paragraph, [531.0, 3201.5, 3104.0, 52.5], _8nMv_O0b8, 5721558]
[paragraph, [531.0, 3254.0, 3104.0, 52.5], _8nMv_O0b8, 5721558]
[paragraph, [531.0, 3306.5, 3104.0, 52.5], _8nMv_O0b8, 5721558]
[paragraph, [531.0, 3359.0, 3104.0, 52.5], _8nMv_O0b8, 5721558]
[paragraph, [531.0, 3411.5, 3104.0, 52.5], _8nMv_O0b8, 5721558]
[paragraph, [531.0, 3464.0, 3104.0, 52.5], _8nMv_O0b8, 5721558]
[paragraph, [531.0, 3516.5, 3104.0, 52.5], _8nMv_O0b8, 5721558]
[paragraph, [531.0, 3569.0, 3104.0, 52.5], _8nMv_O0b8, 5721558]
[paragraph, [531.0, 3621.5, 3104.0, 52.5], _8nMv_O0b8, 5721558]
[paragraph, [531.0, 3674.0, 3104.0, 52.5], _8nMv_O0b8, 5721558]
[paragraph, [531.0, 3726.5, 3104.0, 52.5], _8nMv_O0b8, 5721558]
[paragraph, [531.0, 3779.0, 3104.0, 52.5], _8nMv_O0b8, 5721558]
[paragraph, [531.0, 3831.5, 3104.0, 52.5], _8nMv_O0b8, 5721558]
[paragraph, [531.0, 3884.0, 3104.0, 52.5], _8nMv_O0b8, 5721558]
[paragraph, [531.0, 3936.5, 3104.0, 52.5], _8nMv_O0b8, 5721558]
[paragraph, [531.0, 3989.0, 3104.0, 52.5], _8nMv_O0b8, 5721558]
[paragraph, [531.0, 4041.5, 3104.0, 52.5], _8nMv_O0b8, 5721558]
[paragraph, [531.0, 4094.0, 3104.0, 52.5], _8nMv_O0b8, 5721558]
[paragraph, [531.0, 4146.5, 3104.0, 52.5], _8nMv_O0b8, 5721558]
[paragraph, [531.0, 4199.0, 3104.0, 52.5], _8nMv_O0b8, 5721558]
[paragraph, [531.0, 4251.5, 3104.0, 52.5], _8nMv_O0b8, 5721558]
[paragraph, [531.0, 4304.0, 3104.0, 52.5], _8nMv_O0b8, 5721558]
[paragraph, [531.0, 4356.5, 3104.0, 52.5], _8nMv_O0b8, 5721558]
[paragraph, [531.0, 4409.0, 3104.0, 52.5], _8nMv_O0b8, 5721558]
[paragraph, [531.0, 4461.5, 3104.0, 52.5], _8nMv_O0b8, 5721558]
[paragraph, [531.0, 4514.0, 3104.0, 52.5], _8nMv_O0b8, 5721558]
[paragraph, [531.0, 4566.5, 3104.0, 52.5], _8nMv_O0b8, 5721558]
[paragraph, [526.0, 4760.0, 3114.0, 52.5], U1ZcPmO0vw, 5721558]
[paragraph, [526.0, 4812.5, 3114.0, 52.5], U1ZcPmO0vw, 5721558]
[paragraph, [526.0, 4865.0, 3114.0, 52.5], U1ZcPmO0vw, 5721558]
[paragraph, [526.0, 4917.5, 3114.0, 52.5], U1ZcPmO0vw, 5721558]
[paragraph, [526.0, 4970.0, 3114.0, 52.5], U1ZcPmO0vw, 5721558]
[paragraph, [526.0, 5022.5, 3114.0, 52.5], U1ZcPmO0vw, 5721558]
[paragraph, [526.0, 5075.0, 3114.0, 52.5], U1ZcPmO0vw, 5721558]
[paragraph, [526.0, 5127.5, 3114.0, 52.5], U1ZcPmO0vw, 5721558]
[paragraph, [526.0, 5180.0, 3114.0, 52.5], U1ZcPmO0vw, 5721558]
[paragraph, [526.0, 5232.5, 3114.0, 52.5], U1ZcPmO0vw, 5721558]
[paragraph, [526.0, 5285.0, 3114.0, 52.5], U1ZcPmO0vw, 5721558]
[paragraph, [526.0, 5337.5, 3114.0, 52.5], U1ZcPmO0vw, 5721558]
