[2241, 1733]
[paragraph, [74.0, 221.0, 743.0, 36.0], shoonya_5s7KHB79RYYQBM, 5653719]
[paragraph, [852.0, 1084.0, 733.0, 36.0], shoonya_2sJA47HXJ1TONP, 5653719]
[paragraph, [852.0, 1120.0, 733.0, 36.0], shoonya_2sJA47HXJ1TONP, 5653719]
[paragraph, [852.0, 1156.0, 733.0, 36.0], shoonya_2sJA47HXJ1TONP, 5653719]
[paragraph, [852.0, 1192.0, 733.0, 36.0], shoonya_2sJA47HXJ1TONP, 5653719]
[paragraph, [852.0, 1228.0, 733.0, 36.0], shoonya_2sJA47HXJ1TONP, 5653719]
[paragraph, [852.0, 1264.0, 733.0, 36.0], shoonya_2sJA47HXJ1TONP, 5653719]
[paragraph, [852.0, 1300.0, 733.0, 36.0], shoonya_2sJA47HXJ1TONP, 5653719]
[paragraph, [852.0, 1336.0, 733.0, 36.0], shoonya_2sJA47HXJ1TONP, 5653719]
[paragraph, [852.0, 1372.0, 733.0, 36.0], shoonya_2sJA47HXJ1TONP, 5653719]
[paragraph, [852.0, 1408.0, 733.0, 36.0], shoonya_2sJA47HXJ1TONP, 5653719]
[paragraph, [852.0, 1444.0, 733.0, 36.0], shoonya_2sJA47HXJ1TONP, 5653719]
[paragraph, [852.0, 1480.0, 733.0, 36.0], shoonya_2sJA47HXJ1TONP, 5653719]
[paragraph, [75.0, 940.0, 745.0, 36.0], shoonya_7sLFSLW2P4NSPI, 5653719]
[paragraph, [75.0, 976.0, 745.0, 36.0], shoonya_7sLFSLW2P4NSPI, 5653719]
[paragraph, [75.0, 1012.0, 745.0, 36.0], shoonya_7sLFSLW2P4NSPI, 5653719]
[paragraph, [75.0, 1048.0, 745.0, 36.0], shoonya_7sLFSLW2P4NSPI, 5653719]
[paragraph, [75.0, 1084.0, 745.0, 36.0], shoonya_7sLFSLW2P4NSPI, 5653719]
[paragraph, [75.0, 1120.0, 745.0, 36.0], shoonya_7sLFSLW2P4NSPI, 5653719]
[paragraph, [77.0, 1161.0, 736.0, 36.0], shoonya_1sRE1LTQNYO80R, 5653719]
[paragraph, [77.0, 1197.0, 736.0, 36.0], shoonya_1sRE1LTQNYO80R, 5653719]
[paragraph, [77.0, 1233.0, 736.0, 36.0], shoonya_1sRE1LTQNYO80R, 5653719]
[paragraph, [77.0, 1269.0, 736.0, 36.0], shoonya_1sRE1LTQNYO80R, 5653719]
[paragraph, [77.0, 1305.0, 736.0, 36.0], shoonya_1sRE1LTQNYO80R, 5653719]
[paragraph, [77.0, 1341.0, 736.0, 36.0], shoonya_1sRE1LTQNYO80R, 5653719]
[paragraph, [77.0, 1377.0, 736.0, 36.0], shoonya_1sRE1LTQNYO80R, 5653719]
[paragraph, [77.0, 1413.0, 736.0, 36.0], shoonya_1sRE1LTQNYO80R, 5653719]
[paragraph, [77.0, 1449.0, 736.0, 36.0], shoonya_1sRE1LTQNYO80R, 5653719]
[paragraph, [77.0, 1485.0, 736.0, 36.0], shoonya_1sRE1LTQNYO80R, 5653719]
[paragraph, [77.0, 1521.0, 736.0, 36.0], shoonya_1sRE1LTQNYO80R, 5653719]
[paragraph, [77.0, 1557.0, 736.0, 36.0], shoonya_1sRE1LTQNYO80R, 5653719]
[paragraph, [77.0, 1593.0, 736.0, 36.0], shoonya_1sRE1LTQNYO80R, 5653719]
[paragraph, [77.0, 1629.0, 736.0, 36.0], shoonya_1sRE1LTQNYO80R, 5653719]
[paragraph, [77.0, 1665.0, 736.0, 36.0], shoonya_1sRE1LTQNYO80R, 5653719]
[paragraph, [849.0, 1548.0, 740.0, 36.0], shoonya_4sLV324Z9EB0KV, 5653719]
[paragraph, [849.0, 1584.0, 740.0, 36.0], shoonya_4sLV324Z9EB0KV, 5653719]
[paragraph, [849.0, 1620.0, 740.0, 36.0], shoonya_4sLV324Z9EB0KV, 5653719]
[paragraph, [849.0, 1656.0, 740.0, 36.0], shoonya_4sLV324Z9EB0KV, 5653719]
[paragraph, [849.0, 1692.0, 740.0, 36.0], shoonya_4sLV324Z9EB0KV, 5653719]
[paragraph, [849.0, 1728.0, 740.0, 36.0], shoonya_4sLV324Z9EB0KV, 5653719]
[paragraph, [849.0, 1764.0, 740.0, 36.0], shoonya_4sLV324Z9EB0KV, 5653719]
[paragraph, [849.0, 1800.0, 740.0, 36.0], shoonya_4sLV324Z9EB0KV, 5653719]
[paragraph, [849.0, 1836.0, 740.0, 36.0], shoonya_4sLV324Z9EB0KV, 5653719]
[paragraph, [849.0, 1872.0, 740.0, 36.0], shoonya_4sLV324Z9EB0KV, 5653719]
[paragraph, [849.0, 1908.0, 740.0, 36.0], shoonya_4sLV324Z9EB0KV, 5653719]
[paragraph, [849.0, 1944.0, 740.0, 36.0], shoonya_4sLV324Z9EB0KV, 5653719]
[paragraph, [849.0, 1980.0, 740.0, 36.0], shoonya_4sLV324Z9EB0KV, 5653719]
[paragraph, [849.0, 2016.0, 740.0, 36.0], shoonya_4sLV324Z9EB0KV, 5653719]
[paragraph, [849.0, 2052.0, 740.0, 36.0], shoonya_4sLV324Z9EB0KV, 5653719]
[paragraph, [82.0, 1730.0, 737.0, 36.0], shoonya_0s5GR3J4CCMVOV, 5653719]
[paragraph, [82.0, 1766.0, 737.0, 36.0], shoonya_0s5GR3J4CCMVOV, 5653719]
[paragraph, [82.0, 1802.0, 737.0, 36.0], shoonya_0s5GR3J4CCMVOV, 5653719]
[paragraph, [82.0, 1838.0, 737.0, 36.0], shoonya_0s5GR3J4CCMVOV, 5653719]
[paragraph, [82.0, 1874.0, 737.0, 36.0], shoonya_0s5GR3J4CCMVOV, 5653719]
[paragraph, [82.0, 1910.0, 737.0, 36.0], shoonya_0s5GR3J4CCMVOV, 5653719]
[paragraph, [82.0, 1946.0, 737.0, 36.0], shoonya_0s5GR3J4CCMVOV, 5653719]
[paragraph, [82.0, 1982.0, 737.0, 36.0], shoonya_0s5GR3J4CCMVOV, 5653719]
[paragraph, [82.0, 2018.0, 737.0, 36.0], shoonya_0s5GR3J4CCMVOV, 5653719]
[paragraph, [82.0, 2054.0, 737.0, 36.0], shoonya_0s5GR3J4CCMVOV, 5653719]
[folio, [523.0, 2129.0, 685.0, 36.0], shoonya_9s4O89HZ1ZWB00, 5653719]
[folio, [523.0, 2165.0, 685.0, 36.0], shoonya_9s4O89HZ1ZWB00, 5653719]
