[1418, 1063]
[section-title, [186.0, 100.0, 394.0, 30.0], K9r63AA36j, 6469313]
[unordered-list, [148.0, 990.0, 816.0, 18.0], p5464Cus4x, 6469313]
[unordered-list, [148.0, 1008.0, 816.0, 18.0], p5464Cus4x, 6469313]
[unordered-list, [148.0, 1026.0, 816.0, 18.0], p5464Cus4x, 6469313]
[unordered-list, [148.0, 1044.0, 816.0, 18.0], p5464Cus4x, 6469313]
[unordered-list, [148.0, 1062.0, 816.0, 18.0], p5464Cus4x, 6469313]
[unordered-list, [148.0, 1080.0, 816.0, 18.0], p5464Cus4x, 6469313]
[unordered-list, [148.0, 1098.0, 816.0, 18.0], p5464Cus4x, 6469313]
[unordered-list, [148.0, 1116.0, 816.0, 18.0], p5464Cus4x, 6469313]
[unordered-list, [148.0, 1134.0, 816.0, 18.0], p5464Cus4x, 6469313]
[unordered-list, [148.0, 1152.0, 816.0, 18.0], p5464Cus4x, 6469313]
[unordered-list, [148.0, 1170.0, 816.0, 18.0], p5464Cus4x, 6469313]
[unordered-list, [148.0, 1188.0, 816.0, 18.0], p5464Cus4x, 6469313]
[unordered-list, [148.0, 1206.0, 816.0, 18.0], p5464Cus4x, 6469313]
[unordered-list, [148.0, 1224.0, 816.0, 18.0], p5464Cus4x, 6469313]
[unordered-list, [148.0, 1242.0, 816.0, 18.0], p5464Cus4x, 6469313]
[unordered-list, [148.0, 1260.0, 816.0, 18.0], p5464Cus4x, 6469313]
[sub-unordered-list, [230.0, 776.0, 720.0, 18.0], GuaroVlrko, 6469313]
[sub-unordered-list, [230.0, 794.0, 720.0, 18.0], GuaroVlrko, 6469313]
[sub-unordered-list, [230.0, 812.0, 720.0, 18.0], GuaroVlrko, 6469313]
[sub-unordered-list, [230.0, 830.0, 720.0, 18.0], GuaroVlrko, 6469313]
[sub-unordered-list, [230.0, 848.0, 720.0, 18.0], GuaroVlrko, 6469313]
[sub-unordered-list, [230.0, 866.0, 720.0, 18.0], GuaroVlrko, 6469313]
[sub-unordered-list, [230.0, 884.0, 720.0, 18.0], GuaroVlrko, 6469313]
[sub-unordered-list, [230.0, 902.0, 720.0, 18.0], GuaroVlrko, 6469313]
[sub-unordered-list, [230.0, 920.0, 720.0, 18.0], GuaroVlrko, 6469313]
[sub-unordered-list, [230.0, 938.0, 720.0, 18.0], GuaroVlrko, 6469313]
[sub-unordered-list, [230.0, 956.0, 720.0, 18.0], GuaroVlrko, 6469313]
[sub-unordered-list, [230.0, 974.0, 720.0, 18.0], GuaroVlrko, 6469313]
[sub-unordered-list, [230.0, 992.0, 720.0, 18.0], GuaroVlrko, 6469313]
[sub-unordered-list, [231.0, 1194.0, 663.0, 18.0], XIpEvqf3ei, 6469313]
[sub-unordered-list, [231.0, 1212.0, 663.0, 18.0], XIpEvqf3ei, 6469313]
[sub-unordered-list, [231.0, 1230.0, 663.0, 18.0], XIpEvqf3ei, 6469313]
[sub-unordered-list, [231.0, 1248.0, 663.0, 18.0], XIpEvqf3ei, 6469313]
[folio, [587.0, 1316.0, 406.0, 18.0], zRSD2kQPzI, 6469313]
