[1755, 1240]
[chapter-title, [255.0, 225.0, 724.0, 58.5], shoonya_8s63Z1Y0SHDBH8, 6472834]
[paragraph, [64.0, 1104.0, 359.0, 36.0], shoonya_3sDPQBIXYBJONC, 6472834]
[paragraph, [64.0, 1140.0, 359.0, 36.0], shoonya_3sDPQBIXYBJONC, 6472834]
[paragraph, [64.0, 1176.0, 359.0, 36.0], shoonya_3sDPQBIXYBJONC, 6472834]
[paragraph, [64.0, 1212.0, 359.0, 36.0], shoonya_3sDPQBIXYBJONC, 6472834]
[paragraph, [64.0, 1248.0, 359.0, 36.0], shoonya_3sDPQBIXYBJONC, 6472834]
[paragraph, [64.0, 1284.0, 359.0, 36.0], shoonya_3sDPQBIXYBJONC, 6472834]
[paragraph, [64.0, 1320.0, 359.0, 36.0], shoonya_3sDPQBIXYBJONC, 6472834]
[paragraph, [438.0, 1050.0, 359.0, 36.0], i0go2ADhqD, 6472834]
[paragraph, [438.0, 1086.0, 359.0, 36.0], i0go2ADhqD, 6472834]
[paragraph, [438.0, 1122.0, 359.0, 36.0], i0go2ADhqD, 6472834]
[paragraph, [438.0, 1158.0, 359.0, 36.0], i0go2ADhqD, 6472834]
[paragraph, [438.0, 1194.0, 359.0, 36.0], i0go2ADhqD, 6472834]
[paragraph, [438.0, 1230.0, 359.0, 36.0], i0go2ADhqD, 6472834]
[paragraph, [438.0, 1266.0, 359.0, 36.0], i0go2ADhqD, 6472834]
[paragraph, [438.0, 1302.0, 359.0, 36.0], i0go2ADhqD, 6472834]
[paragraph, [434.0, 1364.0, 361.0, 36.0], 4qSBkCO8jv, 6472834]
[paragraph, [434.0, 1400.0, 361.0, 36.0], 4qSBkCO8jv, 6472834]
[paragraph, [434.0, 1436.0, 361.0, 36.0], 4qSBkCO8jv, 6472834]
[paragraph, [434.0, 1472.0, 361.0, 36.0], 4qSBkCO8jv, 6472834]
[paragraph, [434.0, 1508.0, 361.0, 36.0], 4qSBkCO8jv, 6472834]
[paragraph, [434.0, 1544.0, 361.0, 36.0], 4qSBkCO8jv, 6472834]
[paragraph, [64.0, 1367.0, 363.0, 36.0], shoonya_2sL2WIEPHCZZA2, 6472834]
[paragraph, [64.0, 1403.0, 363.0, 36.0], shoonya_2sL2WIEPHCZZA2, 6472834]
[paragraph, [64.0, 1439.0, 363.0, 36.0], shoonya_2sL2WIEPHCZZA2, 6472834]
[paragraph, [64.0, 1475.0, 363.0, 36.0], shoonya_2sL2WIEPHCZZA2, 6472834]
[paragraph, [64.0, 1511.0, 363.0, 36.0], shoonya_2sL2WIEPHCZZA2, 6472834]
[paragraph, [64.0, 1547.0, 363.0, 36.0], shoonya_2sL2WIEPHCZZA2, 6472834]
