[792, 612]
[paragraph, [225.0, 53.0, 159.0, 18.0], HDVGRSAhzi, 6515618]
[paragraph, [390.0, 603.0, 161.0, 18.0], LtkoYDk875, 6515618]
[paragraph, [390.0, 621.0, 161.0, 18.0], LtkoYDk875, 6515618]
[paragraph, [390.0, 639.0, 161.0, 18.0], LtkoYDk875, 6515618]
[paragraph, [226.0, 226.0, 158.0, 18.0], SfFulYTtbH, 6515618]
[paragraph, [226.0, 244.0, 158.0, 18.0], SfFulYTtbH, 6515618]
[paragraph, [58.0, 268.0, 161.0, 18.0], hPq3Yg5r6Z, 6515618]
[paragraph, [58.0, 286.0, 161.0, 18.0], hPq3Yg5r6Z, 6515618]
[paragraph, [58.0, 304.0, 161.0, 18.0], hPq3Yg5r6Z, 6515618]
[paragraph, [58.0, 322.0, 161.0, 18.0], hPq3Yg5r6Z, 6515618]
[paragraph, [58.0, 340.0, 161.0, 18.0], hPq3Yg5r6Z, 6515618]
[paragraph, [58.0, 358.0, 161.0, 18.0], hPq3Yg5r6Z, 6515618]
[paragraph, [58.0, 376.0, 161.0, 18.0], hPq3Yg5r6Z, 6515618]
[paragraph, [58.0, 394.0, 161.0, 18.0], hPq3Yg5r6Z, 6515618]
[paragraph, [58.0, 412.0, 161.0, 18.0], hPq3Yg5r6Z, 6515618]
[paragraph, [58.0, 430.0, 161.0, 18.0], hPq3Yg5r6Z, 6515618]
[paragraph, [58.0, 448.0, 161.0, 18.0], hPq3Yg5r6Z, 6515618]
[paragraph, [58.0, 466.0, 161.0, 18.0], hPq3Yg5r6Z, 6515618]
[paragraph, [58.0, 484.0, 161.0, 18.0], hPq3Yg5r6Z, 6515618]
[paragraph, [58.0, 502.0, 161.0, 18.0], hPq3Yg5r6Z, 6515618]
[paragraph, [226.0, 281.0, 157.0, 18.0], CPeupZBVio, 6515618]
[paragraph, [226.0, 299.0, 157.0, 18.0], CPeupZBVio, 6515618]
[paragraph, [226.0, 338.0, 157.0, 18.0], Yp4kmgBNGZ, 6515618]
[paragraph, [226.0, 356.0, 157.0, 18.0], Yp4kmgBNGZ, 6515618]
[paragraph, [226.0, 374.0, 157.0, 18.0], Yp4kmgBNGZ, 6515618]
[paragraph, [226.0, 392.0, 157.0, 18.0], Yp4kmgBNGZ, 6515618]
[paragraph, [226.0, 410.0, 157.0, 18.0], Yp4kmgBNGZ, 6515618]
[paragraph, [226.0, 428.0, 157.0, 18.0], Yp4kmgBNGZ, 6515618]
[paragraph, [226.0, 446.0, 157.0, 18.0], Yp4kmgBNGZ, 6515618]
[paragraph, [226.0, 479.0, 158.0, 18.0], uHxMnb2kaj, 6515618]
[paragraph, [226.0, 497.0, 158.0, 18.0], uHxMnb2kaj, 6515618]
[paragraph, [226.0, 515.0, 158.0, 18.0], uHxMnb2kaj, 6515618]
[paragraph, [226.0, 533.0, 158.0, 18.0], uHxMnb2kaj, 6515618]
[paragraph, [226.0, 551.0, 158.0, 18.0], uHxMnb2kaj, 6515618]
[paragraph, [226.0, 569.0, 158.0, 18.0], uHxMnb2kaj, 6515618]
[paragraph, [59.0, 535.0, 160.0, 18.0], JX8SDOmyvW, 6515618]
[paragraph, [59.0, 553.0, 160.0, 18.0], JX8SDOmyvW, 6515618]
[paragraph, [59.0, 571.0, 160.0, 18.0], JX8SDOmyvW, 6515618]
[paragraph, [226.0, 605.0, 158.0, 18.0], wZrhXGbab1, 6515618]
[paragraph, [226.0, 623.0, 158.0, 18.0], wZrhXGbab1, 6515618]
[paragraph, [226.0, 641.0, 158.0, 18.0], wZrhXGbab1, 6515618]
[paragraph, [226.0, 659.0, 158.0, 18.0], wZrhXGbab1, 6515618]
[paragraph, [59.0, 606.0, 160.0, 18.0], wLuhJTiMU4, 6515618]
[paragraph, [59.0, 624.0, 160.0, 18.0], wLuhJTiMU4, 6515618]
[paragraph, [59.0, 642.0, 160.0, 18.0], wLuhJTiMU4, 6515618]
[paragraph, [59.0, 660.0, 160.0, 18.0], wLuhJTiMU4, 6515618]
[paragraph, [391.0, 662.0, 159.0, 18.0], K-kdkez2nA, 6515618]
[paragraph, [391.0, 680.0, 159.0, 18.0], K-kdkez2nA, 6515618]
[paragraph, [391.0, 698.0, 159.0, 18.0], K-kdkez2nA, 6515618]
[paragraph, [226.0, 689.0, 159.0, 18.0], GUS_hMGqD8, 6515618]
[paragraph, [61.0, 690.0, 159.0, 18.0], 6OgI6ngDey, 6515618]
