[1818, 1374]
[folio, [459.0, 103.0, 434.0, 36.0], shoonya_1s65ISMS352QZ3, 5682545]
[paragraph, [114.0, 394.0, 564.0, 36.0], shoonya_3sKL0MK0COITPS, 5682545]
[paragraph, [114.0, 430.0, 564.0, 36.0], shoonya_3sKL0MK0COITPS, 5682545]
[paragraph, [114.0, 466.0, 564.0, 36.0], shoonya_3sKL0MK0COITPS, 5682545]
[paragraph, [114.0, 502.0, 564.0, 36.0], shoonya_3sKL0MK0COITPS, 5682545]
[paragraph, [114.0, 538.0, 564.0, 36.0], shoonya_3sKL0MK0COITPS, 5682545]
[paragraph, [114.0, 574.0, 564.0, 36.0], shoonya_3sKL0MK0COITPS, 5682545]
[paragraph, [114.0, 610.0, 564.0, 36.0], shoonya_3sKL0MK0COITPS, 5682545]
[paragraph, [114.0, 646.0, 564.0, 36.0], shoonya_3sKL0MK0COITPS, 5682545]
[paragraph, [114.0, 682.0, 564.0, 36.0], shoonya_3sKL0MK0COITPS, 5682545]
[paragraph, [121.0, 848.0, 558.0, 36.0], IjbFttrsyI, 5682545]
[paragraph, [121.0, 884.0, 558.0, 36.0], IjbFttrsyI, 5682545]
[paragraph, [121.0, 920.0, 558.0, 36.0], IjbFttrsyI, 5682545]
[paragraph, [121.0, 956.0, 558.0, 36.0], IjbFttrsyI, 5682545]
[paragraph, [121.0, 992.0, 558.0, 36.0], IjbFttrsyI, 5682545]
[paragraph, [121.0, 1028.0, 558.0, 36.0], IjbFttrsyI, 5682545]
[paragraph, [121.0, 1064.0, 558.0, 36.0], IjbFttrsyI, 5682545]
[paragraph, [121.0, 1100.0, 558.0, 36.0], IjbFttrsyI, 5682545]
[paragraph, [121.0, 1136.0, 558.0, 36.0], IjbFttrsyI, 5682545]
[paragraph, [121.0, 1172.0, 558.0, 36.0], IjbFttrsyI, 5682545]
[paragraph, [121.0, 1208.0, 558.0, 36.0], IjbFttrsyI, 5682545]
[paragraph, [121.0, 1244.0, 558.0, 36.0], IjbFttrsyI, 5682545]
[paragraph, [121.0, 1280.0, 558.0, 36.0], IjbFttrsyI, 5682545]
[paragraph, [121.0, 1316.0, 558.0, 36.0], IjbFttrsyI, 5682545]
[paragraph, [121.0, 1352.0, 558.0, 36.0], IjbFttrsyI, 5682545]
[paragraph, [121.0, 1388.0, 558.0, 36.0], IjbFttrsyI, 5682545]
[paragraph, [121.0, 1424.0, 558.0, 36.0], IjbFttrsyI, 5682545]
[paragraph, [121.0, 1460.0, 558.0, 36.0], IjbFttrsyI, 5682545]
[paragraph, [121.0, 1496.0, 558.0, 36.0], IjbFttrsyI, 5682545]
[paragraph, [121.0, 1532.0, 558.0, 36.0], IjbFttrsyI, 5682545]
[paragraph, [121.0, 1568.0, 558.0, 36.0], IjbFttrsyI, 5682545]
[paragraph, [121.0, 1604.0, 558.0, 36.0], IjbFttrsyI, 5682545]
[paragraph, [121.0, 1640.0, 558.0, 36.0], IjbFttrsyI, 5682545]
[paragraph, [702.0, 1236.0, 563.0, 36.0], W_AjjyiAG4, 5682545]
[paragraph, [702.0, 1272.0, 563.0, 36.0], W_AjjyiAG4, 5682545]
[paragraph, [702.0, 1308.0, 563.0, 36.0], W_AjjyiAG4, 5682545]
[paragraph, [702.0, 1344.0, 563.0, 36.0], W_AjjyiAG4, 5682545]
[paragraph, [702.0, 1380.0, 563.0, 36.0], W_AjjyiAG4, 5682545]
[paragraph, [702.0, 1416.0, 563.0, 36.0], W_AjjyiAG4, 5682545]
[paragraph, [702.0, 1452.0, 563.0, 36.0], W_AjjyiAG4, 5682545]
[paragraph, [702.0, 1488.0, 563.0, 36.0], W_AjjyiAG4, 5682545]
[paragraph, [702.0, 1524.0, 563.0, 36.0], W_AjjyiAG4, 5682545]
[paragraph, [702.0, 1560.0, 563.0, 36.0], W_AjjyiAG4, 5682545]
[paragraph, [702.0, 1596.0, 563.0, 36.0], W_AjjyiAG4, 5682545]
[paragraph, [702.0, 1632.0, 563.0, 36.0], W_AjjyiAG4, 5682545]
[paragraph, [702.0, 1668.0, 563.0, 36.0], W_AjjyiAG4, 5682545]
