[2067, 1567]
[folio, [1250.0, 191.0, 117.0, 36.0], 2ut-6n9QxI, 5735427]
[paragraph, [451.0, 1431.0, 326.0, 36.0], 2tcS-EUNpt, 5735427]
[paragraph, [451.0, 1467.0, 326.0, 36.0], 2tcS-EUNpt, 5735427]
[paragraph, [451.0, 1503.0, 326.0, 36.0], 2tcS-EUNpt, 5735427]
[paragraph, [451.0, 1539.0, 326.0, 36.0], 2tcS-EUNpt, 5735427]
[paragraph, [451.0, 1575.0, 326.0, 36.0], 2tcS-EUNpt, 5735427]
[paragraph, [451.0, 1611.0, 326.0, 36.0], 2tcS-EUNpt, 5735427]
[paragraph, [796.0, 1583.0, 577.0, 36.0], 33kYXGnBik, 5735427]
[paragraph, [796.0, 1619.0, 577.0, 36.0], 33kYXGnBik, 5735427]
[paragraph, [796.0, 1655.0, 577.0, 36.0], 33kYXGnBik, 5735427]
[paragraph, [796.0, 1691.0, 577.0, 36.0], 33kYXGnBik, 5735427]
[paragraph, [193.0, 1671.0, 584.0, 36.0], KVCVbLRWoE, 5735427]
[paragraph, [193.0, 1707.0, 584.0, 36.0], KVCVbLRWoE, 5735427]
[paragraph, [207.0, 1761.0, 577.0, 36.0], lnE7BoXQJ5, 5735427]
[paragraph, [821.0, 1763.0, 551.0, 36.0], AzuR0dLg4d, 5735427]
[folio, [1139.0, 1822.0, 231.0, 36.0], shoonya_9sRK1WPWB1SANQ, 5735427]
