[872, 605]
[section-title, [268.0, 37.0, 76.0, 30.0], i6g0M5SCm5, 6457489]
[paragraph, [46.0, 465.0, 253.0, 18.0], shoonya_0sNK3NV3PEDZHC, 6457489]
[paragraph, [46.0, 483.0, 253.0, 18.0], shoonya_0sNK3NV3PEDZHC, 6457489]
[paragraph, [46.0, 501.0, 253.0, 18.0], shoonya_0sNK3NV3PEDZHC, 6457489]
[paragraph, [46.0, 519.0, 253.0, 18.0], shoonya_0sNK3NV3PEDZHC, 6457489]
[paragraph, [46.0, 537.0, 253.0, 18.0], shoonya_0sNK3NV3PEDZHC, 6457489]
[paragraph, [46.0, 555.0, 253.0, 18.0], shoonya_0sNK3NV3PEDZHC, 6457489]
[paragraph, [46.0, 573.0, 253.0, 18.0], shoonya_0sNK3NV3PEDZHC, 6457489]
[paragraph, [46.0, 591.0, 253.0, 18.0], shoonya_0sNK3NV3PEDZHC, 6457489]
[paragraph, [46.0, 609.0, 253.0, 18.0], shoonya_0sNK3NV3PEDZHC, 6457489]
[paragraph, [46.0, 627.0, 253.0, 18.0], shoonya_0sNK3NV3PEDZHC, 6457489]
[paragraph, [46.0, 645.0, 253.0, 18.0], shoonya_0sNK3NV3PEDZHC, 6457489]
[paragraph, [324.0, 326.0, 192.0, 18.0], vY40oAl5uN, 6457489]
[paragraph, [324.0, 344.0, 192.0, 18.0], vY40oAl5uN, 6457489]
[paragraph, [324.0, 362.0, 192.0, 18.0], vY40oAl5uN, 6457489]
[paragraph, [324.0, 380.0, 192.0, 18.0], vY40oAl5uN, 6457489]
[paragraph, [301.0, 400.0, 247.0, 18.0], xaejeXSuGI, 6457489]
[paragraph, [301.0, 418.0, 247.0, 18.0], xaejeXSuGI, 6457489]
[paragraph, [301.0, 436.0, 247.0, 18.0], xaejeXSuGI, 6457489]
[paragraph, [301.0, 454.0, 247.0, 18.0], xaejeXSuGI, 6457489]
[paragraph, [301.0, 487.0, 248.0, 18.0], jiu75NipZE, 6457489]
[paragraph, [301.0, 505.0, 248.0, 18.0], jiu75NipZE, 6457489]
[paragraph, [301.0, 523.0, 248.0, 18.0], jiu75NipZE, 6457489]
[paragraph, [326.0, 540.0, 167.0, 18.0], PaH8ZpphQx, 6457489]
[paragraph, [326.0, 558.0, 167.0, 18.0], PaH8ZpphQx, 6457489]
[paragraph, [326.0, 576.0, 167.0, 18.0], PaH8ZpphQx, 6457489]
[paragraph, [326.0, 594.0, 167.0, 18.0], PaH8ZpphQx, 6457489]
[paragraph, [327.0, 611.0, 185.0, 18.0], zWciBQ1nek, 6457489]
[paragraph, [327.0, 629.0, 185.0, 18.0], zWciBQ1nek, 6457489]
[paragraph, [327.0, 647.0, 185.0, 18.0], zWciBQ1nek, 6457489]
[paragraph, [327.0, 665.0, 185.0, 18.0], zWciBQ1nek, 6457489]
[paragraph, [44.0, 671.0, 251.0, 18.0], vfszZL4wxm, 6457489]
[paragraph, [44.0, 689.0, 251.0, 18.0], vfszZL4wxm, 6457489]
[paragraph, [44.0, 707.0, 251.0, 18.0], vfszZL4wxm, 6457489]
[paragraph, [44.0, 725.0, 251.0, 18.0], vfszZL4wxm, 6457489]
[paragraph, [324.0, 676.0, 161.0, 18.0], NfJA4ybNi5, 6457489]
[paragraph, [324.0, 694.0, 161.0, 18.0], NfJA4ybNi5, 6457489]
[reference, [297.0, 714.0, 254.0, 18.0], I7pRJz5-8q, 6457489]
[reference, [297.0, 732.0, 254.0, 18.0], I7pRJz5-8q, 6457489]
[reference, [297.0, 750.0, 254.0, 18.0], I7pRJz5-8q, 6457489]
[reference, [297.0, 768.0, 254.0, 18.0], I7pRJz5-8q, 6457489]
[reference, [297.0, 786.0, 254.0, 18.0], I7pRJz5-8q, 6457489]
[reference, [297.0, 804.0, 254.0, 18.0], I7pRJz5-8q, 6457489]
[reference, [38.0, 746.0, 261.0, 18.0], -0kbDWHIMm, 6457489]
[reference, [38.0, 764.0, 261.0, 18.0], -0kbDWHIMm, 6457489]
[reference, [38.0, 782.0, 261.0, 18.0], -0kbDWHIMm, 6457489]
[reference, [38.0, 800.0, 261.0, 18.0], -0kbDWHIMm, 6457489]
