[1267, 753]
[folio, [338.0, 75.0, 83.0, 18.0], shoonya_3sSGMHOI7W0BSK, 5699573]
[paragraph, [75.0, 945.0, 599.0, 18.0], shoonya_1sZKHBGYEM451W, 5699573]
[paragraph, [75.0, 963.0, 599.0, 18.0], shoonya_1sZKHBGYEM451W, 5699573]
[paragraph, [75.0, 981.0, 599.0, 18.0], shoonya_1sZKHBGYEM451W, 5699573]
[paragraph, [75.0, 999.0, 599.0, 18.0], shoonya_1sZKHBGYEM451W, 5699573]
[paragraph, [75.0, 1017.0, 599.0, 18.0], shoonya_1sZKHBGYEM451W, 5699573]
[paragraph, [75.0, 1035.0, 599.0, 18.0], shoonya_1sZKHBGYEM451W, 5699573]
[paragraph, [75.0, 1053.0, 599.0, 18.0], shoonya_1sZKHBGYEM451W, 5699573]
[paragraph, [75.0, 1071.0, 599.0, 18.0], shoonya_1sZKHBGYEM451W, 5699573]
[paragraph, [75.0, 1089.0, 599.0, 18.0], shoonya_1sZKHBGYEM451W, 5699573]
[paragraph, [75.0, 1107.0, 599.0, 18.0], shoonya_1sZKHBGYEM451W, 5699573]
[paragraph, [75.0, 1125.0, 599.0, 18.0], shoonya_1sZKHBGYEM451W, 5699573]
[paragraph, [75.0, 1143.0, 599.0, 18.0], shoonya_1sZKHBGYEM451W, 5699573]
[paragraph, [75.0, 1161.0, 599.0, 18.0], shoonya_1sZKHBGYEM451W, 5699573]
[paragraph, [75.0, 1179.0, 599.0, 18.0], shoonya_1sZKHBGYEM451W, 5699573]
