[1763, 1275]
[paragraph, [35.0, 78.0, 586.0, 36.0], shoonya_4sO32R37CONUU8, 5712401]
[paragraph, [26.0, 927.0, 599.0, 36.0], shoonya_0sJDT5LQ4N10VU, 5712401]
[paragraph, [26.0, 963.0, 599.0, 36.0], shoonya_0sJDT5LQ4N10VU, 5712401]
[paragraph, [26.0, 999.0, 599.0, 36.0], shoonya_0sJDT5LQ4N10VU, 5712401]
[paragraph, [26.0, 1035.0, 599.0, 36.0], shoonya_0sJDT5LQ4N10VU, 5712401]
[paragraph, [26.0, 1071.0, 599.0, 36.0], shoonya_0sJDT5LQ4N10VU, 5712401]
[paragraph, [26.0, 1107.0, 599.0, 36.0], shoonya_0sJDT5LQ4N10VU, 5712401]
[paragraph, [26.0, 1143.0, 599.0, 36.0], shoonya_0sJDT5LQ4N10VU, 5712401]
[paragraph, [26.0, 1179.0, 599.0, 36.0], shoonya_0sJDT5LQ4N10VU, 5712401]
[paragraph, [26.0, 1215.0, 599.0, 36.0], shoonya_0sJDT5LQ4N10VU, 5712401]
[paragraph, [26.0, 1251.0, 599.0, 36.0], shoonya_0sJDT5LQ4N10VU, 5712401]
[paragraph, [26.0, 1287.0, 599.0, 36.0], shoonya_0sJDT5LQ4N10VU, 5712401]
[paragraph, [26.0, 1323.0, 599.0, 36.0], shoonya_0sJDT5LQ4N10VU, 5712401]
[paragraph, [26.0, 1359.0, 599.0, 36.0], shoonya_0sJDT5LQ4N10VU, 5712401]
[paragraph, [30.0, 1470.0, 599.0, 36.0], shoonya_3sMICFE4MNIY2P, 5712401]
[paragraph, [30.0, 1506.0, 599.0, 36.0], shoonya_3sMICFE4MNIY2P, 5712401]
[paragraph, [30.0, 1542.0, 599.0, 36.0], shoonya_3sMICFE4MNIY2P, 5712401]
[paragraph, [30.0, 1578.0, 599.0, 36.0], shoonya_3sMICFE4MNIY2P, 5712401]
[paragraph, [30.0, 1614.0, 599.0, 36.0], shoonya_3sMICFE4MNIY2P, 5712401]
[folio, [13.0, 1692.0, 134.0, 36.0], 5q5TQlbAfD, 5712401]
