[1372, 849]
[section-title, [343.0, 71.0, 152.0, 30.0], KUSK0u4OLq, 5709850]
[paragraph, [50.0, 1111.0, 747.0, 18.0], shoonya_2sD13CERZOVSD3, 5709850]
[paragraph, [50.0, 1129.0, 747.0, 18.0], shoonya_2sD13CERZOVSD3, 5709850]
[paragraph, [50.0, 1147.0, 747.0, 18.0], shoonya_2sD13CERZOVSD3, 5709850]
[paragraph, [50.0, 1165.0, 747.0, 18.0], shoonya_2sD13CERZOVSD3, 5709850]
[paragraph, [50.0, 1183.0, 747.0, 18.0], shoonya_2sD13CERZOVSD3, 5709850]
[paragraph, [50.0, 1201.0, 747.0, 18.0], shoonya_2sD13CERZOVSD3, 5709850]
[paragraph, [50.0, 1219.0, 747.0, 18.0], shoonya_2sD13CERZOVSD3, 5709850]
[paragraph, [50.0, 1237.0, 747.0, 18.0], shoonya_2sD13CERZOVSD3, 5709850]
[paragraph, [50.0, 1255.0, 747.0, 18.0], shoonya_2sD13CERZOVSD3, 5709850]
[paragraph, [50.0, 1273.0, 747.0, 18.0], shoonya_2sD13CERZOVSD3, 5709850]
