[2339, 1653]
[paragraph, [323.0, 162.0, 1138.0, 36.0], shoonya_1sBVJMXOY24GVA, 5734190]
[paragraph, [325.0, 1769.0, 1136.0, 36.0], shoonya_2sN29CD2F4CQ3R, 5734190]
[paragraph, [325.0, 1805.0, 1136.0, 36.0], shoonya_2sN29CD2F4CQ3R, 5734190]
[paragraph, [325.0, 1841.0, 1136.0, 36.0], shoonya_2sN29CD2F4CQ3R, 5734190]
[paragraph, [325.0, 1877.0, 1136.0, 36.0], shoonya_2sN29CD2F4CQ3R, 5734190]
[paragraph, [325.0, 1913.0, 1136.0, 36.0], shoonya_2sN29CD2F4CQ3R, 5734190]
[paragraph, [325.0, 1949.0, 1136.0, 36.0], shoonya_2sN29CD2F4CQ3R, 5734190]
[paragraph, [325.0, 1985.0, 1136.0, 36.0], shoonya_2sN29CD2F4CQ3R, 5734190]
[paragraph, [325.0, 2021.0, 1136.0, 36.0], shoonya_2sN29CD2F4CQ3R, 5734190]
[paragraph, [325.0, 2057.0, 1136.0, 36.0], shoonya_2sN29CD2F4CQ3R, 5734190]
[folio, [800.0, 2153.0, 581.0, 36.0], jwKejvASiA, 5734190]
