[1725, 1313]
[paragraph, [653.0, 135.0, 535.0, 36.0], 39_7JBIvoj, 5771930]
[paragraph, [12167.0, 17357.0, 52599.0, 36.0], shoonya_1sAVTTG5Z1UAIE, 5771930]
[paragraph, [12167.0, 17393.0, 52599.0, 36.0], shoonya_1sAVTTG5Z1UAIE, 5771930]
[paragraph, [12167.0, 17429.0, 52599.0, 36.0], shoonya_1sAVTTG5Z1UAIE, 5771930]
[paragraph, [12167.0, 17465.0, 52599.0, 36.0], shoonya_1sAVTTG5Z1UAIE, 5771930]
[paragraph, [12167.0, 17501.0, 52599.0, 36.0], shoonya_1sAVTTG5Z1UAIE, 5771930]
[paragraph, [12167.0, 17537.0, 52599.0, 36.0], shoonya_1sAVTTG5Z1UAIE, 5771930]
[paragraph, [12167.0, 17573.0, 52599.0, 36.0], shoonya_1sAVTTG5Z1UAIE, 5771930]
[paragraph, [12167.0, 17609.0, 52599.0, 36.0], shoonya_1sAVTTG5Z1UAIE, 5771930]
[paragraph, [12167.0, 17645.0, 52599.0, 36.0], shoonya_1sAVTTG5Z1UAIE, 5771930]
[paragraph, [12167.0, 17681.0, 52599.0, 36.0], shoonya_1sAVTTG5Z1UAIE, 5771930]
[paragraph, [12167.0, 17717.0, 52599.0, 36.0], shoonya_1sAVTTG5Z1UAIE, 5771930]
[paragraph, [12167.0, 17753.0, 52599.0, 36.0], shoonya_1sAVTTG5Z1UAIE, 5771930]
[paragraph, [12167.0, 17789.0, 52599.0, 36.0], shoonya_1sAVTTG5Z1UAIE, 5771930]
[paragraph, [12167.0, 17825.0, 52599.0, 36.0], shoonya_1sAVTTG5Z1UAIE, 5771930]
[paragraph, [12167.0, 17861.0, 52599.0, 36.0], shoonya_1sAVTTG5Z1UAIE, 5771930]
[paragraph, [12167.0, 17897.0, 52599.0, 36.0], shoonya_1sAVTTG5Z1UAIE, 5771930]
[paragraph, [12167.0, 17933.0, 52599.0, 36.0], shoonya_1sAVTTG5Z1UAIE, 5771930]
[paragraph, [12167.0, 17969.0, 52599.0, 36.0], shoonya_1sAVTTG5Z1UAIE, 5771930]
[paragraph, [12167.0, 18005.0, 52599.0, 36.0], shoonya_1sAVTTG5Z1UAIE, 5771930]
[paragraph, [12167.0, 18041.0, 52599.0, 36.0], shoonya_1sAVTTG5Z1UAIE, 5771930]
[paragraph, [12167.0, 18077.0, 52599.0, 36.0], shoonya_1sAVTTG5Z1UAIE, 5771930]
[paragraph, [12167.0, 18113.0, 52599.0, 36.0], shoonya_1sAVTTG5Z1UAIE, 5771930]
