[1754, 1241]
[folio, [53.0, 88.0, 170.0, 36.0], shoonya_6sFZI8ODZS2I76, 6472190]
[paragraph, [627.0, 1279.0, 548.0, 36.0], ur-0fJf8NM, 6472190]
[paragraph, [627.0, 1315.0, 548.0, 36.0], ur-0fJf8NM, 6472190]
[paragraph, [627.0, 1351.0, 548.0, 36.0], ur-0fJf8NM, 6472190]
[paragraph, [627.0, 1387.0, 548.0, 36.0], ur-0fJf8NM, 6472190]
[paragraph, [627.0, 1423.0, 548.0, 36.0], ur-0fJf8NM, 6472190]
[paragraph, [627.0, 1459.0, 548.0, 36.0], ur-0fJf8NM, 6472190]
[paragraph, [627.0, 1495.0, 548.0, 36.0], ur-0fJf8NM, 6472190]
[paragraph, [627.0, 1531.0, 548.0, 36.0], ur-0fJf8NM, 6472190]
[paragraph, [67.0, 1473.0, 540.0, 36.0], shoonya_2sRFQ8B01CUCT8, 6472190]
[paragraph, [67.0, 1509.0, 540.0, 36.0], shoonya_2sRFQ8B01CUCT8, 6472190]
[paragraph, [67.0, 1545.0, 540.0, 36.0], shoonya_2sRFQ8B01CUCT8, 6472190]
[folio, [103.0, 1617.0, 100.0, 36.0], rvfTceLenr, 6472190]
