[2339, 1653]
[paragraph, [327.0, 164.0, 1106.0, 36.0], shoonya_4sXZ3U4LZ0XKOU, 5734507]
[paragraph, [325.0, 1378.0, 1132.0, 36.0], shoonya_0sAL8RWYC2PKO4, 5734507]
[paragraph, [325.0, 1414.0, 1132.0, 36.0], shoonya_0sAL8RWYC2PKO4, 5734507]
[paragraph, [325.0, 1450.0, 1132.0, 36.0], shoonya_0sAL8RWYC2PKO4, 5734507]
[paragraph, [325.0, 1486.0, 1132.0, 36.0], shoonya_0sAL8RWYC2PKO4, 5734507]
[paragraph, [325.0, 1522.0, 1132.0, 36.0], shoonya_0sAL8RWYC2PKO4, 5734507]
[paragraph, [325.0, 1558.0, 1132.0, 36.0], shoonya_0sAL8RWYC2PKO4, 5734507]
[paragraph, [325.0, 1594.0, 1132.0, 36.0], shoonya_0sAL8RWYC2PKO4, 5734507]
[paragraph, [325.0, 1630.0, 1132.0, 36.0], shoonya_0sAL8RWYC2PKO4, 5734507]
[paragraph, [325.0, 1666.0, 1132.0, 36.0], shoonya_0sAL8RWYC2PKO4, 5734507]
[paragraph, [325.0, 1702.0, 1132.0, 36.0], shoonya_0sAL8RWYC2PKO4, 5734507]
[paragraph, [325.0, 1738.0, 1132.0, 36.0], shoonya_0sAL8RWYC2PKO4, 5734507]
[paragraph, [325.0, 1774.0, 1132.0, 36.0], shoonya_0sAL8RWYC2PKO4, 5734507]
[paragraph, [325.0, 1810.0, 1132.0, 36.0], shoonya_0sAL8RWYC2PKO4, 5734507]
[paragraph, [325.0, 1846.0, 1132.0, 36.0], shoonya_0sAL8RWYC2PKO4, 5734507]
[paragraph, [325.0, 1882.0, 1132.0, 36.0], shoonya_0sAL8RWYC2PKO4, 5734507]
[paragraph, [325.0, 1918.0, 1132.0, 36.0], shoonya_0sAL8RWYC2PKO4, 5734507]
[paragraph, [325.0, 1954.0, 1132.0, 36.0], shoonya_0sAL8RWYC2PKO4, 5734507]
[paragraph, [325.0, 1990.0, 1132.0, 36.0], shoonya_0sAL8RWYC2PKO4, 5734507]
[paragraph, [325.0, 2026.0, 1132.0, 36.0], shoonya_0sAL8RWYC2PKO4, 5734507]
[paragraph, [325.0, 2062.0, 1132.0, 36.0], shoonya_0sAL8RWYC2PKO4, 5734507]
[folio, [1126.0, 2158.0, 279.0, 36.0], GuQl1-flwm, 5734507]
