[3509, 2480]
[paragraph, [312.0, 354.0, 1847.0, 52.5], shoonya_0sD9GRL4QPQQT8, 5724158]
[paragraph, [312.0, 2034.0, 1847.0, 52.5], shoonya_0sD9GRL4QPQQT8, 5724158]
[paragraph, [312.0, 2086.5, 1847.0, 52.5], shoonya_0sD9GRL4QPQQT8, 5724158]
[paragraph, [312.0, 2139.0, 1847.0, 52.5], shoonya_0sD9GRL4QPQQT8, 5724158]
[paragraph, [312.0, 2191.5, 1847.0, 52.5], shoonya_0sD9GRL4QPQQT8, 5724158]
[paragraph, [312.0, 2244.0, 1847.0, 52.5], shoonya_0sD9GRL4QPQQT8, 5724158]
[paragraph, [312.0, 2296.5, 1847.0, 52.5], shoonya_0sD9GRL4QPQQT8, 5724158]
[paragraph, [312.0, 2349.0, 1847.0, 52.5], shoonya_0sD9GRL4QPQQT8, 5724158]
[paragraph, [312.0, 2401.5, 1847.0, 52.5], shoonya_0sD9GRL4QPQQT8, 5724158]
[paragraph, [312.0, 2454.0, 1847.0, 52.5], shoonya_0sD9GRL4QPQQT8, 5724158]
[paragraph, [312.0, 2506.5, 1847.0, 52.5], shoonya_0sD9GRL4QPQQT8, 5724158]
[paragraph, [312.0, 2559.0, 1847.0, 52.5], shoonya_0sD9GRL4QPQQT8, 5724158]
[paragraph, [312.0, 2611.5, 1847.0, 52.5], shoonya_0sD9GRL4QPQQT8, 5724158]
[paragraph, [326.0, 2719.0, 1860.0, 52.5], shoonya_2sZ57DIG4WOOMB, 5724158]
[paragraph, [326.0, 2771.5, 1860.0, 52.5], shoonya_2sZ57DIG4WOOMB, 5724158]
[paragraph, [326.0, 2824.0, 1860.0, 52.5], shoonya_2sZ57DIG4WOOMB, 5724158]
[paragraph, [326.0, 2876.5, 1860.0, 52.5], shoonya_2sZ57DIG4WOOMB, 5724158]
[paragraph, [326.0, 2929.0, 1860.0, 52.5], shoonya_2sZ57DIG4WOOMB, 5724158]
[paragraph, [326.0, 2981.5, 1860.0, 52.5], shoonya_2sZ57DIG4WOOMB, 5724158]
[paragraph, [326.0, 3034.0, 1860.0, 52.5], shoonya_2sZ57DIG4WOOMB, 5724158]
[paragraph, [326.0, 3086.5, 1860.0, 52.5], shoonya_2sZ57DIG4WOOMB, 5724158]
