[2067, 1567]
[folio, [1106.0, 186.0, 267.0, 36.0], ZWSfADsF9b, 5735973]
[paragraph, [192.0, 1039.0, 579.0, 36.0], shoonya_3sQN6MRIS88M4N, 5735973]
[sidebar, [1410.0, 1076.0, 141.0, 36.0], gQeNxIYkqU, 5735973]
[paragraph, [792.0, 1088.0, 580.0, 36.0], NbLelG0avy, 5735973]
[paragraph, [792.0, 1124.0, 580.0, 36.0], NbLelG0avy, 5735973]
[paragraph, [792.0, 1160.0, 580.0, 36.0], NbLelG0avy, 5735973]
[paragraph, [792.0, 1196.0, 580.0, 36.0], NbLelG0avy, 5735973]
[paragraph, [792.0, 1232.0, 580.0, 36.0], NbLelG0avy, 5735973]
[paragraph, [792.0, 1268.0, 580.0, 36.0], NbLelG0avy, 5735973]
[paragraph, [792.0, 1304.0, 580.0, 36.0], NbLelG0avy, 5735973]
[paragraph, [792.0, 1340.0, 580.0, 36.0], NbLelG0avy, 5735973]
[paragraph, [792.0, 1376.0, 580.0, 36.0], NbLelG0avy, 5735973]
[paragraph, [792.0, 1412.0, 580.0, 36.0], NbLelG0avy, 5735973]
[paragraph, [792.0, 1448.0, 580.0, 36.0], NbLelG0avy, 5735973]
[paragraph, [188.0, 1096.0, 582.0, 36.0], A-4OJPK9YN, 5735973]
[paragraph, [188.0, 1132.0, 582.0, 36.0], A-4OJPK9YN, 5735973]
[paragraph, [188.0, 1168.0, 582.0, 36.0], A-4OJPK9YN, 5735973]
[paragraph, [188.0, 1204.0, 582.0, 36.0], A-4OJPK9YN, 5735973]
[paragraph, [188.0, 1240.0, 582.0, 36.0], A-4OJPK9YN, 5735973]
[paragraph, [188.0, 1276.0, 582.0, 36.0], A-4OJPK9YN, 5735973]
[paragraph, [188.0, 1312.0, 582.0, 36.0], A-4OJPK9YN, 5735973]
[paragraph, [188.0, 1348.0, 582.0, 36.0], A-4OJPK9YN, 5735973]
[paragraph, [188.0, 1384.0, 582.0, 36.0], A-4OJPK9YN, 5735973]
[paragraph, [188.0, 1420.0, 582.0, 36.0], A-4OJPK9YN, 5735973]
[paragraph, [188.0, 1456.0, 582.0, 36.0], A-4OJPK9YN, 5735973]
[paragraph, [188.0, 1492.0, 582.0, 36.0], A-4OJPK9YN, 5735973]
[paragraph, [188.0, 1528.0, 582.0, 36.0], A-4OJPK9YN, 5735973]
[paragraph, [188.0, 1564.0, 582.0, 36.0], A-4OJPK9YN, 5735973]
[paragraph, [188.0, 1600.0, 582.0, 36.0], A-4OJPK9YN, 5735973]
[paragraph, [786.0, 1490.0, 592.0, 36.0], FMnsNsB56t, 5735973]
[paragraph, [786.0, 1526.0, 592.0, 36.0], FMnsNsB56t, 5735973]
[paragraph, [786.0, 1562.0, 592.0, 36.0], FMnsNsB56t, 5735973]
[paragraph, [786.0, 1598.0, 592.0, 36.0], FMnsNsB56t, 5735973]
[paragraph, [786.0, 1634.0, 592.0, 36.0], FMnsNsB56t, 5735973]
[paragraph, [786.0, 1670.0, 592.0, 36.0], FMnsNsB56t, 5735973]
[paragraph, [786.0, 1706.0, 592.0, 36.0], FMnsNsB56t, 5735973]
[paragraph, [786.0, 1742.0, 592.0, 36.0], FMnsNsB56t, 5735973]
[paragraph, [190.0, 1670.0, 584.0, 36.0], N9G5Uhb6YK, 5735973]
[paragraph, [190.0, 1706.0, 584.0, 36.0], N9G5Uhb6YK, 5735973]
[paragraph, [190.0, 1742.0, 584.0, 36.0], N9G5Uhb6YK, 5735973]
[folio, [184.0, 1822.0, 240.0, 36.0], -I8qEpMtsO, 5735973]
