[1437, 878]
[folio, [350.0, 68.0, 168.0, 18.0], 9uvFwmUPz0, 5770152]
[paragraph, [73.0, 717.0, 359.0, 18.0], hhTQQNT4s3, 5770152]
[paragraph, [73.0, 735.0, 359.0, 18.0], hhTQQNT4s3, 5770152]
[paragraph, [73.0, 753.0, 359.0, 18.0], hhTQQNT4s3, 5770152]
[paragraph, [73.0, 771.0, 359.0, 18.0], hhTQQNT4s3, 5770152]
[paragraph, [73.0, 789.0, 359.0, 18.0], hhTQQNT4s3, 5770152]
[paragraph, [73.0, 807.0, 359.0, 18.0], hhTQQNT4s3, 5770152]
[paragraph, [73.0, 825.0, 359.0, 18.0], hhTQQNT4s3, 5770152]
[paragraph, [73.0, 843.0, 359.0, 18.0], hhTQQNT4s3, 5770152]
[paragraph, [73.0, 861.0, 359.0, 18.0], hhTQQNT4s3, 5770152]
[paragraph, [73.0, 879.0, 359.0, 18.0], hhTQQNT4s3, 5770152]
[paragraph, [73.0, 897.0, 359.0, 18.0], hhTQQNT4s3, 5770152]
[paragraph, [73.0, 915.0, 359.0, 18.0], hhTQQNT4s3, 5770152]
[paragraph, [73.0, 933.0, 359.0, 18.0], hhTQQNT4s3, 5770152]
[paragraph, [73.0, 951.0, 359.0, 18.0], hhTQQNT4s3, 5770152]
[section-title, [442.0, 453.0, 156.0, 30.0], 46zRaqSLec, 5770152]
[paragraph, [443.0, 494.0, 366.0, 18.0], LugyDQvcAY, 5770152]
[paragraph, [443.0, 512.0, 366.0, 18.0], LugyDQvcAY, 5770152]
[paragraph, [443.0, 530.0, 366.0, 18.0], LugyDQvcAY, 5770152]
[paragraph, [443.0, 548.0, 366.0, 18.0], LugyDQvcAY, 5770152]
[paragraph, [443.0, 566.0, 366.0, 18.0], LugyDQvcAY, 5770152]
[paragraph, [443.0, 584.0, 366.0, 18.0], LugyDQvcAY, 5770152]
[paragraph, [443.0, 602.0, 366.0, 18.0], LugyDQvcAY, 5770152]
[paragraph, [443.0, 620.0, 366.0, 18.0], LugyDQvcAY, 5770152]
[paragraph, [443.0, 638.0, 366.0, 18.0], LugyDQvcAY, 5770152]
[paragraph, [443.0, 656.0, 366.0, 18.0], LugyDQvcAY, 5770152]
[paragraph, [443.0, 674.0, 366.0, 18.0], LugyDQvcAY, 5770152]
[paragraph, [443.0, 692.0, 366.0, 18.0], LugyDQvcAY, 5770152]
[paragraph, [443.0, 710.0, 366.0, 18.0], LugyDQvcAY, 5770152]
[paragraph, [443.0, 728.0, 366.0, 18.0], LugyDQvcAY, 5770152]
[paragraph, [443.0, 746.0, 366.0, 18.0], LugyDQvcAY, 5770152]
[paragraph, [443.0, 764.0, 366.0, 18.0], LugyDQvcAY, 5770152]
[paragraph, [443.0, 782.0, 366.0, 18.0], LugyDQvcAY, 5770152]
[paragraph, [443.0, 800.0, 366.0, 18.0], LugyDQvcAY, 5770152]
[paragraph, [443.0, 818.0, 366.0, 18.0], LugyDQvcAY, 5770152]
[paragraph, [443.0, 836.0, 366.0, 18.0], LugyDQvcAY, 5770152]
[section-title, [443.0, 869.0, 166.0, 30.0], JnzJHRhODh, 5770152]
[paragraph, [446.0, 914.0, 357.0, 18.0], H5GERQmulx, 5770152]
[paragraph, [446.0, 932.0, 357.0, 18.0], H5GERQmulx, 5770152]
[paragraph, [446.0, 950.0, 357.0, 18.0], H5GERQmulx, 5770152]
[paragraph, [446.0, 968.0, 357.0, 18.0], H5GERQmulx, 5770152]
[paragraph, [446.0, 986.0, 357.0, 18.0], H5GERQmulx, 5770152]
[paragraph, [446.0, 1004.0, 357.0, 18.0], H5GERQmulx, 5770152]
[paragraph, [446.0, 1022.0, 357.0, 18.0], H5GERQmulx, 5770152]
[paragraph, [446.0, 1040.0, 357.0, 18.0], H5GERQmulx, 5770152]
[paragraph, [446.0, 1058.0, 357.0, 18.0], H5GERQmulx, 5770152]
[paragraph, [446.0, 1076.0, 357.0, 18.0], H5GERQmulx, 5770152]
[paragraph, [446.0, 1094.0, 357.0, 18.0], H5GERQmulx, 5770152]
[paragraph, [446.0, 1112.0, 357.0, 18.0], H5GERQmulx, 5770152]
[paragraph, [446.0, 1130.0, 357.0, 18.0], H5GERQmulx, 5770152]
[paragraph, [446.0, 1148.0, 357.0, 18.0], H5GERQmulx, 5770152]
[paragraph, [446.0, 1166.0, 357.0, 18.0], H5GERQmulx, 5770152]
[paragraph, [446.0, 1184.0, 357.0, 18.0], H5GERQmulx, 5770152]
[paragraph, [446.0, 1202.0, 357.0, 18.0], H5GERQmulx, 5770152]
[paragraph, [446.0, 1220.0, 357.0, 18.0], H5GERQmulx, 5770152]
[paragraph, [446.0, 1238.0, 357.0, 18.0], H5GERQmulx, 5770152]
[paragraph, [446.0, 1256.0, 357.0, 18.0], H5GERQmulx, 5770152]
[paragraph, [446.0, 1274.0, 357.0, 18.0], H5GERQmulx, 5770152]
[paragraph, [446.0, 1292.0, 357.0, 18.0], H5GERQmulx, 5770152]
[paragraph, [446.0, 1310.0, 357.0, 18.0], H5GERQmulx, 5770152]
[section-title, [69.0, 970.0, 133.0, 30.0], LvZpcKLzBx, 5770152]
[paragraph, [86.0, 1005.0, 354.0, 18.0], 4L6BmjKhDa, 5770152]
[paragraph, [86.0, 1023.0, 354.0, 18.0], 4L6BmjKhDa, 5770152]
[paragraph, [86.0, 1041.0, 354.0, 18.0], 4L6BmjKhDa, 5770152]
[paragraph, [86.0, 1059.0, 354.0, 18.0], 4L6BmjKhDa, 5770152]
[paragraph, [86.0, 1077.0, 354.0, 18.0], 4L6BmjKhDa, 5770152]
[paragraph, [86.0, 1095.0, 354.0, 18.0], 4L6BmjKhDa, 5770152]
[paragraph, [86.0, 1113.0, 354.0, 18.0], 4L6BmjKhDa, 5770152]
[paragraph, [86.0, 1131.0, 354.0, 18.0], 4L6BmjKhDa, 5770152]
[paragraph, [86.0, 1149.0, 354.0, 18.0], 4L6BmjKhDa, 5770152]
[paragraph, [86.0, 1167.0, 354.0, 18.0], 4L6BmjKhDa, 5770152]
[paragraph, [86.0, 1185.0, 354.0, 18.0], 4L6BmjKhDa, 5770152]
[paragraph, [86.0, 1203.0, 354.0, 18.0], 4L6BmjKhDa, 5770152]
[paragraph, [86.0, 1221.0, 354.0, 18.0], 4L6BmjKhDa, 5770152]
[paragraph, [86.0, 1239.0, 354.0, 18.0], 4L6BmjKhDa, 5770152]
[paragraph, [86.0, 1257.0, 354.0, 18.0], 4L6BmjKhDa, 5770152]
[paragraph, [86.0, 1275.0, 354.0, 18.0], 4L6BmjKhDa, 5770152]
[paragraph, [86.0, 1293.0, 354.0, 18.0], 4L6BmjKhDa, 5770152]
[paragraph, [86.0, 1311.0, 354.0, 18.0], 4L6BmjKhDa, 5770152]
