[1468, 909]
[folio, [380.0, 85.0, 154.0, 18.0], ZuhlAgYGvh, 5769993]
[paragraph, [88.0, 1199.0, 357.0, 18.0], gw--SUvKS4, 5769993]
[paragraph, [88.0, 1217.0, 357.0, 18.0], gw--SUvKS4, 5769993]
[paragraph, [88.0, 1235.0, 357.0, 18.0], gw--SUvKS4, 5769993]
[paragraph, [89.0, 1254.0, 360.0, 18.0], I-8aNmnsbQ, 5769993]
[paragraph, [89.0, 1272.0, 360.0, 18.0], I-8aNmnsbQ, 5769993]
[paragraph, [89.0, 1290.0, 360.0, 18.0], I-8aNmnsbQ, 5769993]
[paragraph, [89.0, 1308.0, 360.0, 18.0], I-8aNmnsbQ, 5769993]
[paragraph, [89.0, 1326.0, 360.0, 18.0], I-8aNmnsbQ, 5769993]
[footnote, [144.0, 1348.0, 477.0, 18.0], JzmH8P4NFq, 5769993]
[footnote, [144.0, 1366.0, 477.0, 18.0], JzmH8P4NFq, 5769993]
