[792, 612]
[paragraph, [61.0, 54.0, 158.0, 18.0], shoonya_0sAU4G1QFDRZW6, 6515164]
[paragraph, [392.0, 378.0, 158.0, 18.0], shoonya_4sRU9MBHVV3WD4, 6515164]
[paragraph, [392.0, 396.0, 158.0, 18.0], shoonya_4sRU9MBHVV3WD4, 6515164]
[paragraph, [392.0, 414.0, 158.0, 18.0], shoonya_4sRU9MBHVV3WD4, 6515164]
[paragraph, [392.0, 432.0, 158.0, 18.0], shoonya_4sRU9MBHVV3WD4, 6515164]
[paragraph, [392.0, 450.0, 158.0, 18.0], shoonya_4sRU9MBHVV3WD4, 6515164]
[paragraph, [392.0, 468.0, 158.0, 18.0], shoonya_4sRU9MBHVV3WD4, 6515164]
[paragraph, [392.0, 486.0, 158.0, 18.0], shoonya_4sRU9MBHVV3WD4, 6515164]
[paragraph, [392.0, 504.0, 158.0, 18.0], shoonya_4sRU9MBHVV3WD4, 6515164]
[paragraph, [392.0, 522.0, 158.0, 18.0], shoonya_4sRU9MBHVV3WD4, 6515164]
[paragraph, [392.0, 540.0, 158.0, 18.0], shoonya_4sRU9MBHVV3WD4, 6515164]
[paragraph, [392.0, 558.0, 158.0, 18.0], shoonya_4sRU9MBHVV3WD4, 6515164]
[paragraph, [392.0, 576.0, 158.0, 18.0], shoonya_4sRU9MBHVV3WD4, 6515164]
[paragraph, [392.0, 594.0, 158.0, 18.0], shoonya_4sRU9MBHVV3WD4, 6515164]
[paragraph, [62.0, 324.0, 159.0, 18.0], shoonya_2sFEK75HTLNNV2, 6515164]
[paragraph, [62.0, 342.0, 159.0, 18.0], shoonya_2sFEK75HTLNNV2, 6515164]
[paragraph, [62.0, 360.0, 159.0, 18.0], shoonya_2sFEK75HTLNNV2, 6515164]
[paragraph, [62.0, 378.0, 159.0, 18.0], shoonya_2sFEK75HTLNNV2, 6515164]
[paragraph, [62.0, 396.0, 159.0, 18.0], shoonya_2sFEK75HTLNNV2, 6515164]
[paragraph, [62.0, 414.0, 159.0, 18.0], shoonya_2sFEK75HTLNNV2, 6515164]
[paragraph, [62.0, 432.0, 159.0, 18.0], shoonya_2sFEK75HTLNNV2, 6515164]
[paragraph, [62.0, 450.0, 159.0, 18.0], shoonya_2sFEK75HTLNNV2, 6515164]
[paragraph, [62.0, 468.0, 159.0, 18.0], shoonya_2sFEK75HTLNNV2, 6515164]
[paragraph, [62.0, 486.0, 159.0, 18.0], shoonya_2sFEK75HTLNNV2, 6515164]
[paragraph, [62.0, 504.0, 159.0, 18.0], shoonya_2sFEK75HTLNNV2, 6515164]
[paragraph, [62.0, 522.0, 159.0, 18.0], shoonya_2sFEK75HTLNNV2, 6515164]
[paragraph, [62.0, 540.0, 159.0, 18.0], shoonya_2sFEK75HTLNNV2, 6515164]
[paragraph, [62.0, 558.0, 159.0, 18.0], shoonya_2sFEK75HTLNNV2, 6515164]
[paragraph, [62.0, 576.0, 159.0, 18.0], shoonya_2sFEK75HTLNNV2, 6515164]
[paragraph, [62.0, 594.0, 159.0, 18.0], shoonya_2sFEK75HTLNNV2, 6515164]
[paragraph, [62.0, 612.0, 159.0, 18.0], shoonya_2sFEK75HTLNNV2, 6515164]
[paragraph, [62.0, 630.0, 159.0, 18.0], shoonya_2sFEK75HTLNNV2, 6515164]
[paragraph, [62.0, 648.0, 159.0, 18.0], shoonya_2sFEK75HTLNNV2, 6515164]
[paragraph, [62.0, 666.0, 159.0, 18.0], shoonya_2sFEK75HTLNNV2, 6515164]
[paragraph, [62.0, 684.0, 159.0, 18.0], shoonya_2sFEK75HTLNNV2, 6515164]
[paragraph, [227.0, 464.0, 158.0, 18.0], shoonya_5s436V8SLD43P9, 6515164]
[paragraph, [227.0, 482.0, 158.0, 18.0], shoonya_5s436V8SLD43P9, 6515164]
[paragraph, [227.0, 500.0, 158.0, 18.0], shoonya_5s436V8SLD43P9, 6515164]
[paragraph, [227.0, 518.0, 158.0, 18.0], shoonya_5s436V8SLD43P9, 6515164]
[paragraph, [227.0, 536.0, 158.0, 18.0], shoonya_5s436V8SLD43P9, 6515164]
[paragraph, [227.0, 554.0, 158.0, 18.0], shoonya_5s436V8SLD43P9, 6515164]
[paragraph, [227.0, 572.0, 158.0, 18.0], shoonya_5s436V8SLD43P9, 6515164]
[paragraph, [227.0, 590.0, 158.0, 18.0], shoonya_5s436V8SLD43P9, 6515164]
[paragraph, [227.0, 608.0, 158.0, 18.0], shoonya_5s436V8SLD43P9, 6515164]
[paragraph, [227.0, 626.0, 158.0, 18.0], shoonya_5s436V8SLD43P9, 6515164]
[paragraph, [227.0, 644.0, 158.0, 18.0], shoonya_5s436V8SLD43P9, 6515164]
[paragraph, [227.0, 662.0, 158.0, 18.0], shoonya_5s436V8SLD43P9, 6515164]
[paragraph, [227.0, 680.0, 158.0, 18.0], shoonya_5s436V8SLD43P9, 6515164]
[paragraph, [227.0, 698.0, 158.0, 18.0], shoonya_5s436V8SLD43P9, 6515164]
[paragraph, [391.0, 620.0, 160.0, 18.0], shoonya_1sD02PSSUYLJEV, 6515164]
[paragraph, [391.0, 638.0, 160.0, 18.0], shoonya_1sD02PSSUYLJEV, 6515164]
[paragraph, [391.0, 656.0, 160.0, 18.0], shoonya_1sD02PSSUYLJEV, 6515164]
[paragraph, [391.0, 674.0, 160.0, 18.0], shoonya_1sD02PSSUYLJEV, 6515164]
[paragraph, [391.0, 692.0, 160.0, 18.0], shoonya_1sD02PSSUYLJEV, 6515164]
