[1468, 909]
[folio, [385.0, 88.0, 149.0, 18.0], G8H2NwE9Lm, 5770268]
[paragraph, [82.0, 1256.0, 371.0, 18.0], ctR9DhCp3r, 5770268]
[paragraph, [82.0, 1274.0, 371.0, 18.0], ctR9DhCp3r, 5770268]
[paragraph, [82.0, 1292.0, 371.0, 18.0], ctR9DhCp3r, 5770268]
[paragraph, [82.0, 1310.0, 371.0, 18.0], ctR9DhCp3r, 5770268]
[paragraph, [82.0, 1328.0, 371.0, 18.0], ctR9DhCp3r, 5770268]
[paragraph, [465.0, 1253.0, 369.0, 18.0], KoXmB_UKVN, 5770268]
[paragraph, [465.0, 1271.0, 369.0, 18.0], KoXmB_UKVN, 5770268]
[paragraph, [465.0, 1289.0, 369.0, 18.0], KoXmB_UKVN, 5770268]
[paragraph, [465.0, 1307.0, 369.0, 18.0], KoXmB_UKVN, 5770268]
[paragraph, [465.0, 1325.0, 369.0, 18.0], KoXmB_UKVN, 5770268]
