[2339, 1654]
[folio, [1284.0, 47.0, 253.0, 36.0], H59IVppNdT, 5750443]
[paragraph, [75.0, 1206.0, 1440.0, 36.0], shoonya_1sQ2IAOKNVO5IO, 5750443]
[paragraph, [75.0, 1242.0, 1440.0, 36.0], shoonya_1sQ2IAOKNVO5IO, 5750443]
[paragraph, [75.0, 1278.0, 1440.0, 36.0], shoonya_1sQ2IAOKNVO5IO, 5750443]
[paragraph, [75.0, 1314.0, 1440.0, 36.0], shoonya_1sQ2IAOKNVO5IO, 5750443]
[paragraph, [75.0, 1350.0, 1440.0, 36.0], shoonya_1sQ2IAOKNVO5IO, 5750443]
[paragraph, [75.0, 1386.0, 1440.0, 36.0], shoonya_1sQ2IAOKNVO5IO, 5750443]
[paragraph, [75.0, 1422.0, 1440.0, 36.0], shoonya_1sQ2IAOKNVO5IO, 5750443]
[paragraph, [75.0, 1458.0, 1440.0, 36.0], shoonya_1sQ2IAOKNVO5IO, 5750443]
[paragraph, [75.0, 1494.0, 1440.0, 36.0], shoonya_1sQ2IAOKNVO5IO, 5750443]
[paragraph, [75.0, 1530.0, 1440.0, 36.0], shoonya_1sQ2IAOKNVO5IO, 5750443]
[paragraph, [75.0, 1566.0, 1440.0, 36.0], shoonya_1sQ2IAOKNVO5IO, 5750443]
[paragraph, [75.0, 1602.0, 1440.0, 36.0], shoonya_1sQ2IAOKNVO5IO, 5750443]
[paragraph, [75.0, 1638.0, 1440.0, 36.0], shoonya_1sQ2IAOKNVO5IO, 5750443]
[paragraph, [75.0, 1674.0, 1440.0, 36.0], shoonya_1sQ2IAOKNVO5IO, 5750443]
[paragraph, [75.0, 1710.0, 1440.0, 36.0], shoonya_1sQ2IAOKNVO5IO, 5750443]
[paragraph, [75.0, 1746.0, 1440.0, 36.0], shoonya_1sQ2IAOKNVO5IO, 5750443]
[paragraph, [75.0, 1782.0, 1440.0, 36.0], shoonya_1sQ2IAOKNVO5IO, 5750443]
[paragraph, [75.0, 1818.0, 1440.0, 36.0], shoonya_1sQ2IAOKNVO5IO, 5750443]
[paragraph, [75.0, 1854.0, 1440.0, 36.0], shoonya_1sQ2IAOKNVO5IO, 5750443]
[paragraph, [75.0, 1890.0, 1440.0, 36.0], shoonya_1sQ2IAOKNVO5IO, 5750443]
[paragraph, [75.0, 1926.0, 1440.0, 36.0], shoonya_1sQ2IAOKNVO5IO, 5750443]
[paragraph, [75.0, 1962.0, 1440.0, 36.0], shoonya_1sQ2IAOKNVO5IO, 5750443]
[paragraph, [75.0, 1998.0, 1440.0, 36.0], shoonya_1sQ2IAOKNVO5IO, 5750443]
[paragraph, [75.0, 2034.0, 1440.0, 36.0], shoonya_1sQ2IAOKNVO5IO, 5750443]
[paragraph, [75.0, 2070.0, 1440.0, 36.0], shoonya_1sQ2IAOKNVO5IO, 5750443]
[paragraph, [75.0, 2106.0, 1440.0, 36.0], shoonya_1sQ2IAOKNVO5IO, 5750443]
[paragraph, [75.0, 2142.0, 1440.0, 36.0], shoonya_1sQ2IAOKNVO5IO, 5750443]
[paragraph, [75.0, 2178.0, 1440.0, 36.0], shoonya_1sQ2IAOKNVO5IO, 5750443]
[paragraph, [75.0, 2214.0, 1440.0, 36.0], shoonya_1sQ2IAOKNVO5IO, 5750443]
