[7016, 4961]
[headline, [284.0, 37.0, 4434.0, 52.5], dVqt5QGB4k, 6473924]
[paragraph, [365.0, 4249.5, 575.0, 52.5], yN2Z99kVzQ, 6473924]
[paragraph, [365.0, 4302.0, 575.0, 52.5], yN2Z99kVzQ, 6473924]
[paragraph, [365.0, 4354.5, 575.0, 52.5], yN2Z99kVzQ, 6473924]
[paragraph, [365.0, 4407.0, 575.0, 52.5], yN2Z99kVzQ, 6473924]
[paragraph, [365.0, 4459.5, 575.0, 52.5], yN2Z99kVzQ, 6473924]
[paragraph, [365.0, 4512.0, 575.0, 52.5], yN2Z99kVzQ, 6473924]
[paragraph, [365.0, 4564.5, 575.0, 52.5], yN2Z99kVzQ, 6473924]
[paragraph, [365.0, 4617.0, 575.0, 52.5], yN2Z99kVzQ, 6473924]
[paragraph, [365.0, 4669.5, 575.0, 52.5], yN2Z99kVzQ, 6473924]
[paragraph, [365.0, 4722.0, 575.0, 52.5], yN2Z99kVzQ, 6473924]
[paragraph, [1981.0, 5845.0, 774.0, 52.5], tf60M8z-4Y, 6473924]
[paragraph, [1981.0, 5897.5, 774.0, 52.5], tf60M8z-4Y, 6473924]
[paragraph, [1981.0, 5950.0, 774.0, 52.5], tf60M8z-4Y, 6473924]
[paragraph, [1981.0, 6002.5, 774.0, 52.5], tf60M8z-4Y, 6473924]
[paragraph, [1981.0, 6055.0, 774.0, 52.5], tf60M8z-4Y, 6473924]
[paragraph, [1981.0, 6107.5, 774.0, 52.5], tf60M8z-4Y, 6473924]
[paragraph, [1981.0, 6160.0, 774.0, 52.5], tf60M8z-4Y, 6473924]
[paragraph, [1981.0, 6212.5, 774.0, 52.5], tf60M8z-4Y, 6473924]
[paragraph, [1981.0, 6265.0, 774.0, 52.5], tf60M8z-4Y, 6473924]
[paragraph, [1981.0, 6317.5, 774.0, 52.5], tf60M8z-4Y, 6473924]
[paragraph, [1981.0, 6370.0, 774.0, 52.5], tf60M8z-4Y, 6473924]
[paragraph, [507.0, 6149.0, 1090.0, 52.5], ALotskIXMr, 6473924]
[paragraph, [507.0, 6201.5, 1090.0, 52.5], ALotskIXMr, 6473924]
[paragraph, [507.0, 6254.0, 1090.0, 52.5], ALotskIXMr, 6473924]
[paragraph, [507.0, 6306.5, 1090.0, 52.5], ALotskIXMr, 6473924]
[paragraph, [507.0, 6359.0, 1090.0, 52.5], ALotskIXMr, 6473924]
[paragraph, [507.0, 6411.5, 1090.0, 52.5], ALotskIXMr, 6473924]
