[2200, 1700]
[paragraph, [886.0, 193.0, 677.0, 36.0], kiw8NMY5kz, 5753145]
[paragraph, [125.0, 1337.0, 673.0, 36.0], shoonya_8s46IY5MPS02YM, 5753145]
[paragraph, [125.0, 1373.0, 673.0, 36.0], shoonya_8s46IY5MPS02YM, 5753145]
[paragraph, [125.0, 1409.0, 673.0, 36.0], shoonya_8s46IY5MPS02YM, 5753145]
[paragraph, [125.0, 1445.0, 673.0, 36.0], shoonya_8s46IY5MPS02YM, 5753145]
[paragraph, [125.0, 1481.0, 673.0, 36.0], shoonya_8s46IY5MPS02YM, 5753145]
[paragraph, [125.0, 1517.0, 673.0, 36.0], shoonya_8s46IY5MPS02YM, 5753145]
[paragraph, [903.0, 1558.0, 304.0, 36.0], shoonya_9s2LQCACGY7PZ2, 5753145]
[paragraph, [140.0, 1576.0, 665.0, 36.0], shoonya_0sUD7JHUDA1D6A, 5753145]
[paragraph, [140.0, 1612.0, 665.0, 36.0], shoonya_0sUD7JHUDA1D6A, 5753145]
[paragraph, [140.0, 1648.0, 665.0, 36.0], shoonya_0sUD7JHUDA1D6A, 5753145]
[paragraph, [140.0, 1684.0, 665.0, 36.0], shoonya_0sUD7JHUDA1D6A, 5753145]
[paragraph, [140.0, 1720.0, 665.0, 36.0], shoonya_0sUD7JHUDA1D6A, 5753145]
[paragraph, [140.0, 1756.0, 665.0, 36.0], shoonya_0sUD7JHUDA1D6A, 5753145]
[paragraph, [140.0, 1792.0, 665.0, 36.0], shoonya_0sUD7JHUDA1D6A, 5753145]
[paragraph, [140.0, 1828.0, 665.0, 36.0], shoonya_0sUD7JHUDA1D6A, 5753145]
[paragraph, [140.0, 1864.0, 665.0, 36.0], shoonya_0sUD7JHUDA1D6A, 5753145]
[paragraph, [140.0, 1900.0, 665.0, 36.0], shoonya_0sUD7JHUDA1D6A, 5753145]
[paragraph, [140.0, 1936.0, 665.0, 36.0], shoonya_0sUD7JHUDA1D6A, 5753145]
[paragraph, [140.0, 1972.0, 665.0, 36.0], shoonya_0sUD7JHUDA1D6A, 5753145]
[paragraph, [894.0, 1627.0, 675.0, 36.0], zjkxZ1wt9k, 5753145]
[paragraph, [894.0, 1663.0, 675.0, 36.0], zjkxZ1wt9k, 5753145]
[paragraph, [892.0, 1746.0, 677.0, 36.0], TkvaNvmxeE, 5753145]
[paragraph, [892.0, 1782.0, 677.0, 36.0], TkvaNvmxeE, 5753145]
[paragraph, [892.0, 1818.0, 677.0, 36.0], TkvaNvmxeE, 5753145]
[paragraph, [892.0, 1854.0, 677.0, 36.0], TkvaNvmxeE, 5753145]
[paragraph, [892.0, 1890.0, 677.0, 36.0], TkvaNvmxeE, 5753145]
[paragraph, [892.0, 1926.0, 677.0, 36.0], TkvaNvmxeE, 5753145]
[paragraph, [892.0, 1962.0, 677.0, 36.0], TkvaNvmxeE, 5753145]
