[1754, 1241]
[headline, [476.0, 254.0, 291.0, 37.5], shoonya_7sKGAMN7JGF4YA, 6472818]
[paragraph, [173.0, 1156.0, 442.0, 36.0], shoonya_4sS9EGJ1PU4IFZ, 6472818]
[paragraph, [173.0, 1192.0, 442.0, 36.0], shoonya_4sS9EGJ1PU4IFZ, 6472818]
[paragraph, [173.0, 1228.0, 442.0, 36.0], shoonya_4sS9EGJ1PU4IFZ, 6472818]
[paragraph, [175.0, 1294.0, 438.0, 36.0], shoonya_3sDI60U5SBGG2Z, 6472818]
[paragraph, [175.0, 1330.0, 438.0, 36.0], shoonya_3sDI60U5SBGG2Z, 6472818]
[paragraph, [175.0, 1366.0, 438.0, 36.0], shoonya_3sDI60U5SBGG2Z, 6472818]
[paragraph, [175.0, 1402.0, 438.0, 36.0], shoonya_3sDI60U5SBGG2Z, 6472818]
[paragraph, [175.0, 1438.0, 438.0, 36.0], shoonya_3sDI60U5SBGG2Z, 6472818]
[paragraph, [175.0, 1474.0, 438.0, 36.0], shoonya_3sDI60U5SBGG2Z, 6472818]
[paragraph, [626.0, 1372.0, 441.0, 36.0], shoonya_14sTKZ99SI6SNP, 6472818]
[paragraph, [626.0, 1408.0, 441.0, 36.0], shoonya_14sTKZ99SI6SNP, 6472818]
[paragraph, [626.0, 1444.0, 441.0, 36.0], shoonya_14sTKZ99SI6SNP, 6472818]
