[1034, 680]
[folio, [232.0, 66.0, 216.0, 18.0], shoonya_0s8S7LZMWNN7R7, 5739852]
[sub-ordered-list, [100.0, 433.0, 509.0, 18.0], vqXmt8sr5y, 5739852]
[sub-ordered-list, [100.0, 451.0, 509.0, 18.0], vqXmt8sr5y, 5739852]
[sub-ordered-list, [100.0, 469.0, 509.0, 18.0], vqXmt8sr5y, 5739852]
[sub-ordered-list, [100.0, 487.0, 509.0, 18.0], vqXmt8sr5y, 5739852]
[sub-ordered-list, [100.0, 505.0, 509.0, 18.0], vqXmt8sr5y, 5739852]
[sub-ordered-list, [100.0, 523.0, 509.0, 18.0], vqXmt8sr5y, 5739852]
[sub-ordered-list, [100.0, 541.0, 509.0, 18.0], vqXmt8sr5y, 5739852]
[sub-ordered-list, [100.0, 559.0, 509.0, 18.0], vqXmt8sr5y, 5739852]
[sub-ordered-list, [100.0, 577.0, 509.0, 18.0], vqXmt8sr5y, 5739852]
[sub-ordered-list, [100.0, 595.0, 509.0, 18.0], vqXmt8sr5y, 5739852]
[sub-ordered-list, [100.0, 613.0, 509.0, 18.0], vqXmt8sr5y, 5739852]
[sub-ordered-list, [100.0, 631.0, 509.0, 18.0], vqXmt8sr5y, 5739852]
[sub-ordered-list, [100.0, 649.0, 509.0, 18.0], vqXmt8sr5y, 5739852]
[sub-ordered-list, [100.0, 667.0, 509.0, 18.0], vqXmt8sr5y, 5739852]
[sub-ordered-list, [100.0, 685.0, 509.0, 18.0], vqXmt8sr5y, 5739852]
[sub-ordered-list, [100.0, 703.0, 509.0, 18.0], vqXmt8sr5y, 5739852]
[sub-ordered-list, [100.0, 721.0, 509.0, 18.0], vqXmt8sr5y, 5739852]
[sub-ordered-list, [100.0, 739.0, 509.0, 18.0], vqXmt8sr5y, 5739852]
[sub-ordered-list, [100.0, 757.0, 509.0, 18.0], vqXmt8sr5y, 5739852]
[sub-ordered-list, [100.0, 775.0, 509.0, 18.0], vqXmt8sr5y, 5739852]
[sub-ordered-list, [100.0, 793.0, 509.0, 18.0], vqXmt8sr5y, 5739852]
[sub-ordered-list, [100.0, 811.0, 509.0, 18.0], vqXmt8sr5y, 5739852]
[sub-ordered-list, [100.0, 829.0, 509.0, 18.0], vqXmt8sr5y, 5739852]
[sub-ordered-list, [100.0, 847.0, 509.0, 18.0], vqXmt8sr5y, 5739852]
[sub-ordered-list, [100.0, 865.0, 509.0, 18.0], vqXmt8sr5y, 5739852]
[sub-ordered-list, [100.0, 883.0, 509.0, 18.0], vqXmt8sr5y, 5739852]
[sub-ordered-list, [100.0, 901.0, 509.0, 18.0], vqXmt8sr5y, 5739852]
[sub-ordered-list, [100.0, 919.0, 509.0, 18.0], vqXmt8sr5y, 5739852]
[sub-ordered-list, [100.0, 937.0, 509.0, 18.0], vqXmt8sr5y, 5739852]
[sub-ordered-list, [100.0, 955.0, 509.0, 18.0], vqXmt8sr5y, 5739852]
