[2339, 1656]
[paragraph, [808.0, 76.0, 728.0, 36.0], shoonya_3sQKXYP92F2E88, 5749985]
[paragraph, [86.0, 1485.0, 711.0, 36.0], shoonya_1sIJRS7PACWERN, 5749985]
[paragraph, [86.0, 1521.0, 711.0, 36.0], shoonya_1sIJRS7PACWERN, 5749985]
[paragraph, [86.0, 1557.0, 711.0, 36.0], shoonya_1sIJRS7PACWERN, 5749985]
[paragraph, [86.0, 1593.0, 711.0, 36.0], shoonya_1sIJRS7PACWERN, 5749985]
[paragraph, [86.0, 1629.0, 711.0, 36.0], shoonya_1sIJRS7PACWERN, 5749985]
[paragraph, [86.0, 1665.0, 711.0, 36.0], shoonya_1sIJRS7PACWERN, 5749985]
[paragraph, [828.0, 1321.0, 715.0, 36.0], shoonya_0sN6VV3KQSAKMG, 5749985]
[paragraph, [828.0, 1357.0, 715.0, 36.0], shoonya_0sN6VV3KQSAKMG, 5749985]
[paragraph, [828.0, 1393.0, 715.0, 36.0], shoonya_0sN6VV3KQSAKMG, 5749985]
[paragraph, [828.0, 1429.0, 715.0, 36.0], shoonya_0sN6VV3KQSAKMG, 5749985]
[paragraph, [828.0, 1465.0, 715.0, 36.0], shoonya_0sN6VV3KQSAKMG, 5749985]
[paragraph, [828.0, 1501.0, 715.0, 36.0], shoonya_0sN6VV3KQSAKMG, 5749985]
[paragraph, [828.0, 1537.0, 715.0, 36.0], shoonya_0sN6VV3KQSAKMG, 5749985]
[paragraph, [828.0, 1573.0, 715.0, 36.0], shoonya_0sN6VV3KQSAKMG, 5749985]
[paragraph, [828.0, 1609.0, 715.0, 36.0], shoonya_0sN6VV3KQSAKMG, 5749985]
[paragraph, [828.0, 1645.0, 715.0, 36.0], shoonya_0sN6VV3KQSAKMG, 5749985]
[paragraph, [828.0, 1681.0, 715.0, 36.0], shoonya_0sN6VV3KQSAKMG, 5749985]
[paragraph, [828.0, 1717.0, 715.0, 36.0], shoonya_0sN6VV3KQSAKMG, 5749985]
[paragraph, [828.0, 1753.0, 715.0, 36.0], shoonya_0sN6VV3KQSAKMG, 5749985]
[paragraph, [83.0, 1708.0, 728.0, 36.0], tu57OG0zHt, 5749985]
[paragraph, [83.0, 1744.0, 728.0, 36.0], tu57OG0zHt, 5749985]
[paragraph, [83.0, 1780.0, 728.0, 36.0], tu57OG0zHt, 5749985]
[paragraph, [83.0, 1816.0, 728.0, 36.0], tu57OG0zHt, 5749985]
[paragraph, [83.0, 1852.0, 728.0, 36.0], tu57OG0zHt, 5749985]
[paragraph, [83.0, 1888.0, 728.0, 36.0], tu57OG0zHt, 5749985]
[paragraph, [83.0, 1924.0, 728.0, 36.0], tu57OG0zHt, 5749985]
[paragraph, [83.0, 1960.0, 728.0, 36.0], tu57OG0zHt, 5749985]
[paragraph, [83.0, 1996.0, 728.0, 36.0], tu57OG0zHt, 5749985]
[paragraph, [83.0, 2032.0, 728.0, 36.0], tu57OG0zHt, 5749985]
[paragraph, [836.0, 1800.0, 708.0, 36.0], shoonya_4s73BK9PJ97DY4, 5749985]
[paragraph, [836.0, 1836.0, 708.0, 36.0], shoonya_4s73BK9PJ97DY4, 5749985]
[paragraph, [836.0, 1872.0, 708.0, 36.0], shoonya_4s73BK9PJ97DY4, 5749985]
[paragraph, [836.0, 1908.0, 708.0, 36.0], shoonya_4s73BK9PJ97DY4, 5749985]
[paragraph, [836.0, 1944.0, 708.0, 36.0], shoonya_4s73BK9PJ97DY4, 5749985]
[paragraph, [836.0, 1980.0, 708.0, 36.0], shoonya_4s73BK9PJ97DY4, 5749985]
[paragraph, [836.0, 2016.0, 708.0, 36.0], shoonya_4s73BK9PJ97DY4, 5749985]
