[1388, 886]
[folio, [641.0, 59.0, 202.0, 18.0], NrKp1nrmGm, 5742934]
[paragraph, [442.0, 207.0, 412.0, 18.0], 7RsDjS3vJ5, 5742934]
[paragraph, [442.0, 225.0, 412.0, 18.0], 7RsDjS3vJ5, 5742934]
[paragraph, [442.0, 243.0, 412.0, 18.0], 7RsDjS3vJ5, 5742934]
[paragraph, [442.0, 261.0, 412.0, 18.0], 7RsDjS3vJ5, 5742934]
[paragraph, [442.0, 279.0, 412.0, 18.0], 7RsDjS3vJ5, 5742934]
[paragraph, [442.0, 297.0, 412.0, 18.0], 7RsDjS3vJ5, 5742934]
[paragraph, [442.0, 315.0, 412.0, 18.0], 7RsDjS3vJ5, 5742934]
[paragraph, [442.0, 333.0, 412.0, 18.0], 7RsDjS3vJ5, 5742934]
[paragraph, [442.0, 351.0, 412.0, 18.0], 7RsDjS3vJ5, 5742934]
[paragraph, [442.0, 369.0, 412.0, 18.0], 7RsDjS3vJ5, 5742934]
[paragraph, [442.0, 387.0, 412.0, 18.0], 7RsDjS3vJ5, 5742934]
[paragraph, [442.0, 405.0, 412.0, 18.0], 7RsDjS3vJ5, 5742934]
[paragraph, [442.0, 423.0, 412.0, 18.0], 7RsDjS3vJ5, 5742934]
[paragraph, [442.0, 441.0, 412.0, 18.0], 7RsDjS3vJ5, 5742934]
[paragraph, [442.0, 459.0, 412.0, 18.0], 7RsDjS3vJ5, 5742934]
[paragraph, [442.0, 477.0, 412.0, 18.0], 7RsDjS3vJ5, 5742934]
[paragraph, [442.0, 495.0, 412.0, 18.0], 7RsDjS3vJ5, 5742934]
[paragraph, [442.0, 513.0, 412.0, 18.0], 7RsDjS3vJ5, 5742934]
[paragraph, [442.0, 531.0, 412.0, 18.0], 7RsDjS3vJ5, 5742934]
[paragraph, [442.0, 549.0, 412.0, 18.0], 7RsDjS3vJ5, 5742934]
[paragraph, [442.0, 567.0, 412.0, 18.0], 7RsDjS3vJ5, 5742934]
[paragraph, [442.0, 585.0, 412.0, 18.0], 7RsDjS3vJ5, 5742934]
[paragraph, [442.0, 603.0, 412.0, 18.0], 7RsDjS3vJ5, 5742934]
[paragraph, [442.0, 621.0, 412.0, 18.0], 7RsDjS3vJ5, 5742934]
[paragraph, [442.0, 639.0, 412.0, 18.0], 7RsDjS3vJ5, 5742934]
[paragraph, [442.0, 657.0, 412.0, 18.0], 7RsDjS3vJ5, 5742934]
[paragraph, [442.0, 675.0, 412.0, 18.0], 7RsDjS3vJ5, 5742934]
[paragraph, [442.0, 693.0, 412.0, 18.0], 7RsDjS3vJ5, 5742934]
[paragraph, [442.0, 711.0, 412.0, 18.0], 7RsDjS3vJ5, 5742934]
[paragraph, [442.0, 729.0, 412.0, 18.0], 7RsDjS3vJ5, 5742934]
[paragraph, [29.0, 758.0, 402.0, 18.0], MByiQgZ3V-, 5742934]
[paragraph, [29.0, 776.0, 402.0, 18.0], MByiQgZ3V-, 5742934]
[paragraph, [29.0, 794.0, 402.0, 18.0], MByiQgZ3V-, 5742934]
[paragraph, [29.0, 812.0, 402.0, 18.0], MByiQgZ3V-, 5742934]
[paragraph, [29.0, 830.0, 402.0, 18.0], MByiQgZ3V-, 5742934]
[paragraph, [29.0, 848.0, 402.0, 18.0], MByiQgZ3V-, 5742934]
[paragraph, [29.0, 866.0, 402.0, 18.0], MByiQgZ3V-, 5742934]
[paragraph, [29.0, 884.0, 402.0, 18.0], MByiQgZ3V-, 5742934]
[paragraph, [29.0, 902.0, 402.0, 18.0], MByiQgZ3V-, 5742934]
[paragraph, [29.0, 920.0, 402.0, 18.0], MByiQgZ3V-, 5742934]
[paragraph, [29.0, 938.0, 402.0, 18.0], MByiQgZ3V-, 5742934]
[paragraph, [29.0, 956.0, 402.0, 18.0], MByiQgZ3V-, 5742934]
[paragraph, [29.0, 974.0, 402.0, 18.0], MByiQgZ3V-, 5742934]
[paragraph, [454.0, 763.0, 390.0, 18.0], 7umaMzc30K, 5742934]
[paragraph, [454.0, 781.0, 390.0, 18.0], 7umaMzc30K, 5742934]
[paragraph, [454.0, 799.0, 390.0, 18.0], 7umaMzc30K, 5742934]
[paragraph, [454.0, 817.0, 390.0, 18.0], 7umaMzc30K, 5742934]
[paragraph, [454.0, 835.0, 390.0, 18.0], 7umaMzc30K, 5742934]
[paragraph, [454.0, 853.0, 390.0, 18.0], 7umaMzc30K, 5742934]
[paragraph, [454.0, 871.0, 390.0, 18.0], 7umaMzc30K, 5742934]
[paragraph, [454.0, 889.0, 390.0, 18.0], 7umaMzc30K, 5742934]
[paragraph, [454.0, 907.0, 390.0, 18.0], 7umaMzc30K, 5742934]
[paragraph, [454.0, 925.0, 390.0, 18.0], 7umaMzc30K, 5742934]
[paragraph, [454.0, 943.0, 390.0, 18.0], 7umaMzc30K, 5742934]
[paragraph, [454.0, 961.0, 390.0, 18.0], 7umaMzc30K, 5742934]
[paragraph, [454.0, 979.0, 390.0, 18.0], 7umaMzc30K, 5742934]
[paragraph, [454.0, 997.0, 390.0, 18.0], 7umaMzc30K, 5742934]
[paragraph, [454.0, 1015.0, 390.0, 18.0], 7umaMzc30K, 5742934]
[paragraph, [454.0, 1033.0, 390.0, 18.0], 7umaMzc30K, 5742934]
[paragraph, [454.0, 1051.0, 390.0, 18.0], 7umaMzc30K, 5742934]
[paragraph, [454.0, 1069.0, 390.0, 18.0], 7umaMzc30K, 5742934]
[paragraph, [454.0, 1087.0, 390.0, 18.0], 7umaMzc30K, 5742934]
[paragraph, [454.0, 1105.0, 390.0, 18.0], 7umaMzc30K, 5742934]
[paragraph, [454.0, 1123.0, 390.0, 18.0], 7umaMzc30K, 5742934]
[paragraph, [454.0, 1141.0, 390.0, 18.0], 7umaMzc30K, 5742934]
[paragraph, [454.0, 1159.0, 390.0, 18.0], 7umaMzc30K, 5742934]
[paragraph, [454.0, 1177.0, 390.0, 18.0], 7umaMzc30K, 5742934]
[paragraph, [454.0, 1195.0, 390.0, 18.0], 7umaMzc30K, 5742934]
[paragraph, [454.0, 1213.0, 390.0, 18.0], 7umaMzc30K, 5742934]
[paragraph, [454.0, 1231.0, 390.0, 18.0], 7umaMzc30K, 5742934]
[paragraph, [454.0, 1249.0, 390.0, 18.0], 7umaMzc30K, 5742934]
[paragraph, [454.0, 1267.0, 390.0, 18.0], 7umaMzc30K, 5742934]
[paragraph, [454.0, 1285.0, 390.0, 18.0], 7umaMzc30K, 5742934]
[paragraph, [454.0, 1303.0, 390.0, 18.0], 7umaMzc30K, 5742934]
[paragraph, [34.0, 1004.0, 403.0, 18.0], WxevKHodMS, 5742934]
[paragraph, [34.0, 1022.0, 403.0, 18.0], WxevKHodMS, 5742934]
[paragraph, [34.0, 1040.0, 403.0, 18.0], WxevKHodMS, 5742934]
[paragraph, [34.0, 1058.0, 403.0, 18.0], WxevKHodMS, 5742934]
[paragraph, [34.0, 1076.0, 403.0, 18.0], WxevKHodMS, 5742934]
[paragraph, [34.0, 1094.0, 403.0, 18.0], WxevKHodMS, 5742934]
[paragraph, [34.0, 1112.0, 403.0, 18.0], WxevKHodMS, 5742934]
[paragraph, [34.0, 1130.0, 403.0, 18.0], WxevKHodMS, 5742934]
[paragraph, [34.0, 1148.0, 403.0, 18.0], WxevKHodMS, 5742934]
[paragraph, [34.0, 1166.0, 403.0, 18.0], WxevKHodMS, 5742934]
[paragraph, [34.0, 1184.0, 403.0, 18.0], WxevKHodMS, 5742934]
[paragraph, [34.0, 1202.0, 403.0, 18.0], WxevKHodMS, 5742934]
[paragraph, [34.0, 1220.0, 403.0, 18.0], WxevKHodMS, 5742934]
[paragraph, [34.0, 1238.0, 403.0, 18.0], WxevKHodMS, 5742934]
[paragraph, [34.0, 1256.0, 403.0, 18.0], WxevKHodMS, 5742934]
[paragraph, [34.0, 1274.0, 403.0, 18.0], WxevKHodMS, 5742934]
[paragraph, [34.0, 1292.0, 403.0, 18.0], WxevKHodMS, 5742934]
[footnote, [568.0, 1354.0, 265.0, 18.0], 9yk2XR1xDp, 5742934]
