[1818, 1374]
[folio, [630.0, 170.0, 116.0, 36.0], shoonya_0sZBQHL1GKZXLD, 5682663]
[paragraph, [697.0, 645.0, 568.0, 36.0], 5A1gy3424S, 5682663]
[paragraph, [697.0, 681.0, 568.0, 36.0], 5A1gy3424S, 5682663]
[paragraph, [699.0, 727.0, 566.0, 36.0], n6hZqpU0dh, 5682663]
[paragraph, [697.0, 808.0, 567.0, 36.0], xAgqgxIGyD, 5682663]
[paragraph, [697.0, 844.0, 567.0, 36.0], xAgqgxIGyD, 5682663]
[paragraph, [697.0, 880.0, 567.0, 36.0], xAgqgxIGyD, 5682663]
[paragraph, [697.0, 916.0, 567.0, 36.0], xAgqgxIGyD, 5682663]
[paragraph, [697.0, 952.0, 567.0, 36.0], xAgqgxIGyD, 5682663]
[paragraph, [697.0, 988.0, 567.0, 36.0], xAgqgxIGyD, 5682663]
[paragraph, [697.0, 1024.0, 567.0, 36.0], xAgqgxIGyD, 5682663]
[paragraph, [697.0, 1060.0, 567.0, 36.0], xAgqgxIGyD, 5682663]
[paragraph, [107.0, 940.0, 566.0, 36.0], shoonya_4sAOKEXMIV8LXW, 5682663]
[paragraph, [107.0, 976.0, 566.0, 36.0], shoonya_4sAOKEXMIV8LXW, 5682663]
[paragraph, [110.0, 1023.0, 563.0, 36.0], shoonya_5sQKDMIPEDK592, 5682663]
[paragraph, [108.0, 1102.0, 568.0, 36.0], shoonya_6sAIY7N0YWHDET, 5682663]
[paragraph, [695.0, 1129.0, 571.0, 36.0], BBHipxsS1Q, 5682663]
[paragraph, [695.0, 1165.0, 571.0, 36.0], BBHipxsS1Q, 5682663]
[paragraph, [695.0, 1201.0, 571.0, 36.0], BBHipxsS1Q, 5682663]
[paragraph, [106.0, 1181.0, 566.0, 36.0], shoonya_7sWB1PFE6U799E, 5682663]
[paragraph, [106.0, 1217.0, 566.0, 36.0], shoonya_7sWB1PFE6U799E, 5682663]
[paragraph, [106.0, 1253.0, 566.0, 36.0], shoonya_7sWB1PFE6U799E, 5682663]
[paragraph, [106.0, 1289.0, 566.0, 36.0], shoonya_7sWB1PFE6U799E, 5682663]
[paragraph, [106.0, 1325.0, 566.0, 36.0], shoonya_7sWB1PFE6U799E, 5682663]
[paragraph, [106.0, 1361.0, 566.0, 36.0], shoonya_7sWB1PFE6U799E, 5682663]
[paragraph, [106.0, 1397.0, 566.0, 36.0], shoonya_7sWB1PFE6U799E, 5682663]
[paragraph, [106.0, 1433.0, 566.0, 36.0], shoonya_7sWB1PFE6U799E, 5682663]
[paragraph, [693.0, 1246.0, 570.0, 36.0], TJSLFFIRWp, 5682663]
[paragraph, [693.0, 1282.0, 570.0, 36.0], TJSLFFIRWp, 5682663]
[paragraph, [693.0, 1318.0, 570.0, 36.0], TJSLFFIRWp, 5682663]
[paragraph, [692.0, 1364.0, 573.0, 36.0], hsBe_8GyCe, 5682663]
[paragraph, [692.0, 1400.0, 573.0, 36.0], hsBe_8GyCe, 5682663]
[paragraph, [692.0, 1436.0, 573.0, 36.0], hsBe_8GyCe, 5682663]
[paragraph, [692.0, 1483.0, 577.0, 36.0], BvITRli7am, 5682663]
[paragraph, [692.0, 1519.0, 577.0, 36.0], BvITRli7am, 5682663]
[paragraph, [692.0, 1555.0, 577.0, 36.0], BvITRli7am, 5682663]
[paragraph, [165.0, 1680.0, 509.0, 36.0], shoonya_11sZQDX9M16Q7O, 5682663]
