[2067, 1567]
[folio, [1124.0, 188.0, 248.0, 36.0], wJrZ6_MLN6, 5735335]
[paragraph, [791.0, 1670.0, 580.0, 36.0], shoonya_3s5BXBZED4VQ0B, 5735335]
[paragraph, [791.0, 1706.0, 580.0, 36.0], shoonya_3s5BXBZED4VQ0B, 5735335]
[paragraph, [791.0, 1742.0, 580.0, 36.0], shoonya_3s5BXBZED4VQ0B, 5735335]
[paragraph, [191.0, 1358.0, 582.0, 36.0], shoonya_6s2474RAMR0GKX, 5735335]
[paragraph, [191.0, 1394.0, 582.0, 36.0], shoonya_6s2474RAMR0GKX, 5735335]
[paragraph, [191.0, 1430.0, 582.0, 36.0], shoonya_6s2474RAMR0GKX, 5735335]
[paragraph, [191.0, 1466.0, 582.0, 36.0], shoonya_6s2474RAMR0GKX, 5735335]
[paragraph, [191.0, 1502.0, 582.0, 36.0], shoonya_6s2474RAMR0GKX, 5735335]
[paragraph, [191.0, 1538.0, 582.0, 36.0], shoonya_6s2474RAMR0GKX, 5735335]
[paragraph, [191.0, 1574.0, 582.0, 36.0], shoonya_6s2474RAMR0GKX, 5735335]
[paragraph, [191.0, 1610.0, 582.0, 36.0], shoonya_6s2474RAMR0GKX, 5735335]
[paragraph, [191.0, 1646.0, 582.0, 36.0], shoonya_6s2474RAMR0GKX, 5735335]
[paragraph, [191.0, 1682.0, 582.0, 36.0], shoonya_6s2474RAMR0GKX, 5735335]
[paragraph, [191.0, 1718.0, 582.0, 36.0], shoonya_6s2474RAMR0GKX, 5735335]
[sidebar, [1406.0, 1559.0, 144.0, 36.0], hqY6hxSt_0, 5735335]
[sidebar, [1406.0, 1595.0, 144.0, 36.0], hqY6hxSt_0, 5735335]
[author, [553.0, 1763.0, 217.0, 36.0], shoonya_8s7HCKSF5HBWD8, 5735335]
[folio, [191.0, 1822.0, 237.0, 36.0], NobgAuZx4s, 5735335]
