[2096, 1516]
[section-title, [37.0, 131.0, 977.0, 52.5], shoonya_9sVDWE0CXR5MIL, 5713142]
[paragraph, [757.0, 640.0, 507.0, 36.0], 2BHo0_NbmF, 5713142]
[paragraph, [757.0, 676.0, 507.0, 36.0], 2BHo0_NbmF, 5713142]
[paragraph, [757.0, 712.0, 507.0, 36.0], 2BHo0_NbmF, 5713142]
[paragraph, [34.0, 720.0, 725.0, 36.0], b8PYoLmrAU, 5713142]
[paragraph, [34.0, 756.0, 725.0, 36.0], b8PYoLmrAU, 5713142]
[paragraph, [34.0, 792.0, 725.0, 36.0], b8PYoLmrAU, 5713142]
[paragraph, [34.0, 828.0, 725.0, 36.0], b8PYoLmrAU, 5713142]
[paragraph, [34.0, 864.0, 725.0, 36.0], b8PYoLmrAU, 5713142]
[paragraph, [34.0, 900.0, 725.0, 36.0], b8PYoLmrAU, 5713142]
[paragraph, [34.0, 936.0, 725.0, 36.0], b8PYoLmrAU, 5713142]
[paragraph, [34.0, 972.0, 725.0, 36.0], b8PYoLmrAU, 5713142]
[paragraph, [34.0, 1008.0, 725.0, 36.0], b8PYoLmrAU, 5713142]
[paragraph, [34.0, 1044.0, 725.0, 36.0], b8PYoLmrAU, 5713142]
[section-title, [758.0, 761.0, 498.0, 52.5], VHq7ea5lMW, 5713142]
[paragraph, [1055.0, 820.0, 430.0, 36.0], shoonya_5sMTDT1KHR7QKS, 5713142]
[paragraph, [1055.0, 856.0, 430.0, 36.0], shoonya_5sMTDT1KHR7QKS, 5713142]
[paragraph, [1055.0, 892.0, 430.0, 36.0], shoonya_5sMTDT1KHR7QKS, 5713142]
[paragraph, [1055.0, 928.0, 430.0, 36.0], shoonya_5sMTDT1KHR7QKS, 5713142]
[paragraph, [1055.0, 964.0, 430.0, 36.0], shoonya_5sMTDT1KHR7QKS, 5713142]
[paragraph, [1055.0, 1000.0, 430.0, 36.0], shoonya_5sMTDT1KHR7QKS, 5713142]
[paragraph, [763.0, 1060.0, 725.0, 36.0], shoonya_7sL1W5SJ2Y2HKI, 5713142]
[paragraph, [763.0, 1096.0, 725.0, 36.0], shoonya_7sL1W5SJ2Y2HKI, 5713142]
[paragraph, [763.0, 1132.0, 725.0, 36.0], shoonya_7sL1W5SJ2Y2HKI, 5713142]
[paragraph, [763.0, 1168.0, 725.0, 36.0], shoonya_7sL1W5SJ2Y2HKI, 5713142]
[paragraph, [763.0, 1204.0, 725.0, 36.0], shoonya_7sL1W5SJ2Y2HKI, 5713142]
[paragraph, [763.0, 1240.0, 725.0, 36.0], shoonya_7sL1W5SJ2Y2HKI, 5713142]
[paragraph, [763.0, 1276.0, 725.0, 36.0], shoonya_7sL1W5SJ2Y2HKI, 5713142]
[paragraph, [763.0, 1312.0, 725.0, 36.0], shoonya_7sL1W5SJ2Y2HKI, 5713142]
[paragraph, [763.0, 1348.0, 725.0, 36.0], shoonya_7sL1W5SJ2Y2HKI, 5713142]
[paragraph, [763.0, 1384.0, 725.0, 36.0], shoonya_7sL1W5SJ2Y2HKI, 5713142]
[paragraph, [763.0, 1420.0, 725.0, 36.0], shoonya_7sL1W5SJ2Y2HKI, 5713142]
[paragraph, [763.0, 1456.0, 725.0, 36.0], shoonya_7sL1W5SJ2Y2HKI, 5713142]
[paragraph, [763.0, 1492.0, 725.0, 36.0], shoonya_7sL1W5SJ2Y2HKI, 5713142]
[paragraph, [38.0, 1095.0, 720.0, 36.0], shoonya_6s4Y01JFAUWSI3, 5713142]
[paragraph, [38.0, 1131.0, 720.0, 36.0], shoonya_6s4Y01JFAUWSI3, 5713142]
[paragraph, [38.0, 1167.0, 720.0, 36.0], shoonya_6s4Y01JFAUWSI3, 5713142]
[paragraph, [38.0, 1203.0, 720.0, 36.0], shoonya_6s4Y01JFAUWSI3, 5713142]
[paragraph, [38.0, 1239.0, 720.0, 36.0], shoonya_6s4Y01JFAUWSI3, 5713142]
[paragraph, [38.0, 1275.0, 720.0, 36.0], shoonya_6s4Y01JFAUWSI3, 5713142]
[paragraph, [38.0, 1311.0, 720.0, 36.0], shoonya_6s4Y01JFAUWSI3, 5713142]
[paragraph, [38.0, 1347.0, 720.0, 36.0], shoonya_6s4Y01JFAUWSI3, 5713142]
[paragraph, [38.0, 1383.0, 720.0, 36.0], shoonya_6s4Y01JFAUWSI3, 5713142]
[paragraph, [38.0, 1419.0, 720.0, 36.0], shoonya_6s4Y01JFAUWSI3, 5713142]
[paragraph, [38.0, 1455.0, 720.0, 36.0], shoonya_6s4Y01JFAUWSI3, 5713142]
[paragraph, [38.0, 1491.0, 720.0, 36.0], shoonya_6s4Y01JFAUWSI3, 5713142]
[paragraph, [38.0, 1527.0, 720.0, 36.0], shoonya_6s4Y01JFAUWSI3, 5713142]
[paragraph, [38.0, 1563.0, 720.0, 36.0], shoonya_6s4Y01JFAUWSI3, 5713142]
[paragraph, [38.0, 1599.0, 720.0, 36.0], shoonya_6s4Y01JFAUWSI3, 5713142]
[paragraph, [38.0, 1635.0, 720.0, 36.0], shoonya_6s4Y01JFAUWSI3, 5713142]
[paragraph, [38.0, 1671.0, 720.0, 36.0], shoonya_6s4Y01JFAUWSI3, 5713142]
[paragraph, [38.0, 1707.0, 720.0, 36.0], shoonya_6s4Y01JFAUWSI3, 5713142]
[paragraph, [759.0, 1531.0, 729.0, 36.0], Ff8iaEk4UJ, 5713142]
[paragraph, [759.0, 1567.0, 729.0, 36.0], Ff8iaEk4UJ, 5713142]
[paragraph, [759.0, 1603.0, 729.0, 36.0], Ff8iaEk4UJ, 5713142]
[paragraph, [759.0, 1639.0, 729.0, 36.0], Ff8iaEk4UJ, 5713142]
[paragraph, [759.0, 1675.0, 729.0, 36.0], Ff8iaEk4UJ, 5713142]
[paragraph, [761.0, 1743.0, 729.0, 36.0], HmIgEzjUYr, 5713142]
[paragraph, [761.0, 1779.0, 729.0, 36.0], HmIgEzjUYr, 5713142]
[paragraph, [761.0, 1815.0, 729.0, 36.0], HmIgEzjUYr, 5713142]
[paragraph, [761.0, 1851.0, 729.0, 36.0], HmIgEzjUYr, 5713142]
[paragraph, [761.0, 1887.0, 729.0, 36.0], HmIgEzjUYr, 5713142]
[paragraph, [761.0, 1923.0, 729.0, 36.0], HmIgEzjUYr, 5713142]
[paragraph, [33.0, 1765.0, 728.0, 36.0], shoonya_10s3YGBXHGZPH1, 5713142]
[paragraph, [33.0, 1801.0, 728.0, 36.0], shoonya_10s3YGBXHGZPH1, 5713142]
[paragraph, [33.0, 1837.0, 728.0, 36.0], shoonya_10s3YGBXHGZPH1, 5713142]
[paragraph, [33.0, 1873.0, 728.0, 36.0], shoonya_10s3YGBXHGZPH1, 5713142]
[paragraph, [33.0, 1909.0, 728.0, 36.0], shoonya_10s3YGBXHGZPH1, 5713142]
[paragraph, [33.0, 1945.0, 728.0, 36.0], shoonya_10s3YGBXHGZPH1, 5713142]
[paragraph, [33.0, 1981.0, 728.0, 36.0], shoonya_10s3YGBXHGZPH1, 5713142]
[author, [1135.0, 1986.0, 348.0, 36.0], rWTvlSt_Uw, 5713142]
