[1468, 909]
[folio, [367.0, 76.0, 174.0, 18.0], QGW2P3dmSl, 5770095]
[paragraph, [74.0, 1296.0, 379.0, 18.0], 1qmLFT6xby, 5770095]
[paragraph, [74.0, 1314.0, 379.0, 18.0], 1qmLFT6xby, 5770095]
[paragraph, [74.0, 1332.0, 379.0, 18.0], 1qmLFT6xby, 5770095]
[paragraph, [74.0, 1350.0, 379.0, 18.0], 1qmLFT6xby, 5770095]
[paragraph, [74.0, 1368.0, 379.0, 18.0], 1qmLFT6xby, 5770095]
[paragraph, [465.0, 971.0, 373.0, 18.0], -tg88I91ZO, 5770095]
[paragraph, [465.0, 989.0, 373.0, 18.0], -tg88I91ZO, 5770095]
[paragraph, [465.0, 1007.0, 373.0, 18.0], -tg88I91ZO, 5770095]
[paragraph, [465.0, 1025.0, 373.0, 18.0], -tg88I91ZO, 5770095]
[paragraph, [465.0, 1043.0, 373.0, 18.0], -tg88I91ZO, 5770095]
[paragraph, [465.0, 1061.0, 373.0, 18.0], -tg88I91ZO, 5770095]
[paragraph, [465.0, 1079.0, 373.0, 18.0], -tg88I91ZO, 5770095]
[paragraph, [465.0, 1097.0, 373.0, 18.0], -tg88I91ZO, 5770095]
[paragraph, [465.0, 1115.0, 373.0, 18.0], -tg88I91ZO, 5770095]
[paragraph, [465.0, 1133.0, 373.0, 18.0], -tg88I91ZO, 5770095]
[paragraph, [465.0, 1151.0, 373.0, 18.0], -tg88I91ZO, 5770095]
[paragraph, [465.0, 1169.0, 373.0, 18.0], -tg88I91ZO, 5770095]
[paragraph, [465.0, 1187.0, 373.0, 18.0], -tg88I91ZO, 5770095]
[paragraph, [465.0, 1205.0, 373.0, 18.0], -tg88I91ZO, 5770095]
[paragraph, [465.0, 1223.0, 373.0, 18.0], -tg88I91ZO, 5770095]
[paragraph, [465.0, 1241.0, 373.0, 18.0], -tg88I91ZO, 5770095]
[paragraph, [465.0, 1259.0, 373.0, 18.0], -tg88I91ZO, 5770095]
[paragraph, [465.0, 1277.0, 373.0, 18.0], -tg88I91ZO, 5770095]
[paragraph, [465.0, 1295.0, 373.0, 18.0], -tg88I91ZO, 5770095]
[paragraph, [465.0, 1313.0, 373.0, 18.0], -tg88I91ZO, 5770095]
[paragraph, [465.0, 1331.0, 373.0, 18.0], -tg88I91ZO, 5770095]
[paragraph, [465.0, 1349.0, 373.0, 18.0], -tg88I91ZO, 5770095]
[paragraph, [465.0, 1367.0, 373.0, 18.0], -tg88I91ZO, 5770095]
