[1806, 1262]
[folio, [728.0, 99.0, 362.0, 36.0], YktAsf5Amm, 5680496]
[paragraph, [646.0, 546.0, 517.0, 36.0], aTzrffPedM, 5680496]
[paragraph, [646.0, 582.0, 517.0, 36.0], aTzrffPedM, 5680496]
[paragraph, [646.0, 618.0, 517.0, 36.0], aTzrffPedM, 5680496]
[paragraph, [646.0, 654.0, 517.0, 36.0], aTzrffPedM, 5680496]
[paragraph, [646.0, 690.0, 517.0, 36.0], aTzrffPedM, 5680496]
[paragraph, [646.0, 726.0, 517.0, 36.0], aTzrffPedM, 5680496]
[paragraph, [646.0, 762.0, 517.0, 36.0], aTzrffPedM, 5680496]
[paragraph, [646.0, 798.0, 517.0, 36.0], aTzrffPedM, 5680496]
[paragraph, [646.0, 834.0, 517.0, 36.0], aTzrffPedM, 5680496]
[paragraph, [646.0, 870.0, 517.0, 36.0], aTzrffPedM, 5680496]
[paragraph, [646.0, 906.0, 517.0, 36.0], aTzrffPedM, 5680496]
[paragraph, [645.0, 963.0, 514.0, 36.0], shoonya_3sAD7E2G9XO3UK, 5680496]
[paragraph, [645.0, 999.0, 514.0, 36.0], shoonya_3sAD7E2G9XO3UK, 5680496]
[paragraph, [645.0, 1035.0, 514.0, 36.0], shoonya_3sAD7E2G9XO3UK, 5680496]
[paragraph, [645.0, 1071.0, 514.0, 36.0], shoonya_3sAD7E2G9XO3UK, 5680496]
[paragraph, [645.0, 1107.0, 514.0, 36.0], shoonya_3sAD7E2G9XO3UK, 5680496]
[paragraph, [645.0, 1143.0, 514.0, 36.0], shoonya_3sAD7E2G9XO3UK, 5680496]
[paragraph, [645.0, 1179.0, 514.0, 36.0], shoonya_3sAD7E2G9XO3UK, 5680496]
[paragraph, [645.0, 1215.0, 514.0, 36.0], shoonya_3sAD7E2G9XO3UK, 5680496]
[paragraph, [645.0, 1251.0, 514.0, 36.0], shoonya_3sAD7E2G9XO3UK, 5680496]
[paragraph, [645.0, 1287.0, 514.0, 36.0], shoonya_3sAD7E2G9XO3UK, 5680496]
[paragraph, [645.0, 1323.0, 514.0, 36.0], shoonya_3sAD7E2G9XO3UK, 5680496]
[paragraph, [645.0, 1359.0, 514.0, 36.0], shoonya_3sAD7E2G9XO3UK, 5680496]
[paragraph, [645.0, 1395.0, 514.0, 36.0], shoonya_3sAD7E2G9XO3UK, 5680496]
[paragraph, [645.0, 1431.0, 514.0, 36.0], shoonya_3sAD7E2G9XO3UK, 5680496]
[paragraph, [645.0, 1467.0, 514.0, 36.0], shoonya_3sAD7E2G9XO3UK, 5680496]
[paragraph, [645.0, 1503.0, 514.0, 36.0], shoonya_3sAD7E2G9XO3UK, 5680496]
[paragraph, [645.0, 1539.0, 514.0, 36.0], shoonya_3sAD7E2G9XO3UK, 5680496]
[paragraph, [645.0, 1575.0, 514.0, 36.0], shoonya_3sAD7E2G9XO3UK, 5680496]
[paragraph, [645.0, 1611.0, 514.0, 36.0], shoonya_3sAD7E2G9XO3UK, 5680496]
[paragraph, [645.0, 1647.0, 514.0, 36.0], shoonya_3sAD7E2G9XO3UK, 5680496]
[paragraph, [99.0, 1161.0, 511.0, 36.0], shoonya_1s2MXWIBZS66R2, 5680496]
[paragraph, [99.0, 1197.0, 511.0, 36.0], shoonya_1s2MXWIBZS66R2, 5680496]
[paragraph, [99.0, 1233.0, 511.0, 36.0], shoonya_1s2MXWIBZS66R2, 5680496]
[paragraph, [99.0, 1269.0, 511.0, 36.0], shoonya_1s2MXWIBZS66R2, 5680496]
[paragraph, [99.0, 1305.0, 511.0, 36.0], shoonya_1s2MXWIBZS66R2, 5680496]
[paragraph, [99.0, 1341.0, 511.0, 36.0], shoonya_1s2MXWIBZS66R2, 5680496]
[paragraph, [99.0, 1377.0, 511.0, 36.0], shoonya_1s2MXWIBZS66R2, 5680496]
[paragraph, [99.0, 1413.0, 511.0, 36.0], shoonya_1s2MXWIBZS66R2, 5680496]
[paragraph, [99.0, 1449.0, 511.0, 36.0], shoonya_1s2MXWIBZS66R2, 5680496]
[paragraph, [99.0, 1485.0, 511.0, 36.0], shoonya_1s2MXWIBZS66R2, 5680496]
[paragraph, [99.0, 1521.0, 511.0, 36.0], shoonya_1s2MXWIBZS66R2, 5680496]
[paragraph, [99.0, 1557.0, 511.0, 36.0], shoonya_1s2MXWIBZS66R2, 5680496]
[paragraph, [99.0, 1593.0, 511.0, 36.0], shoonya_1s2MXWIBZS66R2, 5680496]
[paragraph, [99.0, 1629.0, 511.0, 36.0], shoonya_1s2MXWIBZS66R2, 5680496]
[paragraph, [99.0, 1665.0, 511.0, 36.0], shoonya_1s2MXWIBZS66R2, 5680496]
