[1320, 1176]
[chapter-title, [111.0, 204.0, 921.0, 30.0], shoonya_0sTSETY12D7D32, 5694232]
[paragraph, [750.0, 766.0, 315.0, 18.0], Oa4czb1JUU, 5694232]
[paragraph, [750.0, 784.0, 315.0, 18.0], Oa4czb1JUU, 5694232]
[paragraph, [750.0, 802.0, 315.0, 18.0], Oa4czb1JUU, 5694232]
[paragraph, [750.0, 820.0, 315.0, 18.0], Oa4czb1JUU, 5694232]
[paragraph, [750.0, 838.0, 315.0, 18.0], Oa4czb1JUU, 5694232]
[paragraph, [750.0, 856.0, 315.0, 18.0], Oa4czb1JUU, 5694232]
[paragraph, [750.0, 874.0, 315.0, 18.0], Oa4czb1JUU, 5694232]
[paragraph, [750.0, 892.0, 315.0, 18.0], Oa4czb1JUU, 5694232]
[paragraph, [750.0, 910.0, 315.0, 18.0], Oa4czb1JUU, 5694232]
[paragraph, [750.0, 928.0, 315.0, 18.0], Oa4czb1JUU, 5694232]
[paragraph, [750.0, 946.0, 315.0, 18.0], Oa4czb1JUU, 5694232]
[paragraph, [750.0, 964.0, 315.0, 18.0], Oa4czb1JUU, 5694232]
[answer, [85.0, 722.0, 317.0, 18.0], qvKKF2phm7, 5694232]
[answer, [85.0, 740.0, 317.0, 18.0], qvKKF2phm7, 5694232]
[answer, [85.0, 758.0, 317.0, 18.0], qvKKF2phm7, 5694232]
[answer, [85.0, 776.0, 317.0, 18.0], qvKKF2phm7, 5694232]
[answer, [85.0, 794.0, 317.0, 18.0], qvKKF2phm7, 5694232]
[answer, [85.0, 812.0, 317.0, 18.0], qvKKF2phm7, 5694232]
[paragraph, [80.0, 863.0, 317.0, 18.0], ZjDrDpGXto, 5694232]
[paragraph, [80.0, 881.0, 317.0, 18.0], ZjDrDpGXto, 5694232]
[paragraph, [80.0, 899.0, 317.0, 18.0], ZjDrDpGXto, 5694232]
[paragraph, [80.0, 917.0, 317.0, 18.0], ZjDrDpGXto, 5694232]
[paragraph, [80.0, 935.0, 317.0, 18.0], ZjDrDpGXto, 5694232]
[paragraph, [80.0, 976.0, 318.0, 18.0], 3WtKNt5oII, 5694232]
[paragraph, [80.0, 994.0, 318.0, 18.0], 3WtKNt5oII, 5694232]
[paragraph, [80.0, 1012.0, 318.0, 18.0], 3WtKNt5oII, 5694232]
[paragraph, [80.0, 1030.0, 318.0, 18.0], 3WtKNt5oII, 5694232]
[paragraph, [80.0, 1048.0, 318.0, 18.0], 3WtKNt5oII, 5694232]
[paragraph, [80.0, 1066.0, 318.0, 18.0], 3WtKNt5oII, 5694232]
[paragraph, [80.0, 1084.0, 318.0, 18.0], 3WtKNt5oII, 5694232]
[paragraph, [80.0, 1102.0, 318.0, 18.0], 3WtKNt5oII, 5694232]
[paragraph, [80.0, 1120.0, 318.0, 18.0], 3WtKNt5oII, 5694232]
[paragraph, [80.0, 1138.0, 318.0, 18.0], 3WtKNt5oII, 5694232]
[paragraph, [80.0, 1156.0, 318.0, 18.0], 3WtKNt5oII, 5694232]
[paragraph, [753.0, 999.0, 314.0, 18.0], 9glSYR6VvZ, 5694232]
[paragraph, [753.0, 1017.0, 314.0, 18.0], 9glSYR6VvZ, 5694232]
[paragraph, [753.0, 1035.0, 314.0, 18.0], 9glSYR6VvZ, 5694232]
[paragraph, [753.0, 1053.0, 314.0, 18.0], 9glSYR6VvZ, 5694232]
[paragraph, [753.0, 1071.0, 314.0, 18.0], 9glSYR6VvZ, 5694232]
[paragraph, [753.0, 1089.0, 314.0, 18.0], 9glSYR6VvZ, 5694232]
[paragraph, [753.0, 1107.0, 314.0, 18.0], 9glSYR6VvZ, 5694232]
[paragraph, [754.0, 1146.0, 311.0, 18.0], NuCz8tS7oN, 5694232]
[paragraph, [754.0, 1164.0, 311.0, 18.0], NuCz8tS7oN, 5694232]
[paragraph, [754.0, 1182.0, 311.0, 18.0], NuCz8tS7oN, 5694232]
[paragraph, [754.0, 1200.0, 311.0, 18.0], NuCz8tS7oN, 5694232]
[paragraph, [754.0, 1218.0, 311.0, 18.0], NuCz8tS7oN, 5694232]
[paragraph, [75.0, 1195.0, 325.0, 18.0], vNhMEsqtrl, 5694232]
[paragraph, [75.0, 1213.0, 325.0, 18.0], vNhMEsqtrl, 5694232]
[paragraph, [75.0, 1231.0, 325.0, 18.0], vNhMEsqtrl, 5694232]
[paragraph, [419.0, 1198.0, 311.0, 18.0], Q0w3TkdSpp, 5694232]
[paragraph, [419.0, 1216.0, 311.0, 18.0], Q0w3TkdSpp, 5694232]
