[1388, 886]
[folio, [418.0, 51.0, 84.0, 18.0], KfwkkPiIu0, 5742882]
[paragraph, [32.0, 448.0, 407.0, 18.0], _Q7COJafZS, 5742882]
[paragraph, [32.0, 466.0, 407.0, 18.0], _Q7COJafZS, 5742882]
[paragraph, [32.0, 484.0, 407.0, 18.0], _Q7COJafZS, 5742882]
[paragraph, [32.0, 502.0, 407.0, 18.0], _Q7COJafZS, 5742882]
[paragraph, [32.0, 520.0, 407.0, 18.0], _Q7COJafZS, 5742882]
[paragraph, [32.0, 538.0, 407.0, 18.0], _Q7COJafZS, 5742882]
[paragraph, [32.0, 556.0, 407.0, 18.0], _Q7COJafZS, 5742882]
[paragraph, [32.0, 574.0, 407.0, 18.0], _Q7COJafZS, 5742882]
[paragraph, [32.0, 592.0, 407.0, 18.0], _Q7COJafZS, 5742882]
[paragraph, [32.0, 610.0, 407.0, 18.0], _Q7COJafZS, 5742882]
[paragraph, [32.0, 628.0, 407.0, 18.0], _Q7COJafZS, 5742882]
[paragraph, [32.0, 646.0, 407.0, 18.0], _Q7COJafZS, 5742882]
[paragraph, [32.0, 664.0, 407.0, 18.0], _Q7COJafZS, 5742882]
[paragraph, [32.0, 682.0, 407.0, 18.0], _Q7COJafZS, 5742882]
[paragraph, [32.0, 700.0, 407.0, 18.0], _Q7COJafZS, 5742882]
[paragraph, [32.0, 718.0, 407.0, 18.0], _Q7COJafZS, 5742882]
[paragraph, [32.0, 736.0, 407.0, 18.0], _Q7COJafZS, 5742882]
[paragraph, [32.0, 754.0, 407.0, 18.0], _Q7COJafZS, 5742882]
[paragraph, [449.0, 530.0, 403.0, 18.0], uJnan0uhII, 5742882]
[paragraph, [449.0, 548.0, 403.0, 18.0], uJnan0uhII, 5742882]
[paragraph, [449.0, 566.0, 403.0, 18.0], uJnan0uhII, 5742882]
[paragraph, [449.0, 584.0, 403.0, 18.0], uJnan0uhII, 5742882]
[paragraph, [449.0, 602.0, 403.0, 18.0], uJnan0uhII, 5742882]
[paragraph, [449.0, 620.0, 403.0, 18.0], uJnan0uhII, 5742882]
[paragraph, [449.0, 638.0, 403.0, 18.0], uJnan0uhII, 5742882]
[paragraph, [449.0, 656.0, 403.0, 18.0], uJnan0uhII, 5742882]
[paragraph, [449.0, 674.0, 403.0, 18.0], uJnan0uhII, 5742882]
[paragraph, [449.0, 692.0, 403.0, 18.0], uJnan0uhII, 5742882]
[paragraph, [449.0, 710.0, 403.0, 18.0], uJnan0uhII, 5742882]
[paragraph, [449.0, 728.0, 403.0, 18.0], uJnan0uhII, 5742882]
[paragraph, [449.0, 746.0, 403.0, 18.0], uJnan0uhII, 5742882]
[paragraph, [449.0, 764.0, 403.0, 18.0], uJnan0uhII, 5742882]
[paragraph, [449.0, 782.0, 403.0, 18.0], uJnan0uhII, 5742882]
[paragraph, [449.0, 800.0, 403.0, 18.0], uJnan0uhII, 5742882]
[paragraph, [449.0, 818.0, 403.0, 18.0], uJnan0uhII, 5742882]
[paragraph, [449.0, 836.0, 403.0, 18.0], uJnan0uhII, 5742882]
[paragraph, [449.0, 854.0, 403.0, 18.0], uJnan0uhII, 5742882]
[paragraph, [449.0, 872.0, 403.0, 18.0], uJnan0uhII, 5742882]
[paragraph, [449.0, 890.0, 403.0, 18.0], uJnan0uhII, 5742882]
[paragraph, [449.0, 908.0, 403.0, 18.0], uJnan0uhII, 5742882]
[paragraph, [449.0, 926.0, 403.0, 18.0], uJnan0uhII, 5742882]
[paragraph, [449.0, 944.0, 403.0, 18.0], uJnan0uhII, 5742882]
[paragraph, [449.0, 962.0, 403.0, 18.0], uJnan0uhII, 5742882]
[paragraph, [449.0, 980.0, 403.0, 18.0], uJnan0uhII, 5742882]
[paragraph, [449.0, 998.0, 403.0, 18.0], uJnan0uhII, 5742882]
[paragraph, [449.0, 1016.0, 403.0, 18.0], uJnan0uhII, 5742882]
[paragraph, [449.0, 1034.0, 403.0, 18.0], uJnan0uhII, 5742882]
[paragraph, [449.0, 1052.0, 403.0, 18.0], uJnan0uhII, 5742882]
[paragraph, [449.0, 1070.0, 403.0, 18.0], uJnan0uhII, 5742882]
[paragraph, [449.0, 1088.0, 403.0, 18.0], uJnan0uhII, 5742882]
[paragraph, [449.0, 1106.0, 403.0, 18.0], uJnan0uhII, 5742882]
[paragraph, [449.0, 1124.0, 403.0, 18.0], uJnan0uhII, 5742882]
[paragraph, [449.0, 1142.0, 403.0, 18.0], uJnan0uhII, 5742882]
[paragraph, [449.0, 1160.0, 403.0, 18.0], uJnan0uhII, 5742882]
[paragraph, [33.0, 773.0, 404.0, 18.0], AiPTqc7FEf, 5742882]
[paragraph, [33.0, 791.0, 404.0, 18.0], AiPTqc7FEf, 5742882]
[paragraph, [33.0, 809.0, 404.0, 18.0], AiPTqc7FEf, 5742882]
[paragraph, [33.0, 827.0, 404.0, 18.0], AiPTqc7FEf, 5742882]
[paragraph, [33.0, 845.0, 404.0, 18.0], AiPTqc7FEf, 5742882]
[paragraph, [33.0, 863.0, 404.0, 18.0], AiPTqc7FEf, 5742882]
[paragraph, [33.0, 881.0, 404.0, 18.0], AiPTqc7FEf, 5742882]
[paragraph, [33.0, 899.0, 404.0, 18.0], AiPTqc7FEf, 5742882]
[paragraph, [33.0, 917.0, 404.0, 18.0], AiPTqc7FEf, 5742882]
[paragraph, [33.0, 935.0, 404.0, 18.0], AiPTqc7FEf, 5742882]
[paragraph, [33.0, 953.0, 404.0, 18.0], AiPTqc7FEf, 5742882]
[paragraph, [33.0, 971.0, 404.0, 18.0], AiPTqc7FEf, 5742882]
[paragraph, [33.0, 989.0, 404.0, 18.0], AiPTqc7FEf, 5742882]
[paragraph, [33.0, 1007.0, 404.0, 18.0], AiPTqc7FEf, 5742882]
[paragraph, [33.0, 1025.0, 404.0, 18.0], AiPTqc7FEf, 5742882]
[paragraph, [33.0, 1043.0, 404.0, 18.0], AiPTqc7FEf, 5742882]
[paragraph, [33.0, 1061.0, 404.0, 18.0], AiPTqc7FEf, 5742882]
[paragraph, [33.0, 1079.0, 404.0, 18.0], AiPTqc7FEf, 5742882]
[paragraph, [33.0, 1097.0, 404.0, 18.0], AiPTqc7FEf, 5742882]
[paragraph, [33.0, 1115.0, 404.0, 18.0], AiPTqc7FEf, 5742882]
[paragraph, [33.0, 1133.0, 404.0, 18.0], AiPTqc7FEf, 5742882]
[paragraph, [33.0, 1151.0, 404.0, 18.0], AiPTqc7FEf, 5742882]
[paragraph, [33.0, 1169.0, 404.0, 18.0], AiPTqc7FEf, 5742882]
[paragraph, [447.0, 1192.0, 399.0, 18.0], 799WaYg_0e, 5742882]
[paragraph, [447.0, 1210.0, 399.0, 18.0], 799WaYg_0e, 5742882]
[paragraph, [447.0, 1228.0, 399.0, 18.0], 799WaYg_0e, 5742882]
[paragraph, [447.0, 1246.0, 399.0, 18.0], 799WaYg_0e, 5742882]
[paragraph, [447.0, 1264.0, 399.0, 18.0], 799WaYg_0e, 5742882]
[paragraph, [447.0, 1282.0, 399.0, 18.0], 799WaYg_0e, 5742882]
[paragraph, [447.0, 1300.0, 399.0, 18.0], 799WaYg_0e, 5742882]
[paragraph, [32.0, 1193.0, 408.0, 18.0], p9E1sRIy3p, 5742882]
[paragraph, [32.0, 1211.0, 408.0, 18.0], p9E1sRIy3p, 5742882]
[paragraph, [32.0, 1229.0, 408.0, 18.0], p9E1sRIy3p, 5742882]
[paragraph, [32.0, 1247.0, 408.0, 18.0], p9E1sRIy3p, 5742882]
[paragraph, [32.0, 1265.0, 408.0, 18.0], p9E1sRIy3p, 5742882]
[paragraph, [32.0, 1283.0, 408.0, 18.0], p9E1sRIy3p, 5742882]
[paragraph, [32.0, 1301.0, 408.0, 18.0], p9E1sRIy3p, 5742882]
[footnote, [564.0, 1352.0, 269.0, 18.0], 2AsyfdUnSL, 5742882]
