[1650, 1275]
[headline, [210.0, 93.0, 846.0, 37.5], _jdfFvbqus, 6472086]
[paragraph, [811.0, 975.0, 335.0, 36.0], shoonya_0sPWR4NH6OI3KX, 6472086]
[paragraph, [811.0, 1011.0, 335.0, 36.0], shoonya_0sPWR4NH6OI3KX, 6472086]
[paragraph, [811.0, 1047.0, 335.0, 36.0], shoonya_0sPWR4NH6OI3KX, 6472086]
[paragraph, [811.0, 1083.0, 335.0, 36.0], shoonya_0sPWR4NH6OI3KX, 6472086]
[paragraph, [811.0, 1119.0, 335.0, 36.0], shoonya_0sPWR4NH6OI3KX, 6472086]
[paragraph, [811.0, 1165.0, 335.0, 36.0], CtDCr6X42x, 6472086]
[paragraph, [811.0, 1201.0, 335.0, 36.0], CtDCr6X42x, 6472086]
[paragraph, [811.0, 1237.0, 335.0, 36.0], CtDCr6X42x, 6472086]
[paragraph, [811.0, 1273.0, 335.0, 36.0], CtDCr6X42x, 6472086]
[paragraph, [127.0, 1194.0, 337.0, 36.0], pkiVccF50F, 6472086]
[paragraph, [127.0, 1230.0, 337.0, 36.0], pkiVccF50F, 6472086]
[paragraph, [127.0, 1266.0, 337.0, 36.0], pkiVccF50F, 6472086]
[paragraph, [127.0, 1302.0, 337.0, 36.0], pkiVccF50F, 6472086]
[paragraph, [127.0, 1338.0, 337.0, 36.0], pkiVccF50F, 6472086]
[paragraph, [127.0, 1374.0, 337.0, 36.0], pkiVccF50F, 6472086]
[paragraph, [127.0, 1410.0, 337.0, 36.0], pkiVccF50F, 6472086]
[paragraph, [127.0, 1446.0, 337.0, 36.0], pkiVccF50F, 6472086]
[paragraph, [811.0, 1345.0, 332.0, 36.0], jzX1vjdpYh, 6472086]
[paragraph, [811.0, 1381.0, 332.0, 36.0], jzX1vjdpYh, 6472086]
[paragraph, [811.0, 1417.0, 332.0, 36.0], jzX1vjdpYh, 6472086]
[paragraph, [811.0, 1453.0, 332.0, 36.0], jzX1vjdpYh, 6472086]
[folio, [175.0, 1525.0, 248.0, 36.0], 9V9IF62YAI, 6472086]
