[6000, 4167]
[folio, [890.0, 594.0, 2255.0, 52.5], 4ienaiplFe, 5721776]
[paragraph, [572.0, 3944.5, 3078.0, 52.5], Gv-VJhPCZ-, 5721776]
[paragraph, [572.0, 3997.0, 3078.0, 52.5], Gv-VJhPCZ-, 5721776]
[paragraph, [567.0, 4050.0, 3067.0, 52.5], fhS9nkrs04, 5721776]
[paragraph, [567.0, 4102.5, 3067.0, 52.5], fhS9nkrs04, 5721776]
[paragraph, [567.0, 4155.0, 3067.0, 52.5], fhS9nkrs04, 5721776]
[paragraph, [567.0, 4207.5, 3067.0, 52.5], fhS9nkrs04, 5721776]
[paragraph, [567.0, 4260.0, 3067.0, 52.5], fhS9nkrs04, 5721776]
[paragraph, [567.0, 4312.5, 3067.0, 52.5], fhS9nkrs04, 5721776]
[paragraph, [567.0, 4365.0, 3067.0, 52.5], fhS9nkrs04, 5721776]
[paragraph, [567.0, 4417.5, 3067.0, 52.5], fhS9nkrs04, 5721776]
[paragraph, [567.0, 4470.0, 3067.0, 52.5], fhS9nkrs04, 5721776]
[paragraph, [567.0, 4522.5, 3067.0, 52.5], fhS9nkrs04, 5721776]
[paragraph, [567.0, 4575.0, 3067.0, 52.5], fhS9nkrs04, 5721776]
[paragraph, [567.0, 4627.5, 3067.0, 52.5], fhS9nkrs04, 5721776]
[paragraph, [567.0, 4680.0, 3067.0, 52.5], fhS9nkrs04, 5721776]
[paragraph, [567.0, 4732.5, 3067.0, 52.5], fhS9nkrs04, 5721776]
[paragraph, [567.0, 4785.0, 3067.0, 52.5], fhS9nkrs04, 5721776]
[paragraph, [567.0, 4837.5, 3067.0, 52.5], fhS9nkrs04, 5721776]
[paragraph, [567.0, 4890.0, 3067.0, 52.5], fhS9nkrs04, 5721776]
[paragraph, [567.0, 4942.5, 3067.0, 52.5], fhS9nkrs04, 5721776]
[paragraph, [567.0, 4995.0, 3067.0, 52.5], fhS9nkrs04, 5721776]
[paragraph, [567.0, 5047.5, 3067.0, 52.5], fhS9nkrs04, 5721776]
[paragraph, [567.0, 5100.0, 3067.0, 52.5], fhS9nkrs04, 5721776]
[paragraph, [567.0, 5152.5, 3067.0, 52.5], fhS9nkrs04, 5721776]
[paragraph, [567.0, 5205.0, 3067.0, 52.5], fhS9nkrs04, 5721776]
[paragraph, [567.0, 5257.5, 3067.0, 52.5], fhS9nkrs04, 5721776]
[paragraph, [567.0, 5310.0, 3067.0, 52.5], fhS9nkrs04, 5721776]
[paragraph, [567.0, 5362.5, 3067.0, 52.5], fhS9nkrs04, 5721776]
