[1625, 1211]
[section-title, [105.0, 125.0, 1014.0, 49.5], HTiSiSKoI1, 5742658]
[paragraph, [437.0, 570.0, 345.0, 36.0], E5X_US93uU, 5742658]
[paragraph, [437.0, 606.0, 345.0, 36.0], E5X_US93uU, 5742658]
[paragraph, [437.0, 642.0, 345.0, 36.0], E5X_US93uU, 5742658]
[paragraph, [437.0, 678.0, 345.0, 36.0], E5X_US93uU, 5742658]
[paragraph, [437.0, 714.0, 345.0, 36.0], E5X_US93uU, 5742658]
[paragraph, [799.0, 587.0, 348.0, 36.0], weIH2SggEH, 5742658]
[paragraph, [799.0, 623.0, 348.0, 36.0], weIH2SggEH, 5742658]
[paragraph, [799.0, 659.0, 348.0, 36.0], weIH2SggEH, 5742658]
[paragraph, [75.0, 684.0, 337.0, 36.0], QKAnSpHZsY, 5742658]
[paragraph, [75.0, 720.0, 337.0, 36.0], QKAnSpHZsY, 5742658]
[paragraph, [75.0, 756.0, 337.0, 36.0], QKAnSpHZsY, 5742658]
[paragraph, [75.0, 792.0, 337.0, 36.0], QKAnSpHZsY, 5742658]
[paragraph, [75.0, 828.0, 337.0, 36.0], QKAnSpHZsY, 5742658]
[paragraph, [75.0, 864.0, 337.0, 36.0], QKAnSpHZsY, 5742658]
[paragraph, [800.0, 713.0, 337.0, 36.0], FYU4ySaJLX, 5742658]
[paragraph, [800.0, 749.0, 337.0, 36.0], FYU4ySaJLX, 5742658]
[paragraph, [800.0, 785.0, 337.0, 36.0], FYU4ySaJLX, 5742658]
[paragraph, [431.0, 763.0, 351.0, 36.0], N8-HnOQzRS, 5742658]
[paragraph, [431.0, 799.0, 351.0, 36.0], N8-HnOQzRS, 5742658]
[paragraph, [431.0, 835.0, 351.0, 36.0], N8-HnOQzRS, 5742658]
[paragraph, [431.0, 871.0, 351.0, 36.0], N8-HnOQzRS, 5742658]
[paragraph, [431.0, 907.0, 351.0, 36.0], N8-HnOQzRS, 5742658]
[paragraph, [431.0, 943.0, 351.0, 36.0], N8-HnOQzRS, 5742658]
[paragraph, [431.0, 979.0, 351.0, 36.0], N8-HnOQzRS, 5742658]
[paragraph, [431.0, 1015.0, 351.0, 36.0], N8-HnOQzRS, 5742658]
[paragraph, [799.0, 843.0, 339.0, 36.0], yYOfZqk0vc, 5742658]
[paragraph, [799.0, 879.0, 339.0, 36.0], yYOfZqk0vc, 5742658]
[paragraph, [799.0, 915.0, 339.0, 36.0], yYOfZqk0vc, 5742658]
[paragraph, [799.0, 951.0, 339.0, 36.0], yYOfZqk0vc, 5742658]
[paragraph, [799.0, 987.0, 339.0, 36.0], yYOfZqk0vc, 5742658]
[paragraph, [799.0, 1023.0, 339.0, 36.0], yYOfZqk0vc, 5742658]
[paragraph, [68.0, 916.0, 345.0, 36.0], 2HYK1IUAq5, 5742658]
[paragraph, [68.0, 952.0, 345.0, 36.0], 2HYK1IUAq5, 5742658]
[paragraph, [68.0, 988.0, 345.0, 36.0], 2HYK1IUAq5, 5742658]
[paragraph, [68.0, 1024.0, 345.0, 36.0], 2HYK1IUAq5, 5742658]
[paragraph, [68.0, 1060.0, 345.0, 36.0], 2HYK1IUAq5, 5742658]
[paragraph, [68.0, 1096.0, 345.0, 36.0], 2HYK1IUAq5, 5742658]
[paragraph, [68.0, 1132.0, 345.0, 36.0], 2HYK1IUAq5, 5742658]
[paragraph, [68.0, 1168.0, 345.0, 36.0], 2HYK1IUAq5, 5742658]
[paragraph, [68.0, 1204.0, 345.0, 36.0], 2HYK1IUAq5, 5742658]
[paragraph, [431.0, 1081.0, 348.0, 36.0], 6Cfg3hXFG-, 5742658]
[paragraph, [431.0, 1117.0, 348.0, 36.0], 6Cfg3hXFG-, 5742658]
[paragraph, [431.0, 1153.0, 348.0, 36.0], 6Cfg3hXFG-, 5742658]
[paragraph, [431.0, 1189.0, 348.0, 36.0], 6Cfg3hXFG-, 5742658]
[paragraph, [431.0, 1225.0, 348.0, 36.0], 6Cfg3hXFG-, 5742658]
[paragraph, [431.0, 1261.0, 348.0, 36.0], 6Cfg3hXFG-, 5742658]
[paragraph, [431.0, 1297.0, 348.0, 36.0], 6Cfg3hXFG-, 5742658]
[paragraph, [431.0, 1333.0, 348.0, 36.0], 6Cfg3hXFG-, 5742658]
[paragraph, [431.0, 1369.0, 348.0, 36.0], 6Cfg3hXFG-, 5742658]
[paragraph, [431.0, 1405.0, 348.0, 36.0], 6Cfg3hXFG-, 5742658]
[paragraph, [797.0, 1110.0, 336.0, 36.0], ziRpyS9N9F, 5742658]
[paragraph, [797.0, 1146.0, 336.0, 36.0], ziRpyS9N9F, 5742658]
[paragraph, [793.0, 1222.0, 342.0, 36.0], 88-TzMcqkw, 5742658]
[paragraph, [793.0, 1258.0, 342.0, 36.0], 88-TzMcqkw, 5742658]
[paragraph, [793.0, 1294.0, 342.0, 36.0], 88-TzMcqkw, 5742658]
[paragraph, [793.0, 1330.0, 342.0, 36.0], 88-TzMcqkw, 5742658]
[paragraph, [793.0, 1366.0, 342.0, 36.0], 88-TzMcqkw, 5742658]
[paragraph, [793.0, 1402.0, 342.0, 36.0], 88-TzMcqkw, 5742658]
[paragraph, [70.0, 1268.0, 341.0, 36.0], shoonya_1sNCTU7BC1NLD6, 5742658]
[paragraph, [70.0, 1304.0, 341.0, 36.0], shoonya_1sNCTU7BC1NLD6, 5742658]
[paragraph, [70.0, 1340.0, 341.0, 36.0], shoonya_1sNCTU7BC1NLD6, 5742658]
[paragraph, [70.0, 1376.0, 341.0, 36.0], shoonya_1sNCTU7BC1NLD6, 5742658]
[paragraph, [70.0, 1412.0, 341.0, 36.0], shoonya_1sNCTU7BC1NLD6, 5742658]
