[2339, 1656]
[paragraph, [888.0, 82.0, 701.0, 36.0], shoonya_3sHRB8QLM56FGF, 5749705]
[paragraph, [150.0, 1599.0, 719.0, 36.0], shoonya_0s0ZTMBUS5Y5BO, 5749705]
[paragraph, [150.0, 1635.0, 719.0, 36.0], shoonya_0s0ZTMBUS5Y5BO, 5749705]
[paragraph, [150.0, 1671.0, 719.0, 36.0], shoonya_0s0ZTMBUS5Y5BO, 5749705]
[paragraph, [150.0, 1707.0, 719.0, 36.0], shoonya_0s0ZTMBUS5Y5BO, 5749705]
[paragraph, [150.0, 1743.0, 719.0, 36.0], shoonya_0s0ZTMBUS5Y5BO, 5749705]
[paragraph, [150.0, 1779.0, 719.0, 36.0], shoonya_0s0ZTMBUS5Y5BO, 5749705]
[paragraph, [150.0, 1815.0, 719.0, 36.0], shoonya_0s0ZTMBUS5Y5BO, 5749705]
[paragraph, [150.0, 1851.0, 719.0, 36.0], shoonya_0s0ZTMBUS5Y5BO, 5749705]
[paragraph, [150.0, 1887.0, 719.0, 36.0], shoonya_0s0ZTMBUS5Y5BO, 5749705]
[paragraph, [150.0, 1923.0, 719.0, 36.0], shoonya_0s0ZTMBUS5Y5BO, 5749705]
[paragraph, [150.0, 1959.0, 719.0, 36.0], shoonya_0s0ZTMBUS5Y5BO, 5749705]
[paragraph, [150.0, 1995.0, 719.0, 36.0], shoonya_0s0ZTMBUS5Y5BO, 5749705]
[paragraph, [150.0, 2031.0, 719.0, 36.0], shoonya_0s0ZTMBUS5Y5BO, 5749705]
[paragraph, [889.0, 994.0, 703.0, 36.0], shoonya_4sJJDPTS25KWBE, 5749705]
[paragraph, [889.0, 1030.0, 703.0, 36.0], shoonya_4sJJDPTS25KWBE, 5749705]
[paragraph, [889.0, 1066.0, 703.0, 36.0], shoonya_4sJJDPTS25KWBE, 5749705]
[paragraph, [889.0, 1102.0, 703.0, 36.0], shoonya_4sJJDPTS25KWBE, 5749705]
[paragraph, [889.0, 1138.0, 703.0, 36.0], shoonya_4sJJDPTS25KWBE, 5749705]
[paragraph, [889.0, 1174.0, 703.0, 36.0], shoonya_4sJJDPTS25KWBE, 5749705]
[paragraph, [889.0, 1210.0, 703.0, 36.0], shoonya_4sJJDPTS25KWBE, 5749705]
[paragraph, [973.0, 1264.0, 600.0, 36.0], shoonya_6sMH94I8OM79WK, 5749705]
[paragraph, [968.0, 1318.0, 612.0, 36.0], 6MP0tdfFQV, 5749705]
[paragraph, [896.0, 1368.0, 575.0, 36.0], goBo3F8G-Z, 5749705]
[paragraph, [974.0, 1426.0, 287.0, 36.0], dNePPj3zBA, 5749705]
[section-title, [1152.0, 1475.0, 165.0, 52.5], PAZuHsR77m, 5749705]
[paragraph, [898.0, 1533.0, 701.0, 36.0], u8HMpAnCvV, 5749705]
[paragraph, [898.0, 1569.0, 701.0, 36.0], u8HMpAnCvV, 5749705]
[paragraph, [898.0, 1605.0, 701.0, 36.0], u8HMpAnCvV, 5749705]
[paragraph, [898.0, 1641.0, 701.0, 36.0], u8HMpAnCvV, 5749705]
[paragraph, [898.0, 1677.0, 701.0, 36.0], u8HMpAnCvV, 5749705]
[paragraph, [898.0, 1713.0, 701.0, 36.0], u8HMpAnCvV, 5749705]
[paragraph, [898.0, 1749.0, 701.0, 36.0], u8HMpAnCvV, 5749705]
[paragraph, [898.0, 1785.0, 701.0, 36.0], u8HMpAnCvV, 5749705]
[paragraph, [898.0, 1821.0, 701.0, 36.0], u8HMpAnCvV, 5749705]
[paragraph, [898.0, 1857.0, 701.0, 36.0], u8HMpAnCvV, 5749705]
[paragraph, [898.0, 1893.0, 701.0, 36.0], u8HMpAnCvV, 5749705]
[paragraph, [898.0, 1929.0, 701.0, 36.0], u8HMpAnCvV, 5749705]
[paragraph, [898.0, 1965.0, 701.0, 36.0], u8HMpAnCvV, 5749705]
[paragraph, [898.0, 2001.0, 701.0, 36.0], u8HMpAnCvV, 5749705]
