[1261, 840]
[paragraph, [27.0, 21.0, 784.0, 18.0], shoonya_0sY3RDHXAG8DFN, 5750947]
[paragraph, [27.0, 687.0, 784.0, 18.0], shoonya_0sY3RDHXAG8DFN, 5750947]
[paragraph, [27.0, 705.0, 784.0, 18.0], shoonya_0sY3RDHXAG8DFN, 5750947]
[paragraph, [27.0, 723.0, 784.0, 18.0], shoonya_0sY3RDHXAG8DFN, 5750947]
[paragraph, [27.0, 741.0, 784.0, 18.0], shoonya_0sY3RDHXAG8DFN, 5750947]
[paragraph, [27.0, 759.0, 784.0, 18.0], shoonya_0sY3RDHXAG8DFN, 5750947]
[paragraph, [27.0, 777.0, 784.0, 18.0], shoonya_0sY3RDHXAG8DFN, 5750947]
[paragraph, [27.0, 795.0, 784.0, 18.0], shoonya_0sY3RDHXAG8DFN, 5750947]
[paragraph, [27.0, 813.0, 784.0, 18.0], shoonya_0sY3RDHXAG8DFN, 5750947]
[paragraph, [27.0, 831.0, 784.0, 18.0], shoonya_0sY3RDHXAG8DFN, 5750947]
[paragraph, [27.0, 849.0, 784.0, 18.0], shoonya_0sY3RDHXAG8DFN, 5750947]
[paragraph, [27.0, 867.0, 784.0, 18.0], shoonya_0sY3RDHXAG8DFN, 5750947]
[paragraph, [27.0, 885.0, 784.0, 18.0], shoonya_0sY3RDHXAG8DFN, 5750947]
[paragraph, [27.0, 903.0, 784.0, 18.0], shoonya_0sY3RDHXAG8DFN, 5750947]
[paragraph, [27.0, 921.0, 784.0, 18.0], shoonya_0sY3RDHXAG8DFN, 5750947]
[paragraph, [27.0, 939.0, 784.0, 18.0], shoonya_0sY3RDHXAG8DFN, 5750947]
[paragraph, [27.0, 957.0, 784.0, 18.0], shoonya_0sY3RDHXAG8DFN, 5750947]
[paragraph, [27.0, 975.0, 784.0, 18.0], shoonya_0sY3RDHXAG8DFN, 5750947]
[paragraph, [27.0, 993.0, 784.0, 18.0], shoonya_0sY3RDHXAG8DFN, 5750947]
[paragraph, [27.0, 1011.0, 784.0, 18.0], shoonya_0sY3RDHXAG8DFN, 5750947]
[paragraph, [27.0, 1029.0, 784.0, 18.0], shoonya_0sY3RDHXAG8DFN, 5750947]
[paragraph, [27.0, 1047.0, 784.0, 18.0], shoonya_0sY3RDHXAG8DFN, 5750947]
[paragraph, [27.0, 1065.0, 784.0, 18.0], shoonya_0sY3RDHXAG8DFN, 5750947]
[paragraph, [27.0, 1083.0, 784.0, 18.0], shoonya_0sY3RDHXAG8DFN, 5750947]
[paragraph, [27.0, 1101.0, 784.0, 18.0], shoonya_0sY3RDHXAG8DFN, 5750947]
[paragraph, [27.0, 1119.0, 784.0, 18.0], shoonya_0sY3RDHXAG8DFN, 5750947]
[paragraph, [27.0, 1137.0, 784.0, 18.0], shoonya_0sY3RDHXAG8DFN, 5750947]
[paragraph, [27.0, 1155.0, 784.0, 18.0], shoonya_0sY3RDHXAG8DFN, 5750947]
