[1225, 1650]
[unordered-list, [1147.0, 36.0, 455.0, 18.0], shoonya_0s1C7THOJ6W2PB, 5726401]
[unordered-list, [599.0, 255.0, 455.0, 18.0], shoonya_15s9TI70DKTLPO, 5726401]
[unordered-list, [599.0, 273.0, 455.0, 18.0], shoonya_15s9TI70DKTLPO, 5726401]
[unordered-list, [599.0, 291.0, 455.0, 18.0], shoonya_15s9TI70DKTLPO, 5726401]
[unordered-list, [599.0, 309.0, 455.0, 18.0], shoonya_15s9TI70DKTLPO, 5726401]
[unordered-list, [599.0, 327.0, 455.0, 18.0], shoonya_15s9TI70DKTLPO, 5726401]
[unordered-list, [599.0, 345.0, 455.0, 18.0], shoonya_15s9TI70DKTLPO, 5726401]
[unordered-list, [599.0, 363.0, 455.0, 18.0], shoonya_15s9TI70DKTLPO, 5726401]
[unordered-list, [599.0, 381.0, 455.0, 18.0], shoonya_15s9TI70DKTLPO, 5726401]
[unordered-list, [599.0, 399.0, 455.0, 18.0], shoonya_15s9TI70DKTLPO, 5726401]
[unordered-list, [599.0, 417.0, 455.0, 18.0], shoonya_15s9TI70DKTLPO, 5726401]
[unordered-list, [599.0, 435.0, 455.0, 18.0], shoonya_15s9TI70DKTLPO, 5726401]
[unordered-list, [599.0, 453.0, 455.0, 18.0], shoonya_15s9TI70DKTLPO, 5726401]
[unordered-list, [599.0, 471.0, 455.0, 18.0], shoonya_15s9TI70DKTLPO, 5726401]
[unordered-list, [599.0, 489.0, 455.0, 18.0], shoonya_15s9TI70DKTLPO, 5726401]
[unordered-list, [599.0, 507.0, 455.0, 18.0], shoonya_15s9TI70DKTLPO, 5726401]
[unordered-list, [599.0, 525.0, 455.0, 18.0], shoonya_15s9TI70DKTLPO, 5726401]
[unordered-list, [599.0, 543.0, 455.0, 18.0], shoonya_15s9TI70DKTLPO, 5726401]
[unordered-list, [599.0, 561.0, 455.0, 18.0], shoonya_15s9TI70DKTLPO, 5726401]
[unordered-list, [599.0, 579.0, 455.0, 18.0], shoonya_15s9TI70DKTLPO, 5726401]
[unordered-list, [599.0, 597.0, 455.0, 18.0], shoonya_15s9TI70DKTLPO, 5726401]
[unordered-list, [599.0, 615.0, 455.0, 18.0], shoonya_15s9TI70DKTLPO, 5726401]
[unordered-list, [599.0, 633.0, 455.0, 18.0], shoonya_15s9TI70DKTLPO, 5726401]
[unordered-list, [599.0, 651.0, 455.0, 18.0], shoonya_15s9TI70DKTLPO, 5726401]
[unordered-list, [599.0, 669.0, 455.0, 18.0], shoonya_15s9TI70DKTLPO, 5726401]
[unordered-list, [599.0, 687.0, 455.0, 18.0], shoonya_15s9TI70DKTLPO, 5726401]
[unordered-list, [599.0, 705.0, 455.0, 18.0], shoonya_15s9TI70DKTLPO, 5726401]
[unordered-list, [599.0, 723.0, 455.0, 18.0], shoonya_15s9TI70DKTLPO, 5726401]
[unordered-list, [599.0, 741.0, 455.0, 18.0], shoonya_15s9TI70DKTLPO, 5726401]
[unordered-list, [599.0, 759.0, 455.0, 18.0], shoonya_15s9TI70DKTLPO, 5726401]
[unordered-list, [599.0, 777.0, 455.0, 18.0], shoonya_15s9TI70DKTLPO, 5726401]
[headline, [75.0, 93.0, 400.0, 25.5], shoonya_12sC8I4GXALPL2, 5726401]
[headline, [75.0, 118.5, 400.0, 25.5], shoonya_12sC8I4GXALPL2, 5726401]
[paragraph, [54.0, 204.0, 438.0, 18.0], shoonya_14sDHVSFSXN0B9, 5726401]
[paragraph, [54.0, 222.0, 438.0, 18.0], shoonya_14sDHVSFSXN0B9, 5726401]
[paragraph, [54.0, 240.0, 438.0, 18.0], shoonya_14sDHVSFSXN0B9, 5726401]
[paragraph, [54.0, 258.0, 438.0, 18.0], shoonya_14sDHVSFSXN0B9, 5726401]
[paragraph, [54.0, 276.0, 438.0, 18.0], shoonya_14sDHVSFSXN0B9, 5726401]
[paragraph, [54.0, 294.0, 438.0, 18.0], shoonya_14sDHVSFSXN0B9, 5726401]
[paragraph, [54.0, 312.0, 438.0, 18.0], shoonya_14sDHVSFSXN0B9, 5726401]
[paragraph, [54.0, 330.0, 438.0, 18.0], shoonya_14sDHVSFSXN0B9, 5726401]
[paragraph, [54.0, 348.0, 438.0, 18.0], shoonya_14sDHVSFSXN0B9, 5726401]
[paragraph, [54.0, 366.0, 438.0, 18.0], shoonya_14sDHVSFSXN0B9, 5726401]
[paragraph, [54.0, 384.0, 438.0, 18.0], shoonya_14sDHVSFSXN0B9, 5726401]
[paragraph, [54.0, 402.0, 438.0, 18.0], shoonya_14sDHVSFSXN0B9, 5726401]
[paragraph, [53.0, 446.0, 442.0, 18.0], shoonya_1s1ZS6BGVPSOG0, 5726401]
[paragraph, [53.0, 464.0, 442.0, 18.0], shoonya_1s1ZS6BGVPSOG0, 5726401]
[paragraph, [53.0, 482.0, 442.0, 18.0], shoonya_1s1ZS6BGVPSOG0, 5726401]
[paragraph, [53.0, 500.0, 442.0, 18.0], shoonya_1s1ZS6BGVPSOG0, 5726401]
[paragraph, [53.0, 518.0, 442.0, 18.0], shoonya_1s1ZS6BGVPSOG0, 5726401]
[paragraph, [53.0, 536.0, 442.0, 18.0], shoonya_1s1ZS6BGVPSOG0, 5726401]
[paragraph, [53.0, 554.0, 442.0, 18.0], shoonya_1s1ZS6BGVPSOG0, 5726401]
[paragraph, [53.0, 572.0, 442.0, 18.0], shoonya_1s1ZS6BGVPSOG0, 5726401]
[paragraph, [53.0, 590.0, 442.0, 18.0], shoonya_1s1ZS6BGVPSOG0, 5726401]
[paragraph, [53.0, 608.0, 442.0, 18.0], shoonya_1s1ZS6BGVPSOG0, 5726401]
[paragraph, [53.0, 626.0, 442.0, 18.0], shoonya_1s1ZS6BGVPSOG0, 5726401]
[paragraph, [53.0, 644.0, 442.0, 18.0], shoonya_1s1ZS6BGVPSOG0, 5726401]
[paragraph, [53.0, 662.0, 442.0, 18.0], shoonya_1s1ZS6BGVPSOG0, 5726401]
[paragraph, [53.0, 680.0, 442.0, 18.0], shoonya_1s1ZS6BGVPSOG0, 5726401]
[paragraph, [53.0, 698.0, 442.0, 18.0], shoonya_1s1ZS6BGVPSOG0, 5726401]
[paragraph, [53.0, 716.0, 442.0, 18.0], shoonya_1s1ZS6BGVPSOG0, 5726401]
[paragraph, [53.0, 734.0, 442.0, 18.0], shoonya_1s1ZS6BGVPSOG0, 5726401]
[paragraph, [53.0, 752.0, 442.0, 18.0], shoonya_1s1ZS6BGVPSOG0, 5726401]
[paragraph, [53.0, 799.0, 439.0, 18.0], shoonya_16sDEH7PAUQ08Y, 5726401]
[paragraph, [53.0, 817.0, 439.0, 18.0], shoonya_16sDEH7PAUQ08Y, 5726401]
[section-title, [677.0, 827.0, 293.0, 30.0], shoonya_17sYTN7V7D85BT, 5726401]
[unordered-list, [43.0, 879.0, 461.0, 18.0], shoonya_9s6R550L6D49GB, 5726401]
[unordered-list, [43.0, 897.0, 461.0, 18.0], shoonya_9s6R550L6D49GB, 5726401]
[unordered-list, [43.0, 915.0, 461.0, 18.0], shoonya_9s6R550L6D49GB, 5726401]
[unordered-list, [43.0, 933.0, 461.0, 18.0], shoonya_9s6R550L6D49GB, 5726401]
[unordered-list, [43.0, 951.0, 461.0, 18.0], shoonya_9s6R550L6D49GB, 5726401]
[unordered-list, [43.0, 969.0, 461.0, 18.0], shoonya_9s6R550L6D49GB, 5726401]
[unordered-list, [43.0, 987.0, 461.0, 18.0], shoonya_9s6R550L6D49GB, 5726401]
[unordered-list, [43.0, 1005.0, 461.0, 18.0], shoonya_9s6R550L6D49GB, 5726401]
[unordered-list, [43.0, 1023.0, 461.0, 18.0], shoonya_9s6R550L6D49GB, 5726401]
[unordered-list, [43.0, 1041.0, 461.0, 18.0], shoonya_9s6R550L6D49GB, 5726401]
[unordered-list, [43.0, 1059.0, 461.0, 18.0], shoonya_9s6R550L6D49GB, 5726401]
[unordered-list, [43.0, 1077.0, 461.0, 18.0], shoonya_9s6R550L6D49GB, 5726401]
[unordered-list, [43.0, 1095.0, 461.0, 18.0], shoonya_9s6R550L6D49GB, 5726401]
[unordered-list, [43.0, 1113.0, 461.0, 18.0], shoonya_9s6R550L6D49GB, 5726401]
[unordered-list, [43.0, 1131.0, 461.0, 18.0], shoonya_9s6R550L6D49GB, 5726401]
[unordered-list, [43.0, 1149.0, 461.0, 18.0], shoonya_9s6R550L6D49GB, 5726401]
[paragraph, [604.0, 880.0, 440.0, 18.0], shoonya_3sK29JYAEQ3B8X, 5726401]
[paragraph, [604.0, 898.0, 440.0, 18.0], shoonya_3sK29JYAEQ3B8X, 5726401]
[paragraph, [604.0, 916.0, 440.0, 18.0], shoonya_3sK29JYAEQ3B8X, 5726401]
[paragraph, [604.0, 934.0, 440.0, 18.0], shoonya_3sK29JYAEQ3B8X, 5726401]
[paragraph, [604.0, 952.0, 440.0, 18.0], shoonya_3sK29JYAEQ3B8X, 5726401]
[paragraph, [604.0, 970.0, 440.0, 18.0], shoonya_3sK29JYAEQ3B8X, 5726401]
[unordered-list, [601.0, 1015.0, 444.0, 18.0], shoonya_4sYMG43JPKQ1CI, 5726401]
[unordered-list, [601.0, 1033.0, 444.0, 18.0], shoonya_4sYMG43JPKQ1CI, 5726401]
[unordered-list, [601.0, 1051.0, 444.0, 18.0], shoonya_4sYMG43JPKQ1CI, 5726401]
[unordered-list, [601.0, 1069.0, 444.0, 18.0], shoonya_4sYMG43JPKQ1CI, 5726401]
[unordered-list, [601.0, 1087.0, 444.0, 18.0], shoonya_4sYMG43JPKQ1CI, 5726401]
[unordered-list, [601.0, 1105.0, 444.0, 18.0], shoonya_4sYMG43JPKQ1CI, 5726401]
[unordered-list, [601.0, 1123.0, 444.0, 18.0], shoonya_4sYMG43JPKQ1CI, 5726401]
