[842, 596]
[folio, [56.0, 31.0, 133.0, 18.0], RkVBBy0Ann, 5748126]
[sub-ordered-list, [101.0, 134.0, 437.0, 18.0], shoonya_2s2DWPOF12QEOF, 5748126]
[sub-ordered-list, [101.0, 152.0, 437.0, 18.0], shoonya_2s2DWPOF12QEOF, 5748126]
[sub-ordered-list, [101.0, 170.0, 437.0, 18.0], shoonya_2s2DWPOF12QEOF, 5748126]
[sub-ordered-list, [101.0, 188.0, 437.0, 18.0], shoonya_2s2DWPOF12QEOF, 5748126]
[sub-ordered-list, [101.0, 206.0, 437.0, 18.0], shoonya_2s2DWPOF12QEOF, 5748126]
[sub-ordered-list, [101.0, 224.0, 437.0, 18.0], shoonya_2s2DWPOF12QEOF, 5748126]
[sub-ordered-list, [101.0, 242.0, 437.0, 18.0], shoonya_2s2DWPOF12QEOF, 5748126]
[sub-ordered-list, [101.0, 260.0, 437.0, 18.0], shoonya_2s2DWPOF12QEOF, 5748126]
[sub-ordered-list, [101.0, 278.0, 437.0, 18.0], shoonya_2s2DWPOF12QEOF, 5748126]
[sub-ordered-list, [101.0, 296.0, 437.0, 18.0], shoonya_2s2DWPOF12QEOF, 5748126]
[sub-ordered-list, [101.0, 314.0, 437.0, 18.0], shoonya_2s2DWPOF12QEOF, 5748126]
[sub-ordered-list, [101.0, 332.0, 437.0, 18.0], shoonya_2s2DWPOF12QEOF, 5748126]
[sub-ordered-list, [101.0, 350.0, 437.0, 18.0], shoonya_2s2DWPOF12QEOF, 5748126]
[sub-ordered-list, [101.0, 368.0, 437.0, 18.0], shoonya_2s2DWPOF12QEOF, 5748126]
[sub-ordered-list, [101.0, 386.0, 437.0, 18.0], shoonya_2s2DWPOF12QEOF, 5748126]
[sub-ordered-list, [101.0, 404.0, 437.0, 18.0], shoonya_2s2DWPOF12QEOF, 5748126]
[sub-ordered-list, [101.0, 422.0, 437.0, 18.0], shoonya_2s2DWPOF12QEOF, 5748126]
[sub-ordered-list, [101.0, 440.0, 437.0, 18.0], shoonya_2s2DWPOF12QEOF, 5748126]
[sub-ordered-list, [101.0, 458.0, 437.0, 18.0], shoonya_2s2DWPOF12QEOF, 5748126]
[sub-ordered-list, [101.0, 476.0, 437.0, 18.0], shoonya_2s2DWPOF12QEOF, 5748126]
[sub-ordered-list, [101.0, 494.0, 437.0, 18.0], shoonya_2s2DWPOF12QEOF, 5748126]
[sub-ordered-list, [101.0, 512.0, 437.0, 18.0], shoonya_2s2DWPOF12QEOF, 5748126]
[sub-ordered-list, [101.0, 530.0, 437.0, 18.0], shoonya_2s2DWPOF12QEOF, 5748126]
[sub-ordered-list, [101.0, 548.0, 437.0, 18.0], shoonya_2s2DWPOF12QEOF, 5748126]
[sub-ordered-list, [101.0, 566.0, 437.0, 18.0], shoonya_2s2DWPOF12QEOF, 5748126]
[sub-ordered-list, [101.0, 584.0, 437.0, 18.0], shoonya_2s2DWPOF12QEOF, 5748126]
[sub-ordered-list, [101.0, 602.0, 437.0, 18.0], shoonya_2s2DWPOF12QEOF, 5748126]
[sub-ordered-list, [101.0, 620.0, 437.0, 18.0], shoonya_2s2DWPOF12QEOF, 5748126]
[sub-ordered-list, [101.0, 638.0, 437.0, 18.0], shoonya_2s2DWPOF12QEOF, 5748126]
[sub-ordered-list, [101.0, 656.0, 437.0, 18.0], shoonya_2s2DWPOF12QEOF, 5748126]
[sub-ordered-list, [101.0, 674.0, 437.0, 18.0], shoonya_2s2DWPOF12QEOF, 5748126]
[sub-ordered-list, [101.0, 692.0, 437.0, 18.0], shoonya_2s2DWPOF12QEOF, 5748126]
[sub-ordered-list, [101.0, 710.0, 437.0, 18.0], shoonya_2s2DWPOF12QEOF, 5748126]
[sub-ordered-list, [101.0, 728.0, 437.0, 18.0], shoonya_2s2DWPOF12QEOF, 5748126]
[sub-ordered-list, [101.0, 746.0, 437.0, 18.0], shoonya_2s2DWPOF12QEOF, 5748126]
[paragraph, [137.0, 471.0, 395.0, 18.0], shoonya_1sMOR3TZ9FETQ9, 5748126]
[paragraph, [137.0, 489.0, 395.0, 18.0], shoonya_1sMOR3TZ9FETQ9, 5748126]
[paragraph, [137.0, 507.0, 395.0, 18.0], shoonya_1sMOR3TZ9FETQ9, 5748126]
[paragraph, [137.0, 525.0, 395.0, 18.0], shoonya_1sMOR3TZ9FETQ9, 5748126]
[paragraph, [137.0, 543.0, 395.0, 18.0], shoonya_1sMOR3TZ9FETQ9, 5748126]
[paragraph, [137.0, 561.0, 395.0, 18.0], shoonya_1sMOR3TZ9FETQ9, 5748126]
[paragraph, [137.0, 579.0, 395.0, 18.0], shoonya_1sMOR3TZ9FETQ9, 5748126]
[paragraph, [137.0, 597.0, 395.0, 18.0], shoonya_1sMOR3TZ9FETQ9, 5748126]
[paragraph, [137.0, 615.0, 395.0, 18.0], shoonya_1sMOR3TZ9FETQ9, 5748126]
[paragraph, [137.0, 633.0, 395.0, 18.0], shoonya_1sMOR3TZ9FETQ9, 5748126]
