[1320, 1176]
[folio, [93.0, 77.0, 150.0, 18.0], shoonya_0s147H27ETVIRC, 5694089]
[flag, [308.0, 966.0, 540.0, 18.0], VkCbU-XBuz, 5694089]
[flag, [308.0, 984.0, 540.0, 18.0], VkCbU-XBuz, 5694089]
[flag, [308.0, 1002.0, 540.0, 18.0], VkCbU-XBuz, 5694089]
[flag, [308.0, 1020.0, 540.0, 18.0], VkCbU-XBuz, 5694089]
[flag, [308.0, 1038.0, 540.0, 18.0], VkCbU-XBuz, 5694089]
[flag, [308.0, 1056.0, 540.0, 18.0], VkCbU-XBuz, 5694089]
[flag, [308.0, 1074.0, 540.0, 18.0], VkCbU-XBuz, 5694089]
[flag, [308.0, 1092.0, 540.0, 18.0], VkCbU-XBuz, 5694089]
[flag, [308.0, 1110.0, 540.0, 18.0], VkCbU-XBuz, 5694089]
[paragraph, [202.0, 1177.0, 208.0, 18.0], eW2tTP7Vvi, 5694089]
[folio, [813.0, 1179.0, 117.0, 18.0], lLfvY0y0jY, 5694089]
